key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
1873	119	0	(S,B) r s.	0	become, be two /$gk: [[deuteroun]]$/	become, be two /$gk: [[deuteroun]]$/	deuteroun	347a	7	2010-02-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/1873.html	(S, B) ⲣ ⲥ.	(S, B) ⲣ ⲥ.	ⲣ ⲥ.	(S, B) ⲣ ⲥ.	-	δευτερουν	become, be two [δευτερουν]	become, be two	"become, be two <span style=""opacity:0.7"">[δευτερουν]</span>"	"become, be two <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B4%CE%B5%CF%85%CF%84%CE%B5%CF%81%CE%BF%CF%85%CE%BD"">δευτερουν</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=347a	ⲣ ⲥ.					ⲣ ⲥ.					0
1874	119	1873	mntreF..r s.	0	duality	duality		347a	8	2010-02-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/1874.html	ⲙⲛⲧⲣⲉϥⲣ ⲥ.	ⲙⲛⲧⲣⲉϥⲣ ⲥ.	ⲙⲛⲧⲣⲉϥⲣ ⲥ.	ⲙⲛⲧⲣⲉϥⲣ ⲥ.	-		duality	duality	duality	duality	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=347a	ⲙⲛⲧⲣⲉϥⲣ ⲥ.	ⲙⲛⲧⲣⲉϥⲣ ⲥ.	ⲙⲛⲧⲣⲉϥⲣ ⲥ.	ⲙⲛⲧⲣⲉϥⲣ ⲥ.	ⲙⲛⲧⲣⲉϥⲣ ⲥ.	ⲙⲛⲧⲣⲉϥⲣ ⲥ.	ⲙⲛⲧⲣⲉϥⲣ ⲥ.	ⲙⲛⲧⲣⲉϥⲣ ⲥ.	ⲙⲛⲧⲣⲉϥⲣ ⲥ.	ⲙⲛⲧⲣⲉϥⲣ ⲥ.	1
1875	119	0	(S,sA,F) meHs.,maHs.,maHshte	0	second /$gk: [[deuteros]]$/	second /$gk: [[deuteros]]$/	deuteros	347a	9	2010-02-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/1875.html	(S, sA, F) ⲙⲉϩⲥ., ⲙⲁϩⲥ., ⲙⲁϩⲥⲏⲧⲉ	(S, sA, F) ⲙⲉϩⲥ., ⲙⲁϩⲥ., ⲙⲁϩⲥⲏⲧⲉ	ⲙⲉϩⲥ., ⲙⲁϩⲥ., ⲙⲁϩⲥⲏⲧⲉ	(S, sA, F) ⲙⲉϩⲥ., ⲙⲁϩⲥ., ⲙⲁϩⲥⲏⲧⲉ	-	δευτεροσ	second [δευτεροσ]	second	"second <span style=""opacity:0.7"">[δευτεροσ]</span>"	"second <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B4%CE%B5%CF%85%CF%84%CE%B5%CF%81%CE%BF%CF%83"">δευτεροσ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=347a	ⲙⲉϩⲥ., ⲙⲁϩⲥ., ⲙⲁϩⲥⲏⲧⲉ				ⲙⲉϩⲥ., ⲙⲁϩⲥ., ⲙⲁϩⲥⲏⲧⲉ		ⲙⲉϩⲥ., ⲙⲁϩⲥ., ⲙⲁϩⲥⲏⲧⲉ				0
1876	119	1875	(S,B) r..meHs.	0	be second	be second		347a	10	2010-02-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/1876.html	(S, B) ⲣⲙⲉϩⲥ.	(S, B) ⲣⲙⲉϩⲥ.	ⲣⲙⲉϩⲥ.	(S, B) ⲣⲙⲉϩⲥ.	-		be second	be second	be second	be second	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=347a	ⲣⲙⲉϩⲥ.					ⲣⲙⲉϩⲥ.					1
3333	120	0	oupe pH.	0	what is the matter ?	what is the matter ?		653b	1	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3333.html	ⲟⲩⲡⲉ ⲡϩ.	ⲟⲩⲡⲉ ⲡϩ.	ⲟⲩⲡⲉ ⲡϩ.	ⲟⲩⲡⲉ ⲡϩ.	-		what is the matter ?	what is the matter ?	what is the matter ?	what is the matter ?	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=653b	ⲟⲩⲡⲉ ⲡϩ.	ⲟⲩⲡⲉ ⲡϩ.	ⲟⲩⲡⲉ ⲡϩ.	ⲟⲩⲡⲉ ⲡϩ.	ⲟⲩⲡⲉ ⲡϩ.	ⲟⲩⲡⲉ ⲡϩ.	ⲟⲩⲡⲉ ⲡϩ.	ⲟⲩⲡⲉ ⲡϩ.	ⲟⲩⲡⲉ ⲡϩ.	ⲟⲩⲡⲉ ⲡϩ.	0
3334	120	3333	..ou. n-	0	what is business, history, use of ... ?	what is business, history, use of ... ?		653b	2	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3334.html	ⲟⲩ. ⲛ-	ⲟⲩ. ⲛ-	ⲟⲩ. ⲛ-	ⲟⲩ. ⲛ-	-		what is business, history, use of ... ?	what is business, history, use of ... ?	what is business, history, use of ... ?	what is business, history, use of ... ?	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=653b	ⲟⲩ. ⲛ-	ⲟⲩ. ⲛ-	ⲟⲩ. ⲛ-	ⲟⲩ. ⲛ-	ⲟⲩ. ⲛ-	ⲟⲩ. ⲛ-	ⲟⲩ. ⲛ-	ⲟⲩ. ⲛ-	ⲟⲩ. ⲛ-	ⲟⲩ. ⲛ-	1
3335	120	0	oun H. mn-	0	there is a matter with	there is a matter with		654a	3	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3335.html	ⲟⲩⲛ ϩ. ⲙⲛ-	ⲟⲩⲛ ϩ. ⲙⲛ-	ⲟⲩⲛ ϩ. ⲙⲛ-	ⲟⲩⲛ ϩ. ⲙⲛ-	-		there is a matter with	there is a matter with	there is a matter with	there is a matter with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=654a	ⲟⲩⲛ ϩ. ⲙⲛ-	ⲟⲩⲛ ϩ. ⲙⲛ-	ⲟⲩⲛ ϩ. ⲙⲛ-	ⲟⲩⲛ ϩ. ⲙⲛ-	ⲟⲩⲛ ϩ. ⲙⲛ-	ⲟⲩⲛ ϩ. ⲙⲛ-	ⲟⲩⲛ ϩ. ⲙⲛ-	ⲟⲩⲛ ϩ. ⲙⲛ-	ⲟⲩⲛ ϩ. ⲙⲛ-	ⲟⲩⲛ ϩ. ⲙⲛ-	0
3336	120	0	(S,B,F) mmn H.	0	there is not a matter, is no business	there is not a matter, is no business		654a	4	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3336.html	(S, B, F) ⲙⲙⲛ ϩ.	(S, B, F) ⲙⲙⲛ ϩ.	ⲙⲙⲛ ϩ.	(S, B, F) ⲙⲙⲛ ϩ.	-		there is not a matter, is no business	there is not a matter, is no business	there is not a matter, is no business	there is not a matter, is no business	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=654a	ⲙⲙⲛ ϩ.					ⲙⲙⲛ ϩ.	ⲙⲙⲛ ϩ.				0
3337	120	0	(S,B) H. nGiJ,H. nJiJ	0	handiwork /$gk: [[ergoxeiron]]$/	handiwork /$gk: [[ergoxeiron]]$/	ergoxeiron	654a	5	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3337.html	(S, B) ϩ. ⲛϭⲓϫ, ϩ. ⲛϫⲓϫ	(S, B) ϩ. ⲛϭⲓϫ, ϩ. ⲛϫⲓϫ	ϩ. ⲛϭⲓϫ, ϩ. ⲛϫⲓϫ	(S, B) ϩ. ⲛϭⲓϫ, ϩ. ⲛϫⲓϫ	-	εργοχειρον	handiwork [εργοχειρον]	handiwork	"handiwork <span style=""opacity:0.7"">[εργοχειρον]</span>"	"handiwork <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CF%81%CE%B3%CE%BF%CF%87%CE%B5%CE%B9%CF%81%CE%BF%CE%BD"">εργοχειρον</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=654a	ϩ. ⲛϭⲓϫ, ϩ. ⲛϫⲓϫ					ϩ. ⲛϭⲓϫ, ϩ. ⲛϫⲓϫ					0
3338	120	0	(F) atH.	0	without work	without work		654a	6	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3338.html	(F) ⲁⲧϩ.	(F) ⲁⲧϩ.	ⲁⲧϩ.	(F) ⲁⲧϩ.	-		without work	without work	without work	without work	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=654a							ⲁⲧϩ.				0
3339	120	0	(S,A,sA,B,F) r H.,er H.,el H.	0	(as vb), do work /$gk: [[ergazesqai]]$/	(as vb), do work /$gk: [[ergazesqai]]$/	ergazesqai	654a	7	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3339.html	(S, A, sA, B, F) ⲣ ϩ., ⲉⲣ ϩ., ⲉⲗ ϩ.	(S, A, sA, B, F) ⲣ ϩ., ⲉⲣ ϩ., ⲉⲗ ϩ.	ⲣ ϩ., ⲉⲣ ϩ., ⲉⲗ ϩ.	(S, A, sA, B, F) ⲣ ϩ., ⲉⲣ ϩ., ⲉⲗ ϩ.	-	εργαζεσθαι	<i>as vb</i>, do work [εργαζεσθαι]	<i>as vb</i>, do work	"<i>as vb</i>, do work <span style=""opacity:0.7"">[εργαζεσθαι]</span>"	"<i>as vb</i>, do work <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CF%81%CE%B3%CE%B1%CE%B6%CE%B5%CF%83%CE%B8%CE%B1%CE%B9"">εργαζεσθαι</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=654a	ⲣ ϩ., ⲉⲣ ϩ., ⲉⲗ ϩ.			ⲣ ϩ., ⲉⲣ ϩ., ⲉⲗ ϩ.	ⲣ ϩ., ⲉⲣ ϩ., ⲉⲗ ϩ.	ⲣ ϩ., ⲉⲣ ϩ., ⲉⲗ ϩ.	ⲣ ϩ., ⲉⲣ ϩ., ⲉⲗ ϩ.				0
7664	120	3339	^^^ n- *^dat^*	0				654b	8	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7664.html	<i><b>c</b></i> ⲛ- {dat}	<i><b>c</b></i> ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat} (c)	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=654b	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	1
7665	120	3339	^^^ Ha-	0	for	for		654b	9	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7665.html	<i><b>c</b></i> ϩⲁ-	<i><b>c</b></i> ϩⲁ-	ϩⲁ- (c)	ϩⲁ- (c)	-		for	for	for	for	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=654b	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	1
7666	120	3339	(S) ^^^ Hi-	0	(sim)	(sim)		654b	10	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7666.html	(S) <i><b>c</b></i> ϩⲓ-	(S) <i><b>c</b></i> ϩⲓ-	ϩⲓ- (c)	(S) ϩⲓ- (c)	-		<i>sim</i>	<i>sim</i>	<i>sim</i>	<i>sim</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=654b	ϩⲓ- (c)										1
7667	120	3339	^^^ Hn-,^^^ Ken-	0	in, with, by	in, with, by		654b	11	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7667.html	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	-		in, with, by	in, with, by	in, with, by	in, with, by	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=654b	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	1
3340	120	3339	(S) reF..r H.	0	 /$gk: [[ergaths]]$/	 /$gk: [[ergaths]]$/	ergaths	654b	12	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3340.html	(S) ⲣⲉϥⲣ ϩ.	(S) ⲣⲉϥⲣ ϩ.	ⲣⲉϥⲣ ϩ.	(S) ⲣⲉϥⲣ ϩ.	-	εργατησ	[εργατησ]		"<span style=""opacity:0.7"">[εργατησ]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CF%81%CE%B3%CE%B1%CF%84%CE%B7%CF%83"">εργατησ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=654b	ⲣⲉϥⲣ ϩ.										1
3341	120	3339	(B,F) Sfhr pr.	0	 /$gk: [[sunergos]]$/	 /$gk: [[sunergos]]$/	sunergos	654b	13	2010-03-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/3341.html	(B, F) ϣⲫⲏⲣ ⲡⲣ.	(B, F) ϣⲫⲏⲣ ⲡⲣ.	ϣⲫⲏⲣ ⲡⲣ.	(B, F) ϣⲫⲏⲣ ⲡⲣ.	-	συνεργοσ	[συνεργοσ]		"<span style=""opacity:0.7"">[συνεργοσ]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%83%CF%85%CE%BD%CE%B5%CF%81%CE%B3%CE%BF%CF%83"">συνεργοσ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=654b						ϣⲫⲏⲣ ⲡⲣ.	ϣⲫⲏⲣ ⲡⲣ.				1
