key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
3010	46	0	(S,A,B,F) reFS.	0	inquirer, wizard	inquirer, wizard		570a	15	2010-03-12	1900-01-01	vagrant		(S, A, B, F) ⲣⲉϥϣ.	"<span class=""word S A B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S A B F"">ⲣⲉϥϣ.</span></span>"	ⲣⲉϥϣ.	"<span class=""word S A B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S A B F"">ⲣⲉϥϣ.</span></span>"	-		inquirer, wizard	inquirer, wizard	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=570a	ⲣⲉϥϣ.			ⲣⲉϥϣ.		ⲣⲉϥϣ.	ⲣⲉϥϣ.				0
3011	46	3010	(S) mntr.	0	wizardry	wizardry		570a	16	2010-03-12	1900-01-01	vagrant		(S) ⲙⲛⲧⲣ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲙⲛⲧⲣ.</span></span>"	ⲙⲛⲧⲣ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲙⲛⲧⲣ.</span></span>"	-		wizardry	wizardry	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=570a	ⲙⲛⲧⲣ.										1
3012	46	0	(A,sA,B) Ji mpS.,Gi mpS.	0	get, bring news, visit /$gk: [[aggellein]]$/	get, bring news, visit /$gk: [[aggellein]]$/	aggellein	570a	17	2010-03-12	1900-01-01	vagrant		(A, sA, B) ϫⲓ ⲙⲡϣ., ϭⲓ ⲙⲡϣ.	"<span class=""word A sA B""><span class=""dialect-parenthesis"">(</span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect sA"">sA</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling A sA B"">ϫⲓ ⲙⲡϣ.</span><span class=""spelling-comma"">, </span><span class=""spelling A sA B"">ϭⲓ ⲙⲡϣ.</span></span>"	ϫⲓ ⲙⲡϣ., ϭⲓ ⲙⲡϣ.	"<span class=""word A sA B""><span class=""dialect-parenthesis"">(</span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect sA"">sA</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling A sA B"">ϫⲓ ⲙⲡϣ.</span><span class=""spelling-comma"">, </span><span class=""spelling A sA B"">ϭⲓ ⲙⲡϣ.</span></span>"	-	αγγελλειν	get, bring news, visit [αγγελλειν]	get, bring news, visit	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=570a				ϫⲓ ⲙⲡϣ., ϭⲓ ⲙⲡϣ.	ϫⲓ ⲙⲡϣ., ϭⲓ ⲙⲡϣ.	ϫⲓ ⲙⲡϣ., ϭⲓ ⲙⲡϣ.					0
3013	46	0	(S,A,F) Gine mpS.,Gm pS. (B) Jim mpS.,Jem pS.	0	visit /$gk: [[skeptein]]$/ | (as nn m), visitation /$gk: [[episkoph]]$/	visit /$gk: [[skeptein]]$/ | (as nn m), visitation /$gk: [[episkoph]]$/	skeptein, episkoph	570a	18	2010-03-12	2010-04-08	vagrant	vagrant	"(S, A, F) ϭⲓⲛⲉ ⲙⲡϣ., ϭⲙ ⲡϣ.
(B) ϫⲓⲙ ⲙⲡϣ., ϫⲉⲙ ⲡϣ."	"<span class=""word S A F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S A F"">ϭⲓⲛⲉ ⲙⲡϣ.</span><span class=""spelling-comma"">, </span><span class=""spelling S A F"">ϭⲙ ⲡϣ.</span></span>
<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ϫⲓⲙ ⲙⲡϣ.</span><span class=""spelling-comma"">, </span><span class=""spelling B"">ϫⲉⲙ ⲡϣ.</span></span>"	ϭⲓⲛⲉ ⲙⲡϣ., ϭⲙ ⲡϣ., ϫⲓⲙ ⲙⲡϣ., ϫⲉⲙ ⲡϣ.	"<span class=""word S A F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S A F"">ϭⲓⲛⲉ ⲙⲡϣ.</span><span class=""spelling-comma"">, </span><span class=""spelling S A F"">ϭⲙ ⲡϣ.</span></span>
<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ϫⲓⲙ ⲙⲡϣ.</span><span class=""spelling-comma"">, </span><span class=""spelling B"">ϫⲉⲙ ⲡϣ.</span></span>"	-	σκεπτειν, επισκοπη	"visit [σκεπτειν]
<i>as nn m</i>, visitation [επισκοπη]"	"visit 
<i>as nn m</i>, visitation"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=570a	ϭⲓⲛⲉ ⲙⲡϣ., ϭⲙ ⲡϣ.			ϭⲓⲛⲉ ⲙⲡϣ., ϭⲙ ⲡϣ.		ϫⲓⲙ ⲙⲡϣ., ϫⲉⲙ ⲡϣ.	ϭⲓⲛⲉ ⲙⲡϣ., ϭⲙ ⲡϣ.				0
3014	46	3013	(B) atJ.	0	unvisited, unrelieved	unvisited, unrelieved		570b	19	2010-03-12	1900-01-01	vagrant		(B) ⲁⲧϫ.	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲁⲧϫ.</span></span>"	ⲁⲧϫ.	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲁⲧϫ.</span></span>"	-		unvisited, unrelieved	unvisited, unrelieved	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=570b						ⲁⲧϫ.					1
3015	46	0	(S) aJn-	0	unasked	unasked		570b	20	2010-03-12	1900-01-01	vagrant		(S) ⲁϫⲛ-	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲁϫⲛ-</span></span>"	ⲁϫⲛ-	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲁϫⲛ-</span></span>"	-		unasked	unasked	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=570b	ⲁϫⲛ-										0
3016	46	0	(S,A,B,F) FaiS.	0	news-bearer, messenger /$gk: [[aggelos]]$/	news-bearer, messenger /$gk: [[aggelos]]$/	aggelos	570b	21	2010-03-12	1900-01-01	vagrant		(S, A, B, F) ϥⲁⲓϣ.	"<span class=""word S A B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S A B F"">ϥⲁⲓϣ.</span></span>"	ϥⲁⲓϣ.	"<span class=""word S A B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S A B F"">ϥⲁⲓϣ.</span></span>"	-	αγγελοσ	news-bearer, messenger [αγγελοσ]	news-bearer, messenger	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=570b	ϥⲁⲓϣ.			ϥⲁⲓϣ.		ϥⲁⲓϣ.	ϥⲁⲓϣ.				0
3017	46	0	(S,B) GinS.,JinS.	0	inquiry /$gk: [[eperwthma]]$/	inquiry /$gk: [[eperwthma]]$/	eperwthma	570b	22	2010-03-12	1900-01-01	vagrant		(S, B) ϭⲓⲛϣ., ϫⲓⲛϣ.	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ϭⲓⲛϣ.</span><span class=""spelling-comma"">, </span><span class=""spelling S B"">ϫⲓⲛϣ.</span></span>"	ϭⲓⲛϣ., ϫⲓⲛϣ.	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ϭⲓⲛϣ.</span><span class=""spelling-comma"">, </span><span class=""spelling S B"">ϫⲓⲛϣ.</span></span>"	-	επερωτημα	inquiry [επερωτημα]	inquiry	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=570b	ϭⲓⲛϣ., ϫⲓⲛϣ.					ϭⲓⲛϣ., ϫⲓⲛϣ.					0
8597	47	0		99	With following preposition:	With following preposition:		820b	1	2010-08-15	1900-01-01	vagrant						HEADER		With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=820b											0
8598	47	8597	^^^ e-	0				820b	2	2010-08-15	1900-01-01	vagrant		<i><b>c</b></i> ⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉ-</span></span>"	ⲉ-	"<span class=""word""><span class=""spelling"">ⲉ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=820b	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	1
8599	47	8597	^^^ mn-,^^^ nem-	0				820b	3	2010-08-15	1900-01-01	vagrant		<i><b>c</b></i> ⲙⲛ-, <i><b>c</b></i> ⲛⲉⲙ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲙⲛ-</span><span class=""spelling-comma"">, </span><span class=""spelling""><i><b>c</b></i> ⲛⲉⲙ-</span></span>"	ⲙⲛ-, ⲛⲉⲙ-	"<span class=""word""><span class=""spelling"">ⲙⲛ-</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲛⲉⲙ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=820b	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	1
8600	47	8597	^^^ n-	0	(dat) | (dat commodi)	(dat) | (dat commodi)		820b	4	2010-08-15	2010-08-15	vagrant	vagrant	<i><b>c</b></i> ⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲛ-</span></span>"	ⲛ-	"<span class=""word""><span class=""spelling"">ⲛ-</span> <span class=""type"">(c)</span></span>"	-		"<i>dat</i>
<i>dat commodi</i>"	"<i>dat</i>
<i>dat commodi</i>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=820b	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	1
8601	47	8597	(S,F) ^^^ nsa-	0	against (/*of misdeeds*/)	against (/*of misdeeds*/)		820b	5	2010-08-15	1900-01-01	vagrant		(S, F) <i><b>c</b></i> ⲛⲥⲁ-	"<span class=""word S F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S F""><i><b>c</b></i> ⲛⲥⲁ-</span></span>"	ⲛⲥⲁ-	"<span class=""word S F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S F"">ⲛⲥⲁ-</span> <span class=""type S F"">(c)</span></span>"	-		against <i>(of misdeeds)</i>	against <i>(of misdeeds)</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=820b	ⲛⲥⲁ- (c)						ⲛⲥⲁ- (c)				1
8602	47	8597	(B) ^^^ Ka-	0	(sim)	(sim)		820b	6	2010-08-15	1900-01-01	vagrant		(B) <i><b>c</b></i> ϧⲁ-	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B""><i><b>c</b></i> ϧⲁ-</span></span>"	ϧⲁ-	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ϧⲁ-</span> <span class=""type B"">(c)</span></span>"	-		<i>sim</i>	<i>sim</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=820b						ϧⲁ- (c)					1
