key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
1421	939	0	(S,B) r tep.,r tef.	0	pass winter /$gk: [[paraxeimazein]]$/	pass winter /$gk: [[paraxeimazein]]$/	paraxeimazein	268a	1	2010-02-09	2010-02-09	vagrant	vagrant	https://pishoyg.github.io/crum/1421.html	(S, B) ⲣ ⲧⲉⲡ., ⲣ ⲧⲉⲫ.	(S, B) ⲣ ⲧⲉⲡ., ⲣ ⲧⲉⲫ.	(S, B) ⲣ ⲧⲉⲡ., ⲣ ⲧⲉⲫ.	(S, B) ⲣ ⲧⲉⲡ., ⲣ ⲧⲉⲫ.	ⲣ ⲧⲉⲡ., ⲣ ⲧⲉⲫ.	(S, B) ⲣ ⲧⲉⲡ., ⲣ ⲧⲉⲫ.	-	παραχειμαζειν	pass winter [παραχειμαζειν]	pass winter [παραχειμαζειν]	pass winter	"pass winter <span style=""opacity:0.7"">[παραχειμαζειν]</span>"	"pass winter <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CE%B1%CF%81%CE%B1%CF%87%CE%B5%CE%B9%CE%BC%CE%B1%CE%B6%CE%B5%CE%B9%CE%BD"">παραχειμαζειν</a>]</span>"	pass winter	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=268a	268	a	ⲣ ⲧⲉⲡ., ⲣ ⲧⲉⲫ.	ⲣ ⲧⲉⲡ.									ⲣ ⲧⲉⲡ., ⲣ ⲧⲉⲫ.	ⲣ ⲧⲉⲡ.									0
2975	940	0	(S) H$^e^$ nS. (B) Hh nS.	1	spring /$gk: [[ear]]$/	spring /$gk: [[ear]]$/	ear	564b	1	2010-03-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/2975.html	"(S) ϩ(ⲉ) ⲛϣ.
(B) ϩⲏ ⲛϣ."	"(S) ϩ(ⲉ) ⲛϣ.
(B) ϩⲏ ⲛϣ."	"(S) ϩ(ⲉ) ⲛϣ.
(B) ϩⲏ ⲛϣ."	"(S) ϩ(ⲉ) ⲛϣ.
(B) ϩⲏ ⲛϣ."	ϩ ⲛϣ., ϩⲉ ⲛϣ., ϩⲏ ⲛϣ.	"(S) ϩ ⲛϣ., ϩⲉ ⲛϣ. (ⲡ)
(B) ϩⲏ ⲛϣ. (ⲡ)"	noun male	εαρ	spring [εαρ]	spring [εαρ]	spring	"spring <span style=""opacity:0.7"">[εαρ]</span>"	"spring <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%B1%CF%81"">εαρ</a>]</span>"	spring	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=564b	564	b	ϩ ⲛϣ., ϩⲉ ⲛϣ. (ⲡ)	ϩ ⲛϣ.									ϩⲏ ⲛϣ. (ⲡ)	ϩⲏ ⲛϣ.									0
2976	940	0	(S,A,F) Swm	1	tribute, tax /$gk: [[foros]]$/	tribute, tax /$gk: [[foros]]$/	foros	564b	2	2010-03-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/2976.html	(S, A, F) ϣⲱⲙ	(S, A, F) ϣⲱⲙ	(S, A, F) ϣⲱⲙ	(S, A, F) ϣⲱⲙ	ϣⲱⲙ	(S, A, F) ϣⲱⲙ (ⲡ)	noun male	φοροσ	tribute, tax [φοροσ]	tribute, tax [φοροσ]	tribute, tax	"tribute, tax <span style=""opacity:0.7"">[φοροσ]</span>"	"tribute, tax <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%86%CE%BF%CF%81%CE%BF%CF%83"">φοροσ</a>]</span>"	tribute, tax	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=564b	564	b	ϣⲱⲙ (ⲡ)	ϣⲱⲙ					ϣⲱⲙ (ⲡ)	ϣⲱⲙ					ϣⲱⲙ (ⲡ)	ϣⲱⲙ							0
2977	940	2976	T S.	0	pay tribute	pay tribute		564b	3	2010-03-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/2977.html	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	-		pay tribute	pay tribute	pay tribute	pay tribute	pay tribute	pay tribute	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=564b	564	b	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	1
2978	940	2976	Ji S.	0	take tribute	take tribute		564b	4	2010-03-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/2978.html	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	-		take tribute	take tribute	take tribute	take tribute	take tribute	take tribute	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=564b	564	b	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	ϫⲓ ϣ.	1
5573	941	0		99	tr :	tr :		133a	1	2010-06-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/5573.html							HEADER		tr :	tr :	tr :	tr :	tr :	tr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=133a	133	a																					0
5574	941	5573	k. ebol	0				133a	2	2010-06-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/5574.html	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=133a	133	a	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	ⲕ. ⲉⲃⲟⲗ	1
632	941	0	(B) kaHs	4	custom /$gk: [[eqos]]$/	custom /$gk: [[eqos]]$/	eqos	133a	3	2010-02-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/632.html	(B) ⲕⲁϩⲥ	(B) ⲕⲁϩⲥ	(B) ⲕⲁϩⲥ	(B) ⲕⲁϩⲥ	ⲕⲁϩⲥ	(B) ⲕⲁϩⲥ (ⲧ)	noun female	εθοσ	custom [εθοσ]	custom [εθοσ]	custom	"custom <span style=""opacity:0.7"">[εθοσ]</span>"	"custom <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%B8%CE%BF%CF%83"">εθοσ</a>]</span>"	custom	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=133a	133	a											ⲕⲁϩⲥ (ⲧ)	ⲕⲁϩⲥ									0
5575	941	632	er k.	0	become custom	become custom		133a	4	2010-06-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/5575.html	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	-		become custom	become custom	become custom	become custom	become custom	become custom	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=133a	133	a	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	ⲉⲣ ⲕ.	1
633	941	0	(S,A,B,F) kaHkH (S) keHkeH- (Sf) keHkwH= (S) keHkwH+ (A) kaHkaHt+ (B) xeHxoHt+	2	{tr:} |$ hew out, smooth /$gk: [[lajeuein, latomein]]$/ |$ make smooth, cause to heal up, (of wound) | (also intr)	{tr:} |$ hew out, smooth /$gk: [[lajeuein, latomein]]$/ |$ make smooth, cause to heal up, (of wound) | (also intr)	lajeuein, latomein	133a	5	2010-02-01	2012-08-02	vagrant	vagrant	https://pishoyg.github.io/crum/633.html	"(S, A, B, F) ⲕⲁϩⲕϩ
(S) ⲕⲉϩⲕⲉϩ-
(Sf) ⲕⲉϩⲕⲱϩ=
(S) ⲕⲉϩⲕⲱϩ+
(A) ⲕⲁϩⲕⲁϩⲧ+
(B) ⲭⲉϩⲭⲟϩⲧ+"	"(S, A, B, F) ⲕⲁϩⲕϩ
(S) ⲕⲉϩⲕⲉϩ-
(Sf) ⲕⲉϩⲕⲱϩ=
(S) ⲕⲉϩⲕⲱϩ+
(A) ⲕⲁϩⲕⲁϩⲧ+
(B) ⲭⲉϩⲭⲟϩⲧ+"	"(S, A, B, F) ⲕⲁϩⲕϩ
(S) ⲕⲉϩⲕⲉϩ-
(Sf) ⲕⲉϩⲕⲱϩ=
(S) ⲕⲉϩⲕⲱϩ+
(A) ⲕⲁϩⲕⲁϩⲧ+
(B) ⲭⲉϩⲭⲟϩⲧ+"	"(S, A, B, F) ⲕⲁϩⲕϩ
(S) ⲕⲉϩⲕⲉϩ-
(Sf) ⲕⲉϩⲕⲱϩ=
(S) ⲕⲉϩⲕⲱϩ+
(A) ⲕⲁϩⲕⲁϩⲧ+
(B) ⲭⲉϩⲭⲟϩⲧ+"	ⲕⲁϩⲕϩ, ⲕⲉϩⲕⲉϩ-, ⲕⲉϩⲕⲱϩ=, ⲕⲉϩⲕⲱϩ+, ⲕⲁϩⲕⲁϩⲧ+, ⲭⲉϩⲭⲟϩⲧ+	"(S, A, B, F) ⲕⲁϩⲕϩ
(S) ⲕⲉϩⲕⲉϩ-
(Sf) ⲕⲉϩⲕⲱϩ=
(S) ⲕⲉϩⲕⲱϩ+
(A) ⲕⲁϩⲕⲁϩⲧ+
(B) ⲭⲉϩⲭⲟϩⲧ+"	verb	λαξευειν, λατομειν	"<b>tr:</b>
― hew out, smooth [λαξευειν, λατομειν]
― make smooth, cause to heal up, <i>of wound</i>
<i>also intr</i>"	"tr:
― hew out, smooth [λαξευειν, λατομειν]
― make smooth, cause to heal up, of wound
also intr"	"<b>tr:</b>
― hew out, smooth 
― make smooth, cause to heal up, <i>of wound</i>
<i>also intr</i>"	"<b>tr:</b>
― hew out, smooth <span style=""opacity:0.7"">[λαξευειν, λατομειν]</span>
― make smooth, cause to heal up, <i>of wound</i>
<i>also intr</i>"	"<b>tr:</b>
― hew out, smooth <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BB%CE%B1%CE%BE%CE%B5%CF%85%CE%B5%CE%B9%CE%BD"">λαξευειν</a>, <a href=""https://logeion.uchicago.edu/%CE%BB%CE%B1%CF%84%CE%BF%CE%BC%CE%B5%CE%B9%CE%BD"">λατομειν</a>]</span>
― make smooth, cause to heal up, <i>of wound</i>
<i>also intr</i>"	"tr:
― hew out, smooth 
― make smooth, cause to heal up, of wound
also intr"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=133a	133	a	"ⲕⲁϩⲕϩ
ⲕⲉϩⲕⲉϩ-
ⲕⲉϩⲕⲱϩ+"	ⲕⲁϩⲕϩ			ⲕⲉϩⲕⲱϩ=	ⲕⲉϩⲕⲱϩ=	"ⲕⲁϩⲕϩ
ⲕⲁϩⲕⲁϩⲧ+"	ⲕⲁϩⲕϩ			"ⲕⲁϩⲕϩ
ⲭⲉϩⲭⲟϩⲧ+"	ⲕⲁϩⲕϩ	ⲕⲁϩⲕϩ	ⲕⲁϩⲕϩ							0
634	941	633	(S) reFkHkH-	0	hewer of stone	hewer of stone		133a	6	2010-02-01	2010-02-01	vagrant	vagrant	https://pishoyg.github.io/crum/634.html	(S) ⲣⲉϥⲕϩⲕϩ-	(S) ⲣⲉϥⲕϩⲕϩ-	(S) ⲣⲉϥⲕϩⲕϩ-	(S) ⲣⲉϥⲕϩⲕϩ-	ⲣⲉϥⲕϩⲕϩ-	(S) ⲣⲉϥⲕϩⲕϩ-	-		hewer of stone	hewer of stone	hewer of stone	hewer of stone	hewer of stone	hewer of stone	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=133a	133	a	ⲣⲉϥⲕϩⲕϩ-	ⲣⲉϥⲕϩⲕϩ-																			1
635	941	0	(S) kaHk,keHk- (B) kaHke-,keHke-	2	{tr:} (meaning same) /$gk: [[lajeuein, latomein]]$/ | {intr:} be healed /$gk: [[ugiazein]]$/	{tr:} (meaning same) /$gk: [[lajeuein, latomein]]$/ | {intr:} be healed /$gk: [[ugiazein]]$/	lajeuein, latomein, ugiazein	133a	7	2010-02-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/635.html	"(S) ⲕⲁϩⲕ, ⲕⲉϩⲕ-
(B) ⲕⲁϩⲕⲉ-, ⲕⲉϩⲕⲉ-"	"(S) ⲕⲁϩⲕ, ⲕⲉϩⲕ-
(B) ⲕⲁϩⲕⲉ-, ⲕⲉϩⲕⲉ-"	"(S) ⲕⲁϩⲕ, ⲕⲉϩⲕ-
(B) ⲕⲁϩⲕⲉ-, ⲕⲉϩⲕⲉ-"	"(S) ⲕⲁϩⲕ, ⲕⲉϩⲕ-
(B) ⲕⲁϩⲕⲉ-, ⲕⲉϩⲕⲉ-"	ⲕⲁϩⲕ, ⲕⲉϩⲕ-, ⲕⲁϩⲕⲉ-, ⲕⲉϩⲕⲉ-	"(S) ⲕⲁϩⲕ, ⲕⲉϩⲕ-
(B) ⲕⲁϩⲕⲉ-, ⲕⲉϩⲕⲉ-"	verb	λαξευειν, λατομειν, υγιαζειν	"<b>tr:</b> <i>meaning same</i> [λαξευειν, λατομειν]
<b>intr:</b> be healed [υγιαζειν]"	"tr: meaning same [λαξευειν, λατομειν]
intr: be healed [υγιαζειν]"	"<b>tr:</b> <i>meaning same</i> 
<b>intr:</b> be healed"	"<b>tr:</b> <i>meaning same</i> <span style=""opacity:0.7"">[λαξευειν, λατομειν]</span>
<b>intr:</b> be healed <span style=""opacity:0.7"">[υγιαζειν]</span>"	"<b>tr:</b> <i>meaning same</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BB%CE%B1%CE%BE%CE%B5%CF%85%CE%B5%CE%B9%CE%BD"">λαξευειν</a>, <a href=""https://logeion.uchicago.edu/%CE%BB%CE%B1%CF%84%CE%BF%CE%BC%CE%B5%CE%B9%CE%BD"">λατομειν</a>]</span>
<b>intr:</b> be healed <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%85%CE%B3%CE%B9%CE%B1%CE%B6%CE%B5%CE%B9%CE%BD"">υγιαζειν</a>]</span>"	"tr: meaning same 
intr: be healed"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=133a	133	a	ⲕⲁϩⲕ, ⲕⲉϩⲕ-	ⲕⲁϩⲕ									ⲕⲁϩⲕⲉ-, ⲕⲉϩⲕⲉ-	ⲕⲁϩⲕⲉ-									0
636	941	635	(S) reFkeHk-	0	 /$gk: [[liqourgos]]$/	 /$gk: [[liqourgos]]$/	liqourgos	133a	8	2010-02-01	2010-02-01	vagrant	vagrant	https://pishoyg.github.io/crum/636.html	(S) ⲣⲉϥⲕⲉϩⲕ-	(S) ⲣⲉϥⲕⲉϩⲕ-	(S) ⲣⲉϥⲕⲉϩⲕ-	(S) ⲣⲉϥⲕⲉϩⲕ-	ⲣⲉϥⲕⲉϩⲕ-	(S) ⲣⲉϥⲕⲉϩⲕ-	-	λιθουργοσ	[λιθουργοσ]	[λιθουργοσ]		"<span style=""opacity:0.7"">[λιθουργοσ]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BB%CE%B9%CE%B8%CE%BF%CF%85%CF%81%CE%B3%CE%BF%CF%83"">λιθουργοσ</a>]</span>"		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=133a	133	a	ⲣⲉϥⲕⲉϩⲕ-	ⲣⲉϥⲕⲉϩⲕ-																			1
