key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
2269	364	0	ebol t.,ebol q.	0	whence? /$gk: [[poqen;]]$/	whence? /$gk: [[poqen;]]$/	poqen;	417b	3	2010-02-22	1900-01-01	vagrant		ⲉⲃⲟⲗ ⲧ., ⲉⲃⲟⲗ ⲑ.	"<span class=""word""><span class=""spelling"">ⲉⲃⲟⲗ ⲧ.</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲉⲃⲟⲗ ⲑ.</span></span>"	ⲉⲃⲟⲗ ⲧ., ⲉⲃⲟⲗ ⲑ.	"<span class=""word""><span class=""spelling"">ⲉⲃⲟⲗ ⲧ.</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲉⲃⲟⲗ ⲑ.</span></span>"	-	ποθεν;	whence? [ποθεν;]	whence?	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=417b	ⲉⲃⲟⲗ ⲧ., ⲉⲃⲟⲗ ⲑ.	ⲉⲃⲟⲗ ⲧ., ⲉⲃⲟⲗ ⲑ.	ⲉⲃⲟⲗ ⲧ., ⲉⲃⲟⲗ ⲑ.	ⲉⲃⲟⲗ ⲧ., ⲉⲃⲟⲗ ⲑ.	ⲉⲃⲟⲗ ⲧ., ⲉⲃⲟⲗ ⲑ.	ⲉⲃⲟⲗ ⲧ., ⲉⲃⲟⲗ ⲑ.	ⲉⲃⲟⲗ ⲧ., ⲉⲃⲟⲗ ⲑ.	ⲉⲃⲟⲗ ⲧ., ⲉⲃⲟⲗ ⲑ.	ⲉⲃⲟⲗ ⲧ., ⲉⲃⲟⲗ ⲑ.	ⲉⲃⲟⲗ ⲧ., ⲉⲃⲟⲗ ⲑ.	0
2270	364	0	(S) Sat.	0	whither?	whither?		418a	4	2010-02-22	1900-01-01	vagrant		(S) ϣⲁⲧ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϣⲁⲧ.</span></span>"	ϣⲁⲧ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϣⲁⲧ.</span></span>"	-		whither?	whither?	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=418a	ϣⲁⲧ.										0
2271	364	0	(S) Hnt.	0	where?	where?		418a	5	2010-02-22	1900-01-01	vagrant		(S) ϩⲛⲧ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϩⲛⲧ.</span></span>"	ϩⲛⲧ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϩⲛⲧ.</span></span>"	-		where?	where?	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=418a	ϩⲛⲧ.										0
2272	364	0	(S) Jint.	0	from whence?	from whence?		418a	6	2010-02-22	1900-01-01	vagrant		(S) ϫⲓⲛⲧ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲓⲛⲧ.</span></span>"	ϫⲓⲛⲧ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲓⲛⲧ.</span></span>"	-		from whence?	from whence?	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=418a	ϫⲓⲛⲧ.										0
2273	364	0	pat.,faq.	0	one from whence?	one from whence?		418a	7	2010-02-22	1900-01-01	vagrant		ⲡⲁⲧ., ⲫⲁⲑ.	"<span class=""word""><span class=""spelling"">ⲡⲁⲧ.</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲫⲁⲑ.</span></span>"	ⲡⲁⲧ., ⲫⲁⲑ.	"<span class=""word""><span class=""spelling"">ⲡⲁⲧ.</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲫⲁⲑ.</span></span>"	-		one from whence?	one from whence?	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=418a	ⲡⲁⲧ., ⲫⲁⲑ.	ⲡⲁⲧ., ⲫⲁⲑ.	ⲡⲁⲧ., ⲫⲁⲑ.	ⲡⲁⲧ., ⲫⲁⲑ.	ⲡⲁⲧ., ⲫⲁⲑ.	ⲡⲁⲧ., ⲫⲁⲑ.	ⲡⲁⲧ., ⲫⲁⲑ.	ⲡⲁⲧ., ⲫⲁⲑ.	ⲡⲁⲧ., ⲫⲁⲑ.	ⲡⲁⲧ., ⲫⲁⲑ.	0
2274	364	0	pmnt.,rmnq.,rmt.,rmq.	0	(as last)	(as last)		418a	8	2010-02-22	1900-01-01	vagrant		ⲡⲙⲛⲧ., ⲣⲙⲛⲑ., ⲣⲙⲧ., ⲣⲙⲑ.	"<span class=""word""><span class=""spelling"">ⲡⲙⲛⲧ.</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲣⲙⲛⲑ.</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲣⲙⲧ.</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲣⲙⲑ.</span></span>"	ⲡⲙⲛⲧ., ⲣⲙⲛⲑ., ⲣⲙⲧ., ⲣⲙⲑ.	"<span class=""word""><span class=""spelling"">ⲡⲙⲛⲧ.</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲣⲙⲛⲑ.</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲣⲙⲧ.</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲣⲙⲑ.</span></span>"	-		<i>as last</i>	<i>as last</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=418a	ⲡⲙⲛⲧ., ⲣⲙⲛⲑ., ⲣⲙⲧ., ⲣⲙⲑ.	ⲡⲙⲛⲧ., ⲣⲙⲛⲑ., ⲣⲙⲧ., ⲣⲙⲑ.	ⲡⲙⲛⲧ., ⲣⲙⲛⲑ., ⲣⲙⲧ., ⲣⲙⲑ.	ⲡⲙⲛⲧ., ⲣⲙⲛⲑ., ⲣⲙⲧ., ⲣⲙⲑ.	ⲡⲙⲛⲧ., ⲣⲙⲛⲑ., ⲣⲙⲧ., ⲣⲙⲑ.	ⲡⲙⲛⲧ., ⲣⲙⲛⲑ., ⲣⲙⲧ., ⲣⲙⲑ.	ⲡⲙⲛⲧ., ⲣⲙⲛⲑ., ⲣⲙⲧ., ⲣⲙⲑ.	ⲡⲙⲛⲧ., ⲣⲙⲛⲑ., ⲣⲙⲧ., ⲣⲙⲑ.	ⲡⲙⲛⲧ., ⲣⲙⲛⲑ., ⲣⲙⲧ., ⲣⲙⲑ.	ⲡⲙⲛⲧ., ⲣⲙⲛⲑ., ⲣⲙⲧ., ⲣⲙⲑ.	0
284	366	0	etbeJe-,eqbeJe-	16	because /$gk: [[dioti, oti]]$/	because /$gk: [[dioti, oti]]$/	dioti, oti	61b	1	2010-01-26	2010-09-02	vagrant	vagrant	ⲉⲧⲃⲉϫⲉ-, ⲉⲑⲃⲉϫⲉ-	"<span class=""word""><span class=""spelling"">ⲉⲧⲃⲉϫⲉ-</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲉⲑⲃⲉϫⲉ-</span></span>"	ⲉⲧⲃⲉϫⲉ-, ⲉⲑⲃⲉϫⲉ-	"<span class=""word""><span class=""spelling"">ⲉⲧⲃⲉϫⲉ-</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲉⲑⲃⲉϫⲉ-</span> <span class=""type"">(conj.)</span></span>"	conjunction	διοτι, οτι	because [διοτι, οτι]	because	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=61b	ⲉⲧⲃⲉϫⲉ-, ⲉⲑⲃⲉϫⲉ- (conj.)	ⲉⲧⲃⲉϫⲉ-, ⲉⲑⲃⲉϫⲉ- (conj.)	ⲉⲧⲃⲉϫⲉ-, ⲉⲑⲃⲉϫⲉ- (conj.)	ⲉⲧⲃⲉϫⲉ-, ⲉⲑⲃⲉϫⲉ- (conj.)	ⲉⲧⲃⲉϫⲉ-, ⲉⲑⲃⲉϫⲉ- (conj.)	ⲉⲧⲃⲉϫⲉ-, ⲉⲑⲃⲉϫⲉ- (conj.)	ⲉⲧⲃⲉϫⲉ-, ⲉⲑⲃⲉϫⲉ- (conj.)	ⲉⲧⲃⲉϫⲉ-, ⲉⲑⲃⲉϫⲉ- (conj.)	ⲉⲧⲃⲉϫⲉ-, ⲉⲑⲃⲉϫⲉ- (conj.)	ⲉⲧⲃⲉϫⲉ-, ⲉⲑⲃⲉϫⲉ- (conj.)	0
285	366	0	(S) etbepai (A,F) etbepei (B) etbefai	16	wherefore /$gk: [[dia touto, dio, oqen]]$/	wherefore /$gk: [[dia touto, dio, oqen]]$/	dia touto, dio, oqen	61b	2	2010-01-26	1900-01-01	vagrant		"(S) ⲉⲧⲃⲉⲡⲁⲓ
(A, F) ⲉⲧⲃⲉⲡⲉⲓ
(B) ⲉⲧⲃⲉⲫⲁⲓ"	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲉⲧⲃⲉⲡⲁⲓ</span></span>
<span class=""word A F""><span class=""dialect-parenthesis"">(</span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling A F"">ⲉⲧⲃⲉⲡⲉⲓ</span></span>
<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲉⲧⲃⲉⲫⲁⲓ</span></span>"	ⲉⲧⲃⲉⲡⲁⲓ, ⲉⲧⲃⲉⲡⲉⲓ, ⲉⲧⲃⲉⲫⲁⲓ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲉⲧⲃⲉⲡⲁⲓ</span> <span class=""type S"">(conj.)</span></span>
<span class=""word A F""><span class=""dialect-parenthesis"">(</span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling A F"">ⲉⲧⲃⲉⲡⲉⲓ</span> <span class=""type A F"">(conj.)</span></span>
<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲉⲧⲃⲉⲫⲁⲓ</span> <span class=""type B"">(conj.)</span></span>"	conjunction	δια τουτο, διο, οθεν	wherefore [δια τουτο, διο, οθεν]	wherefore	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=61b	ⲉⲧⲃⲉⲡⲁⲓ (conj.)			ⲉⲧⲃⲉⲡⲉⲓ (conj.)		ⲉⲧⲃⲉⲫⲁⲓ (conj.)	ⲉⲧⲃⲉⲡⲉⲓ (conj.)				0
8935	367	0	(F) minqH.	0	servitude /$gk: [[douleia]]$/	servitude /$gk: [[douleia]]$/	douleia	665a	1	2012-09-26	1900-01-01	vagrant		(F) ⲙⲓⲛⲑϩ.	"<span class=""word F""><span class=""dialect-parenthesis"">(</span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling F"">ⲙⲓⲛⲑϩ.</span></span>"	ⲙⲓⲛⲑϩ.	"<span class=""word F""><span class=""dialect-parenthesis"">(</span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling F"">ⲙⲓⲛⲑϩ.</span></span>"	-	δουλεια	servitude [δουλεια]	servitude	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=665a							ⲙⲓⲛⲑϩ.				0
8936	367	0	r H.	0				665a	2	2012-09-26	1900-01-01	vagrant		ⲣ ϩ.	"<span class=""word""><span class=""spelling"">ⲣ ϩ.</span></span>"	ⲣ ϩ.	"<span class=""word""><span class=""spelling"">ⲣ ϩ.</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=665a	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ.	0
3383	367	0	(S) HmHal (Sf) HemHal (A) QmQel,QnQ$^e^$l (S,sA,F) HmHel (S,B) mHal (F) HemHel	22	servant, slave /$gk: [[doulos, pais]]$/	servant, slave /$gk: [[doulos, pais]]$/	doulos, pais	665a	3	2010-03-22	1900-01-01	vagrant		"(S) ϩⲙϩⲁⲗ
(Sf) ϩⲉⲙϩⲁⲗ
(A) ⳉⲙⳉⲉⲗ, ⳉⲛⳉ(ⲉ)ⲗ
(S, sA, F) ϩⲙϩⲉⲗ
(S, B) ⲙϩⲁⲗ
(F) ϩⲉⲙϩⲉⲗ"	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϩⲙϩⲁⲗ</span></span>
<span class=""word Sf""><span class=""dialect-parenthesis"">(</span><span class=""dialect Sf"">Sf</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling Sf"">ϩⲉⲙϩⲁⲗ</span></span>
<span class=""word A""><span class=""dialect-parenthesis"">(</span><span class=""dialect A"">A</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling A"">ⳉⲙⳉⲉⲗ</span><span class=""spelling-comma"">, </span><span class=""spelling A"">ⳉⲛⳉ(ⲉ)ⲗ</span></span>
<span class=""word S sA F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect sA"">sA</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S sA F"">ϩⲙϩⲉⲗ</span></span>
<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ⲙϩⲁⲗ</span></span>
<span class=""word F""><span class=""dialect-parenthesis"">(</span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling F"">ϩⲉⲙϩⲉⲗ</span></span>"	ϩⲙϩⲁⲗ, ϩⲉⲙϩⲁⲗ, ⳉⲙⳉⲉⲗ, ⳉⲛⳉⲗ, ⳉⲛⳉⲉⲗ, ϩⲙϩⲉⲗ, ⲙϩⲁⲗ, ϩⲉⲙϩⲉⲗ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϩⲙϩⲁⲗ</span> <span class=""type S"">(ⲡ/ⲧ)</span></span>
<span class=""word Sf""><span class=""dialect-parenthesis"">(</span><span class=""dialect Sf"">Sf</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling Sf"">ϩⲉⲙϩⲁⲗ</span> <span class=""type Sf"">(ⲡ/ⲧ)</span></span>
<span class=""word A""><span class=""dialect-parenthesis"">(</span><span class=""dialect A"">A</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling A"">ⳉⲙⳉⲉⲗ</span><span class=""spelling-comma"">, </span><span class=""spelling A"">ⳉⲛⳉⲗ</span><span class=""spelling-comma"">, </span><span class=""spelling A"">ⳉⲛⳉⲉⲗ</span> <span class=""type A"">(ⲡ/ⲧ)</span></span>
<span class=""word S sA F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect sA"">sA</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S sA F"">ϩⲙϩⲉⲗ</span> <span class=""type S sA F"">(ⲡ/ⲧ)</span></span>
<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ⲙϩⲁⲗ</span> <span class=""type S B"">(ⲡ/ⲧ)</span></span>
<span class=""word F""><span class=""dialect-parenthesis"">(</span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling F"">ϩⲉⲙϩⲉⲗ</span> <span class=""type F"">(ⲡ/ⲧ)</span></span>"	noun male/female	δουλοσ, παισ	servant, slave [δουλοσ, παισ]	servant, slave	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=665a	"ϩⲙϩⲁⲗ (ⲡ/ⲧ)
ϩⲙϩⲉⲗ (ⲡ/ⲧ)
ⲙϩⲁⲗ (ⲡ/ⲧ)"		ϩⲉⲙϩⲁⲗ (ⲡ/ⲧ)	ⳉⲙⳉⲉⲗ, ⳉⲛⳉⲗ, ⳉⲛⳉⲉⲗ (ⲡ/ⲧ)	ϩⲙϩⲉⲗ (ⲡ/ⲧ)	ⲙϩⲁⲗ (ⲡ/ⲧ)	"ϩⲙϩⲉⲗ (ⲡ/ⲧ)
ϩⲉⲙϩⲉⲗ (ⲡ/ⲧ)"				0
