key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
769	740	768	(S,A) mntn. m.	4	stiff-neckedness /$gk: [[auqadeia]]$/	stiff-neckedness /$gk: [[auqadeia]]$/	auqadeia	163a	2	2010-02-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/769.html	(S, A) ⲙⲛⲧⲛ. ⲙ.	"<span class=""word S A""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect A"">A</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S A"">ⲙⲛⲧⲛ. ⲙ.</span></span>"	ⲙⲛⲧⲛ. ⲙ.	"<span class=""word S A""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect A"">A</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S A"">ⲙⲛⲧⲛ. ⲙ.</span> <span class=""type S A"">(ⲧ)</span></span>"	noun female	αυθαδεια	stiff-neckedness [αυθαδεια]	stiff-neckedness	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=163a	ⲙⲛⲧⲛ. ⲙ. (ⲧ)			ⲙⲛⲧⲛ. ⲙ. (ⲧ)							1
8347	741	0		99	With following preposition or adverb:	With following preposition or adverb:		774a	1	2010-08-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/8347.html					HEADER		With following preposition or adverb:	With following preposition or adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=774a											0
8348	741	8347	^^^ e-	0	(dat commodi)	(dat commodi)		774a	2	2010-08-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/8348.html	<i><b>c</b></i> ⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉ-</span></span>"	ⲉ-	"<span class=""word""><span class=""spelling"">ⲉ-</span> <span class=""type"">(c)</span></span>"	-		<i>dat commodi</i>	<i>dat commodi</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=774a	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	1
8349	741	8347	^^^ ntn-	0				774a	3	2010-08-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/8349.html	<i><b>c</b></i> ⲛⲧⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲛⲧⲛ-</span></span>"	ⲛⲧⲛ-	"<span class=""word""><span class=""spelling"">ⲛⲧⲛ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=774a	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	1
8350	741	8347	^^^ HiJen-	0				774a	4	2010-08-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/8350.html	<i><b>c</b></i> ϩⲓϫⲉⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ϩⲓϫⲉⲛ-</span></span>"	ϩⲓϫⲉⲛ-	"<span class=""word""><span class=""spelling"">ϩⲓϫⲉⲛ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=774a	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	1
3857	741	0	atJ.,atG.	0	unquenchable /$gk: [[asbestos]]$/	unquenchable /$gk: [[asbestos]]$/	asbestos	774a	5	2010-03-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/3857.html	ⲁⲧϫ., ⲁⲧϭ.	"<span class=""word""><span class=""spelling"">ⲁⲧϫ.</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲁⲧϭ.</span></span>"	ⲁⲧϫ., ⲁⲧϭ.	"<span class=""word""><span class=""spelling"">ⲁⲧϫ.</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲁⲧϭ.</span></span>"	-	ασβεστοσ	unquenchable [ασβεστοσ]	unquenchable	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=774a	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ., ⲁⲧϭ.	0
3858	741	0	o pJne	0				774a	6	2010-03-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/3858.html	ⲟ ⲡϫⲛⲉ	"<span class=""word""><span class=""spelling"">ⲟ ⲡϫⲛⲉ</span></span>"	ⲟ ⲡϫⲛⲉ	"<span class=""word""><span class=""spelling"">ⲟ ⲡϫⲛⲉ</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=774a	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	0
3999	742	0	(S,B) Gme (S,Sf,B) Gmh (F) Gimh (S,A,sA) *Gmhu (S) *Gmhou,Gmeeu (Sf) *Gmauei	1	gardener, vinedresser /$gk: [[ampelourgos, khpouros]]$/	gardener, vinedresser /$gk: [[ampelourgos, khpouros]]$/	ampelourgos, khpouros	817b	1	2010-03-31	2010-03-31	vagrant	vagrant	https://pishoyg.github.io/crum/3999.html	"(S, B) ϭⲙⲉ
(S, Sf, B) ϭⲙⲏ
(F) ϭⲓⲙⲏ
(S, A, sA) <i>plural: </i>ϭⲙⲏⲩ
(S) <i>plural: </i>ϭⲙⲏⲟⲩ, ϭⲙⲉⲉⲩ
(Sf) <i>plural: </i>ϭⲙⲁⲩⲉⲓ"	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ϭⲙⲉ</span></span>
<span class=""word S Sf B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect Sf"">Sf</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S Sf B"">ϭⲙⲏ</span></span>
<span class=""word F""><span class=""dialect-parenthesis"">(</span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling F"">ϭⲓⲙⲏ</span></span>
<span class=""word S A sA""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect sA"">sA</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S A sA""><i>plural: </i>ϭⲙⲏⲩ</span></span>
<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S""><i>plural: </i>ϭⲙⲏⲟⲩ</span><span class=""spelling-comma"">, </span><span class=""spelling S"">ϭⲙⲉⲉⲩ</span></span>
<span class=""word Sf""><span class=""dialect-parenthesis"">(</span><span class=""dialect Sf"">Sf</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling Sf""><i>plural: </i>ϭⲙⲁⲩⲉⲓ</span></span>"	ϭⲙⲉ, ϭⲙⲏ, ϭⲓⲙⲏ, ϭⲙⲏⲩ, ϭⲙⲏⲟⲩ, ϭⲙⲉⲉⲩ, ϭⲙⲁⲩⲉⲓ	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ϭⲙⲉ</span> <span class=""type S B"">(ⲡ)</span></span>
<span class=""word S Sf B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect Sf"">Sf</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S Sf B"">ϭⲙⲏ</span> <span class=""type S Sf B"">(ⲡ)</span></span>
<span class=""word F""><span class=""dialect-parenthesis"">(</span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling F"">ϭⲓⲙⲏ</span> <span class=""type F"">(ⲡ)</span></span>
<span class=""word S A sA""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect sA"">sA</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S A sA"">ϭⲙⲏⲩ</span> <span class=""type S A sA"">(ⲛ)</span></span>
<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϭⲙⲏⲟⲩ</span><span class=""spelling-comma"">, </span><span class=""spelling S"">ϭⲙⲉⲉⲩ</span> <span class=""type S"">(ⲛ)</span></span>
<span class=""word Sf""><span class=""dialect-parenthesis"">(</span><span class=""dialect Sf"">Sf</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling Sf"">ϭⲙⲁⲩⲉⲓ</span> <span class=""type Sf"">(ⲛ)</span></span>"	noun male	αμπελουργοσ, κηπουροσ	gardener, vinedresser [αμπελουργοσ, κηπουροσ]	gardener, vinedresser	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=817b	"ϭⲙⲉ (ⲡ)
ϭⲙⲏ (ⲡ)
ϭⲙⲏⲩ (ⲛ)
ϭⲙⲏⲟⲩ, ϭⲙⲉⲉⲩ (ⲛ)"		"ϭⲙⲏ (ⲡ)
ϭⲙⲁⲩⲉⲓ (ⲛ)"	ϭⲙⲏⲩ (ⲛ)	ϭⲙⲏⲩ (ⲛ)	"ϭⲙⲉ (ⲡ)
ϭⲙⲏ (ⲡ)"	ϭⲓⲙⲏ (ⲡ)				0
4000	742	3999	(S) atG.	0	untilled	untilled		818a	2	2010-03-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/4000.html	(S) ⲁⲧϭ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲁⲧϭ.</span></span>"	ⲁⲧϭ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲁⲧϭ.</span></span>"	-		untilled	untilled	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=818a	ⲁⲧϭ.										1
4001	742	3999	mntG.	0	vinedressing	vinedressing		818a	3	2010-03-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/4001.html	ⲙⲛⲧϭ.	"<span class=""word""><span class=""spelling"">ⲙⲛⲧϭ.</span></span>"	ⲙⲛⲧϭ.	"<span class=""word""><span class=""spelling"">ⲙⲛⲧϭ.</span></span>"	-		vinedressing	vinedressing	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=818a	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	1
5520	743	0		99	intr :	intr :		86a	1	2010-06-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/5520.html					HEADER		intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=86a											0
5521	743	5520	^^^ nsa-	0				86a	2	2010-06-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/5521.html	<i><b>c</b></i> ⲛⲥⲁ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲛⲥⲁ-</span></span>"	ⲛⲥⲁ-	"<span class=""word""><span class=""spelling"">ⲛⲥⲁ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=86a	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	1
5522	743	5520	^^^ KatHh n-	0				86a	3	2010-06-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/5522.html	<i><b>c</b></i> ϧⲁⲧϩⲏ ⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ϧⲁⲧϩⲏ ⲛ-</span></span>"	ϧⲁⲧϩⲏ ⲛ-	"<span class=""word""><span class=""spelling"">ϧⲁⲧϩⲏ ⲛ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=86a	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ- (c)	1
5523	743	0		99	(refl):	(refl):		86a	4	2010-06-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/5523.html					HEADER		<i>refl</i>:	<i>refl</i>:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=86a											0
5524	743	5523	^^^ n-,^^^ mmo=	0	 /$gk: [[spoudazein, speudein]]$/	 /$gk: [[spoudazein, speudein]]$/	spoudazein, speudein	86a	5	2010-06-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/5524.html	<i><b>c</b></i> ⲛ-, <i><b>c</b></i> ⲙⲙⲟ=	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲛ-</span><span class=""spelling-comma"">, </span><span class=""spelling""><i><b>c</b></i> ⲙⲙⲟ=</span></span>"	ⲛ-, ⲙⲙⲟ=	"<span class=""word""><span class=""spelling"">ⲛ-</span><span class=""spelling-comma"">, </span><span class=""spelling"">ⲙⲙⲟ=</span> <span class=""type"">(c)</span></span>"	-	σπουδαζειν, σπευδειν	[σπουδαζειν, σπευδειν]		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=86a	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-, ⲙⲙⲟ= (c)	ⲛ-, ⲙⲙⲟ= (c)	1
5525	743	5523	^^^ nten-	0				86a	6	2010-06-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/5525.html	<i><b>c</b></i> ⲛⲧⲉⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲛⲧⲉⲛ-</span></span>"	ⲛⲧⲉⲛ-	"<span class=""word""><span class=""spelling"">ⲛⲧⲉⲛ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=86a	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	1
