key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
7184	467	7187	^^^ *^[ebol]^* eJn-	0				533b	13	2010-08-09	2010-08-09	vagrant	vagrant	https://pishoyg.github.io/crum/7184.html	<i><b>c</b></i> {ⲉⲃⲟⲗ} ⲉϫⲛ-	<i><b>c</b></i> {ⲉⲃⲟⲗ} ⲉϫⲛ-	c {ⲉⲃⲟⲗ} ⲉϫⲛ-	c {ⲉⲃⲟⲗ} ⲉϫⲛ-	{ⲉⲃⲟⲗ} ⲉϫⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=533b	533	b	{ⲉⲃⲟⲗ} ⲉϫⲛ- (c)	{ⲉⲃⲟⲗ} ⲉϫⲛ-	{ⲉⲃⲟⲗ} ⲉϫⲛ- (c)	{ⲉⲃⲟⲗ} ⲉϫⲛ-	{ⲉⲃⲟⲗ} ⲉϫⲛ- (c)	{ⲉⲃⲟⲗ} ⲉϫⲛ-	{ⲉⲃⲟⲗ} ⲉϫⲛ- (c)	{ⲉⲃⲟⲗ} ⲉϫⲛ-	{ⲉⲃⲟⲗ} ⲉϫⲛ- (c)	{ⲉⲃⲟⲗ} ⲉϫⲛ-	{ⲉⲃⲟⲗ} ⲉϫⲛ- (c)	{ⲉⲃⲟⲗ} ⲉϫⲛ-	{ⲉⲃⲟⲗ} ⲉϫⲛ- (c)	{ⲉⲃⲟⲗ} ⲉϫⲛ-	{ⲉⲃⲟⲗ} ⲉϫⲛ- (c)	{ⲉⲃⲟⲗ} ⲉϫⲛ-	{ⲉⲃⲟⲗ} ⲉϫⲛ- (c)	{ⲉⲃⲟⲗ} ⲉϫⲛ-	{ⲉⲃⲟⲗ} ⲉϫⲛ- (c)	{ⲉⲃⲟⲗ} ⲉϫⲛ-	4
7185	467	7187	^^^ *^[ebol]^* n-	0				533b	14	2010-08-09	2010-08-09	vagrant	vagrant	https://pishoyg.github.io/crum/7185.html	<i><b>c</b></i> {ⲉⲃⲟⲗ} ⲛ-	<i><b>c</b></i> {ⲉⲃⲟⲗ} ⲛ-	c {ⲉⲃⲟⲗ} ⲛ-	c {ⲉⲃⲟⲗ} ⲛ-	{ⲉⲃⲟⲗ} ⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=533b	533	b	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ-	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ-	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ-	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ-	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ-	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ-	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ-	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ-	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ-	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ-	4
7186	467	7187	^^^ *^[ebol]^* Hn-,^^^ *^[ebol]^* Ken-	0				533b	15	2010-08-09	2010-08-09	vagrant	vagrant	https://pishoyg.github.io/crum/7186.html	<i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲛ-, <i><b>c</b></i> {ⲉⲃⲟⲗ} ϧⲉⲛ-	<i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲛ-, <i><b>c</b></i> {ⲉⲃⲟⲗ} ϧⲉⲛ-	c {ⲉⲃⲟⲗ} ϩⲛ-, c {ⲉⲃⲟⲗ} ϧⲉⲛ-	c {ⲉⲃⲟⲗ} ϩⲛ-, c {ⲉⲃⲟⲗ} ϧⲉⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=533b	533	b	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	4
5066	467	5064	(B) ^^ epSwi	0	up	up		533b	16	2010-04-29	2010-04-29	vagrant	vagrant	https://pishoyg.github.io/crum/5066.html	(B) ― ⲉⲡϣⲱⲓ	(B) ― ⲉⲡϣⲱⲓ	(B) ― ⲉⲡϣⲱⲓ	(B) ― ⲉⲡϣⲱⲓ	(B) ― ⲉⲡϣⲱⲓ	-		up	up	up	up	up	up	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=533b	533	b											― ⲉⲡϣⲱⲓ	― ⲉⲡϣⲱⲓ									2
5067	467	5064	(S,A,B,F) ^^ eHrai	0	(as last)	(as last)		533b	17	2010-04-29	2010-04-29	vagrant	vagrant	https://pishoyg.github.io/crum/5067.html	(S, A, B, F) ― ⲉϩⲣⲁⲓ	(S, A, B, F) ― ⲉϩⲣⲁⲓ	(S, A, B, F) ― ⲉϩⲣⲁⲓ	(S, A, B, F) ― ⲉϩⲣⲁⲓ	(S, A, B, F) ― ⲉϩⲣⲁⲓ	-		<i>as last</i>	as last	<i>as last</i>	<i>as last</i>	<i>as last</i>	as last	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=533b	533	b	― ⲉϩⲣⲁⲓ	― ⲉϩⲣⲁⲓ					― ⲉϩⲣⲁⲓ	― ⲉϩⲣⲁⲓ			― ⲉϩⲣⲁⲓ	― ⲉϩⲣⲁⲓ	― ⲉϩⲣⲁⲓ	― ⲉϩⲣⲁⲓ							2
2841	467	2840	(S,B) reFeS-	0	one who calls, utters	one who calls, utters		534a	18	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2841.html	(S, B) ⲣⲉϥⲉϣ-	(S, B) ⲣⲉϥⲉϣ-	(S, B) ⲣⲉϥⲉϣ-	(S, B) ⲣⲉϥⲉϣ-	(S, B) ⲣⲉϥⲉϣ-	-		one who calls, utters	one who calls, utters	one who calls, utters	one who calls, utters	one who calls, utters	one who calls, utters	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=534a	534	a	ⲣⲉϥⲉϣ-	ⲣⲉϥⲉϣ-									ⲣⲉϥⲉϣ-	ⲣⲉϥⲉϣ-									1
2842	467	0		99	read	read		534a	19	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2842.html						HEADER		read	read	read	read	read	read	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=534a	534	a																					0
7188	467	2842		99	With following preposition:	With following preposition:		534a	20	2010-08-09	2010-08-09	vagrant	vagrant	https://pishoyg.github.io/crum/7188.html						HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=534a	534	a																					1
7189	467	7188	^^^ e-	0	to, on	to, on		534a	21	2010-08-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/7189.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	-		to, on	to, on	to, on	to, on	to, on	to, on	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=534a	534	a	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	2
7190	467	7188	(S) ^^^ eJn-	0	on, in presence of	on, in presence of		534a	22	2010-08-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/7190.html	(S) <i><b>c</b></i> ⲉϫⲛ-	(S) <i><b>c</b></i> ⲉϫⲛ-	(S) c ⲉϫⲛ-	(S) c ⲉϫⲛ-	(S) ⲉϫⲛ- (c)	-		on, in presence of	on, in presence of	on, in presence of	on, in presence of	on, in presence of	on, in presence of	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=534a	534	a	ⲉϫⲛ- (c)	ⲉϫⲛ-																			2
7191	467	7188	^^^ n- *^dat^*	0				534a	23	2010-08-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/7191.html	<i><b>c</b></i> ⲛ- {dat}	<i><b>c</b></i> ⲛ- {dat}	c ⲛ- {dat}	c ⲛ- {dat}	ⲛ- {dat} (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=534a	534	a	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	2
7192	467	7188	^^^ Hi-	0	in	in		534a	24	2010-08-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/7192.html	<i><b>c</b></i> ϩⲓ-	<i><b>c</b></i> ϩⲓ-	c ϩⲓ-	c ϩⲓ-	ϩⲓ- (c)	-		in	in	in	in	in	in	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=534a	534	a	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	2
7193	467	7188	^^^ Hn-,^^^ Ken-	0	in	in		534a	25	2010-08-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/7193.html	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	c ϩⲛ-, c ϧⲉⲛ-	c ϩⲛ-, c ϧⲉⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	-		in	in	in	in	in	in	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=534a	534	a	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	2
2843	467	2842	(S,B) ^^	1	reading /$gk: [[anagnwsis]]$/	reading /$gk: [[anagnwsis]]$/	anagnwsis	534b	26	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2843.html	(S, B) ―	(S, B) ―	(S, B) ―	(S, B) ―	(S, B) ― (ⲡ)	noun male	αναγνωσισ	reading [αναγνωσισ]	reading [αναγνωσισ]	reading	"reading <span style=""opacity:0.7"">[αναγνωσισ]</span>"	"reading <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BD%CE%B1%CE%B3%CE%BD%CF%89%CF%83%CE%B9%CF%83"">αναγνωσισ</a>]</span>"	reading	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=534b	534	b	― (ⲡ)	―									― (ⲡ)	―									1
2844	467	2842	(S) maiwS	0	fond for reading	fond for reading		534b	27	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2844.html	(S) ⲙⲁⲓⲱϣ	(S) ⲙⲁⲓⲱϣ	(S) ⲙⲁⲓⲱϣ	(S) ⲙⲁⲓⲱϣ	(S) ⲙⲁⲓⲱϣ	-		fond for reading	fond for reading	fond for reading	fond for reading	fond for reading	fond for reading	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=534b	534	b	ⲙⲁⲓⲱϣ	ⲙⲁⲓⲱϣ																			1
2845	467	2842	(sA,B) ma nwS	0	place of, passage for reading	place of, passage for reading		534b	28	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2845.html	(sA, B) ⲙⲁ ⲛⲱϣ	(sA, B) ⲙⲁ ⲛⲱϣ	(sA, B) ⲙⲁ ⲛⲱϣ	(sA, B) ⲙⲁ ⲛⲱϣ	(sA, B) ⲙⲁ ⲛⲱϣ	-		place of, passage for reading	place of, passage for reading	place of, passage for reading	place of, passage for reading	place of, passage for reading	place of, passage for reading	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=534b	534	b									ⲙⲁ ⲛⲱϣ	ⲙⲁ ⲛⲱϣ	ⲙⲁ ⲛⲱϣ	ⲙⲁ ⲛⲱϣ									1
2846	467	2842	(S,B,F) reFwS,lebwS	0	lector, reader	lector, reader		534b	29	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2846.html	(S, B, F) ⲣⲉϥⲱϣ, ⲗⲉⲃⲱϣ	(S, B, F) ⲣⲉϥⲱϣ, ⲗⲉⲃⲱϣ	(S, B, F) ⲣⲉϥⲱϣ, ⲗⲉⲃⲱϣ	(S, B, F) ⲣⲉϥⲱϣ, ⲗⲉⲃⲱϣ	(S, B, F) ⲣⲉϥⲱϣ, ⲗⲉⲃⲱϣ	-		lector, reader	lector, reader	lector, reader	lector, reader	lector, reader	lector, reader	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=534b	534	b	ⲣⲉϥⲱϣ, ⲗⲉⲃⲱϣ	ⲣⲉϥⲱϣ									ⲣⲉϥⲱϣ, ⲗⲉⲃⲱϣ	ⲣⲉϥⲱϣ	ⲣⲉϥⲱϣ, ⲗⲉⲃⲱϣ	ⲣⲉϥⲱϣ							1
2847	467	2842	(B) Hoou nwS	0	day of reading	day of reading		534b	30	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2847.html	(B) ϩⲟⲟⲩ ⲛⲱϣ	(B) ϩⲟⲟⲩ ⲛⲱϣ	(B) ϩⲟⲟⲩ ⲛⲱϣ	(B) ϩⲟⲟⲩ ⲛⲱϣ	(B) ϩⲟⲟⲩ ⲛⲱϣ	-		day of reading	day of reading	day of reading	day of reading	day of reading	day of reading	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=534b	534	b											ϩⲟⲟⲩ ⲛⲱϣ	ϩⲟⲟⲩ ⲛⲱϣ									1
