key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
3155	2010	3154	ma ner SwouSi	0	place of sacrifice /$gk: [[qusiasthrion]]$/	place of sacrifice /$gk: [[qusiasthrion]]$/	qusiasthrion	603b	2	2010-03-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3155.html	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	-	θυσιαστηριον	place of sacrifice [θυσιαστηριον]	place of sacrifice [θυσιαστηριον]	place of sacrifice	"place of sacrifice <span style=""opacity:0.7"">[θυσιαστηριον]</span>"	"place of sacrifice <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B8%CF%85%CF%83%CE%B9%CE%B1%CF%83%CF%84%CE%B7%CF%81%CE%B9%CE%BF%CE%BD"">θυσιαστηριον</a>]</span>"	place of sacrifice	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=603b	603	b	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	ⲙⲁ ⲛⲉⲣ ϣⲱⲟⲩϣⲓ	1
3156	2012	0	er S.	0	whistle, hiss /$gk: [[surizein]]$/	whistle, hiss /$gk: [[surizein]]$/	surizein	603b	1	2010-03-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3156.html	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	-	συριζειν	whistle, hiss [συριζειν]	whistle, hiss [συριζειν]	whistle, hiss	"whistle, hiss <span style=""opacity:0.7"">[συριζειν]</span>"	"whistle, hiss <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%83%CF%85%CF%81%CE%B9%CE%B6%CE%B5%CE%B9%CE%BD"">συριζειν</a>]</span>"	whistle, hiss	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=603b	603	b	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	ⲉⲣ ϣ.	0
7513	2013	0		99	With following preposition:	With following preposition:		604a	1	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7513.html							HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=604a	604	a																					0
7514	2013	7513	^^^ e-	0	upon	upon		604a	2	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7514.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	ⲉ- (c)	-		upon	upon	upon	upon	upon	upon	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=604a	604	a	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	1
7515	2013	7513	^^^ eJn-	0	about, over |$ {intr:} 	about, over |$ {intr:} 		604a	3	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7515.html	<i><b>c</b></i> ⲉϫⲛ-	<i><b>c</b></i> ⲉϫⲛ-	c ⲉϫⲛ-	c ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	-		"about, over
― <b>intr:</b>"	"about, over
― intr:"	"about, over
― <b>intr:</b>"	"about, over
― <b>intr:</b>"	"about, over
― <b>intr:</b>"	"about, over
― intr:"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=604a	604	a	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	1
7516	2013	7513	^^^ Hi-	0	upon	upon		604a	4	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7516.html	<i><b>c</b></i> ϩⲓ-	<i><b>c</b></i> ϩⲓ-	c ϩⲓ-	c ϩⲓ-	ϩⲓ- (c)	ϩⲓ- (c)	-		upon	upon	upon	upon	upon	upon	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=604a	604	a	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	1
7517	2013	7513	^^^ Hn-,^^^ Ken-	0	in	in		604a	5	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7517.html	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	c ϩⲛ-, c ϧⲉⲛ-	c ϩⲛ-, c ϧⲉⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	-		in	in	in	in	in	in	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=604a	604	a	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-	1
7518	2013	7513	^^^ Hiten-	0	on account of	on account of		604a	6	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7518.html	<i><b>c</b></i> ϩⲓⲧⲉⲛ-	<i><b>c</b></i> ϩⲓⲧⲉⲛ-	c ϩⲓⲧⲉⲛ-	c ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ- (c)	-		on account of	on account of	on account of	on account of	on account of	on account of	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=604a	604	a	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	1
3157	2013	0	(S,A,sA,B,F) ^^	1	boast, pride /$gk: [[kauxhma]]$/	boast, pride /$gk: [[kauxhma]]$/	kauxhma	604a	7	2010-03-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3157.html	(S, A, sA, B, F) ―	(S, A, sA, B, F) ―	(S, A, sA, B, F) ―	(S, A, sA, B, F) ―	―	(S, A, sA, B, F) ― (ⲡ)	noun male	καυχημα	boast, pride [καυχημα]	boast, pride [καυχημα]	boast, pride	"boast, pride <span style=""opacity:0.7"">[καυχημα]</span>"	"boast, pride <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BA%CE%B1%CF%85%CF%87%CE%B7%CE%BC%CE%B1"">καυχημα</a>]</span>"	boast, pride	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=604a	604	a	― (ⲡ)	―					― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―							0
3158	2013	0	(S) maiS.	0	loving adornment	loving adornment		604b	8	2010-03-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3158.html	(S) ⲙⲁⲓϣ.	(S) ⲙⲁⲓϣ.	(S) ⲙⲁⲓϣ.	(S) ⲙⲁⲓϣ.	ⲙⲁⲓϣ.	(S) ⲙⲁⲓϣ.	-		loving adornment	loving adornment	loving adornment	loving adornment	loving adornment	loving adornment	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=604b	604	b	ⲙⲁⲓϣ.	ⲙⲁⲓϣ.																			0
3159	2013	0	(S) mntSouSo,mntSouSou (A) mntSaSw	0	pride, impudence /$gk: [[kenodojia, alazoneia]]$/	pride, impudence /$gk: [[kenodojia, alazoneia]]$/	kenodojia, alazoneia	604b	9	2010-03-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3159.html	"(S) ⲙⲛⲧϣⲟⲩϣⲟ, ⲙⲛⲧϣⲟⲩϣⲟⲩ
(A) ⲙⲛⲧϣⲁϣⲱ"	"(S) ⲙⲛⲧϣⲟⲩϣⲟ, ⲙⲛⲧϣⲟⲩϣⲟⲩ
(A) ⲙⲛⲧϣⲁϣⲱ"	"(S) ⲙⲛⲧϣⲟⲩϣⲟ, ⲙⲛⲧϣⲟⲩϣⲟⲩ
(A) ⲙⲛⲧϣⲁϣⲱ"	"(S) ⲙⲛⲧϣⲟⲩϣⲟ, ⲙⲛⲧϣⲟⲩϣⲟⲩ
(A) ⲙⲛⲧϣⲁϣⲱ"	ⲙⲛⲧϣⲟⲩϣⲟ, ⲙⲛⲧϣⲟⲩϣⲟⲩ, ⲙⲛⲧϣⲁϣⲱ	"(S) ⲙⲛⲧϣⲟⲩϣⲟ, ⲙⲛⲧϣⲟⲩϣⲟⲩ
(A) ⲙⲛⲧϣⲁϣⲱ"	-	κενοδοξια, αλαζονεια	pride, impudence [κενοδοξια, αλαζονεια]	pride, impudence [κενοδοξια, αλαζονεια]	pride, impudence	"pride, impudence <span style=""opacity:0.7"">[κενοδοξια, αλαζονεια]</span>"	"pride, impudence <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BA%CE%B5%CE%BD%CE%BF%CE%B4%CE%BF%CE%BE%CE%B9%CE%B1"">κενοδοξια</a>, <a href=""https://logeion.uchicago.edu/%CE%B1%CE%BB%CE%B1%CE%B6%CE%BF%CE%BD%CE%B5%CE%B9%CE%B1"">αλαζονεια</a>]</span>"	pride, impudence	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=604b	604	b	ⲙⲛⲧϣⲟⲩϣⲟ, ⲙⲛⲧϣⲟⲩϣⲟⲩ	ⲙⲛⲧϣⲟⲩϣⲟ					ⲙⲛⲧϣⲁϣⲱ	ⲙⲛⲧϣⲁϣⲱ													0
3160	2013	0	r S.	0	boast	boast		604b	10	2010-03-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3160.html	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	-		boast	boast	boast	boast	boast	boast	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=604b	604	b	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	ⲣ ϣ.	0
3161	2013	0	T S.	0	glorify	glorify		604b	11	2010-03-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3161.html	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	-		glorify	glorify	glorify	glorify	glorify	glorify	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=604b	604	b	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	ϯ ϣ.	0
3162	2013	0	(S) reFS.	0	boaster	boaster		604b	12	2010-03-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3162.html	(S) ⲣⲉϥϣ.	(S) ⲣⲉϥϣ.	(S) ⲣⲉϥϣ.	(S) ⲣⲉϥϣ.	ⲣⲉϥϣ.	(S) ⲣⲉϥϣ.	-		boaster	boaster	boaster	boaster	boaster	boaster	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=604b	604	b	ⲣⲉϥϣ.	ⲣⲉϥϣ.																			0
7534	2019	0		99	intr :	intr :		608a	1	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7534.html							HEADER		intr :	intr :	intr :	intr :	intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=608a	608	a																					0
7535	2019	7534	^^^ e-	0	to	to		608a	2	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7535.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	ⲉ- (c)	-		to	to	to	to	to	to	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=608a	608	a	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	1
7536	2019	7534	^^^ n- *^dat ?^*	0				608a	3	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7536.html	<i><b>c</b></i> ⲛ- {dat ?}	<i><b>c</b></i> ⲛ- {dat ?}	c ⲛ- {dat ?}	c ⲛ- {dat ?}	ⲛ- {dat ?} (c)	ⲛ- {dat ?} (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=608a	608	a	ⲛ- {dat ?} (c)	ⲛ- {dat ?}	ⲛ- {dat ?} (c)	ⲛ- {dat ?}	ⲛ- {dat ?} (c)	ⲛ- {dat ?}	ⲛ- {dat ?} (c)	ⲛ- {dat ?}	ⲛ- {dat ?} (c)	ⲛ- {dat ?}	ⲛ- {dat ?} (c)	ⲛ- {dat ?}	ⲛ- {dat ?} (c)	ⲛ- {dat ?}	ⲛ- {dat ?} (c)	ⲛ- {dat ?}	ⲛ- {dat ?} (c)	ⲛ- {dat ?}	ⲛ- {dat ?} (c)	ⲛ- {dat ?}	1
7537	2019	7534	^^^ nem-	0				608a	4	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7537.html	<i><b>c</b></i> ⲛⲉⲙ-	<i><b>c</b></i> ⲛⲉⲙ-	c ⲛⲉⲙ-	c ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=608a	608	a	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	ⲛⲉⲙ- (c)	ⲛⲉⲙ-	1
