key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
5808	192	5813	(S) ^^^ eHoun e-	0				264a	4	2010-06-24	2010-06-24	vagrant	vagrant	https://pishoyg.github.io/crum/5808.html	(S) <i><b>c</b></i> ⲉϩⲟⲩⲛ ⲉ-	(S) <i><b>c</b></i> ⲉϩⲟⲩⲛ ⲉ-	(S) c ⲉϩⲟⲩⲛ ⲉ-	(S) c ⲉϩⲟⲩⲛ ⲉ-	ⲉϩⲟⲩⲛ ⲉ- (c)	(S) ⲉϩⲟⲩⲛ ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=264a	264	a	ⲉϩⲟⲩⲛ ⲉ- (c)	ⲉϩⲟⲩⲛ ⲉ-																			2
5809	192	5813	(S) ^^^ eHrai e-	0	cross over to	cross over to		264b	5	2010-06-24	2010-06-24	vagrant	vagrant	https://pishoyg.github.io/crum/5809.html	(S) <i><b>c</b></i> ⲉϩⲣⲁⲓ ⲉ-	(S) <i><b>c</b></i> ⲉϩⲣⲁⲓ ⲉ-	(S) c ⲉϩⲣⲁⲓ ⲉ-	(S) c ⲉϩⲣⲁⲓ ⲉ-	ⲉϩⲣⲁⲓ ⲉ- (c)	(S) ⲉϩⲣⲁⲓ ⲉ- (c)	-		cross over to	cross over to	cross over to	cross over to	cross over to	cross over to	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=264b	264	b	ⲉϩⲣⲁⲓ ⲉ- (c)	ⲉϩⲣⲁⲓ ⲉ-																			2
5814	192	4581		99	― ⲉ– tr :	― ⲉ– tr :		264b	6	2010-06-24	2010-06-24	vagrant	vagrant	https://pishoyg.github.io/crum/5814.html							HEADER		― ⲉ– tr :	― ⲉ– tr :	― ⲉ– tr :	― ⲉ– tr :	― ⲉ– tr :	― ⲉ– tr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=264b	264	b																					1
5810	192	5814	(S,sA) ^^^ eHoun e-	0				264b	7	2010-06-24	2010-06-24	vagrant	vagrant	https://pishoyg.github.io/crum/5810.html	(S, sA) <i><b>c</b></i> ⲉϩⲟⲩⲛ ⲉ-	(S, sA) <i><b>c</b></i> ⲉϩⲟⲩⲛ ⲉ-	(S, sA) c ⲉϩⲟⲩⲛ ⲉ-	(S, sA) c ⲉϩⲟⲩⲛ ⲉ-	ⲉϩⲟⲩⲛ ⲉ- (c)	(S, sA) ⲉϩⲟⲩⲛ ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=264b	264	b	ⲉϩⲟⲩⲛ ⲉ- (c)	ⲉϩⲟⲩⲛ ⲉ-							ⲉϩⲟⲩⲛ ⲉ- (c)	ⲉϩⲟⲩⲛ ⲉ-											2
5811	192	5814	(S,sA) ^^^ eHrai e-	0				264b	8	2010-06-24	2010-06-24	vagrant	vagrant	https://pishoyg.github.io/crum/5811.html	(S, sA) <i><b>c</b></i> ⲉϩⲣⲁⲓ ⲉ-	(S, sA) <i><b>c</b></i> ⲉϩⲣⲁⲓ ⲉ-	(S, sA) c ⲉϩⲣⲁⲓ ⲉ-	(S, sA) c ⲉϩⲣⲁⲓ ⲉ-	ⲉϩⲣⲁⲓ ⲉ- (c)	(S, sA) ⲉϩⲣⲁⲓ ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=264b	264	b	ⲉϩⲣⲁⲓ ⲉ- (c)	ⲉϩⲣⲁⲓ ⲉ-							ⲉϩⲣⲁⲓ ⲉ- (c)	ⲉϩⲣⲁⲓ ⲉ-											2
5812	192	5814	(S,sA) ^^^ epesht e-	0				264b	9	2010-06-24	2010-06-24	vagrant	vagrant	https://pishoyg.github.io/crum/5812.html	(S, sA) <i><b>c</b></i> ⲉⲡⲉⲥⲏⲧ ⲉ-	(S, sA) <i><b>c</b></i> ⲉⲡⲉⲥⲏⲧ ⲉ-	(S, sA) c ⲉⲡⲉⲥⲏⲧ ⲉ-	(S, sA) c ⲉⲡⲉⲥⲏⲧ ⲉ-	ⲉⲡⲉⲥⲏⲧ ⲉ- (c)	(S, sA) ⲉⲡⲉⲥⲏⲧ ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=264b	264	b	ⲉⲡⲉⲥⲏⲧ ⲉ- (c)	ⲉⲡⲉⲥⲏⲧ ⲉ-							ⲉⲡⲉⲥⲏⲧ ⲉ- (c)	ⲉⲡⲉⲥⲏⲧ ⲉ-											2
4583	192	4581	(S) ^^ eJn-	0	turn over upon |$ {intr:} 	turn over upon |$ {intr:} 		264b	10	2010-04-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/4583.html	(S) ― ⲉϫⲛ-	(S) ― ⲉϫⲛ-	(S) ― ⲉϫⲛ-	(S) ― ⲉϫⲛ-	― ⲉϫⲛ-	(S) ― ⲉϫⲛ-	-		"turn over upon
― <b>intr:</b>"	"turn over upon
― intr:"	"turn over upon
― <b>intr:</b>"	"turn over upon
― <b>intr:</b>"	"turn over upon
― <b>intr:</b>"	"turn over upon
― intr:"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=264b	264	b	― ⲉϫⲛ-	― ⲉϫⲛ-																			1
4584	192	4581	(S) ^^ n-	0	move from	move from		264b	11	2010-04-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/4584.html	(S) ― ⲛ-	(S) ― ⲛ-	(S) ― ⲛ-	(S) ― ⲛ-	― ⲛ-	(S) ― ⲛ-	-		move from	move from	move from	move from	move from	move from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=264b	264	b	― ⲛ-	― ⲛ-																			1
4585	192	4581	(S) ^^ nsa-	0	turn continuously	turn continuously		264b	12	2010-04-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/4585.html	(S) ― ⲛⲥⲁ-	(S) ― ⲛⲥⲁ-	(S) ― ⲛⲥⲁ-	(S) ― ⲛⲥⲁ-	― ⲛⲥⲁ-	(S) ― ⲛⲥⲁ-	-		turn continuously	turn continuously	turn continuously	turn continuously	turn continuously	turn continuously	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=264b	264	b	― ⲛⲥⲁ-	― ⲛⲥⲁ-																			1
4586	192	4581	(S) ^^ ntn-	0	turn from	turn from		264b	13	2010-04-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/4586.html	(S) ― ⲛⲧⲛ-	(S) ― ⲛⲧⲛ-	(S) ― ⲛⲧⲛ-	(S) ― ⲛⲧⲛ-	― ⲛⲧⲛ-	(S) ― ⲛⲧⲛ-	-		turn from	turn from	turn from	turn from	turn from	turn from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=264b	264	b	― ⲛⲧⲛ-	― ⲛⲧⲛ-																			1
4587	192	4581	(S) ^^ Ha-	0	{intr:} move from, be displaced | {tr:} overset	{intr:} move from, be displaced | {tr:} overset		264b	14	2010-04-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/4587.html	(S) ― ϩⲁ-	(S) ― ϩⲁ-	(S) ― ϩⲁ-	(S) ― ϩⲁ-	― ϩⲁ-	(S) ― ϩⲁ-	-		"<b>intr:</b> move from, be displaced
<b>tr:</b> overset"	"intr: move from, be displaced
tr: overset"	"<b>intr:</b> move from, be displaced
<b>tr:</b> overset"	"<b>intr:</b> move from, be displaced
<b>tr:</b> overset"	"<b>intr:</b> move from, be displaced
<b>tr:</b> overset"	"intr: move from, be displaced
tr: overset"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=264b	264	b	― ϩⲁ-	― ϩⲁ-																			1
4588	192	4581	(S) ^^ Hi-	0	move from, transcribe /*?*/	move from, transcribe /*?*/		264b	15	2010-04-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/4588.html	(S) ― ϩⲓ-	(S) ― ϩⲓ-	(S) ― ϩⲓ-	(S) ― ϩⲓ-	― ϩⲓ-	(S) ― ϩⲓ-	-		move from, transcribe (?)	move from, transcribe (?)	move from, transcribe (?)	move from, transcribe (?)	move from, transcribe (?)	move from, transcribe (?)	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=264b	264	b	― ϩⲓ-	― ϩⲓ-																			1
4589	192	4581	(S) ^^ Hn-	0	{intr:} be chanfed from | {tr:} move from	{intr:} be chanfed from | {tr:} move from		264b	16	2010-04-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/4589.html	(S) ― ϩⲛ-	(S) ― ϩⲛ-	(S) ― ϩⲛ-	(S) ― ϩⲛ-	― ϩⲛ-	(S) ― ϩⲛ-	-		"<b>intr:</b> be chanfed from
<b>tr:</b> move from"	"intr: be chanfed from
tr: move from"	"<b>intr:</b> be chanfed from
<b>tr:</b> move from"	"<b>intr:</b> be chanfed from
<b>tr:</b> move from"	"<b>intr:</b> be chanfed from
<b>tr:</b> move from"	"intr: be chanfed from
tr: move from"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=264b	264	b	― ϩⲛ-	― ϩⲛ-																			1
4590	192	0		99	With following adverb:	With following adverb:		265a	17	2010-04-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/4590.html							HEADER		With following adverb:	With following adverb:	With following adverb:	With following adverb:	With following adverb:	With following adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=265a	265	a																					0
4591	192	4590	(S,sA) ^^ ebol	0	(/*sA once*/), move out |$ {intr:}  /$gk: [[aposkhnein, metatiqesqai, meqistanai, airesqai]]$/ |$ {tr:} (S,A,F) /$gk: [[metagein, apoikizein, metoikizein]]$/	(/*sA once*/), move out |$ {intr:}  /$gk: [[aposkhnein, metatiqesqai, meqistanai, airesqai]]$/ |$ {tr:} (S,A,F) /$gk: [[metagein, apoikizein, metoikizein]]$/	aposkhnein, metatiqesqai, meqistanai, airesqai, metagein, apoikizein, metoikizein	265a	18	2010-04-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/4591.html	(S, sA) ― ⲉⲃⲟⲗ	(S, sA) ― ⲉⲃⲟⲗ	(S, sA) ― ⲉⲃⲟⲗ	(S, sA) ― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	(S, sA) ― ⲉⲃⲟⲗ	-	αποσκηνειν, μετατιθεσθαι, μεθισταναι, αιρεσθαι, μεταγειν, αποικιζειν, μετοικιζειν	"<i>(sA once)</i>, move out
― <b>intr:</b> [αποσκηνειν, μετατιθεσθαι, μεθισταναι, αιρεσθαι]
― <b>tr:</b> <i>S,A,F</i> [μεταγειν, αποικιζειν, μετοικιζειν]"	"(sA once), move out
― intr: [αποσκηνειν, μετατιθεσθαι, μεθισταναι, αιρεσθαι]
― tr: S,A,F [μεταγειν, αποικιζειν, μετοικιζειν]"	"<i>(sA once)</i>, move out
― <b>intr:</b> 
― <b>tr:</b> <i>S,A,F</i>"	"<i>(sA once)</i>, move out
― <b>intr:</b> <span style=""opacity:0.7"">[αποσκηνειν, μετατιθεσθαι, μεθισταναι, αιρεσθαι]</span>
― <b>tr:</b> <i>S,A,F</i> <span style=""opacity:0.7"">[μεταγειν, αποικιζειν, μετοικιζειν]</span>"	"<i>(sA once)</i>, move out
― <b>intr:</b> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%80%CE%BF%CF%83%CE%BA%CE%B7%CE%BD%CE%B5%CE%B9%CE%BD"">αποσκηνειν</a>, <a href=""https://logeion.uchicago.edu/%CE%BC%CE%B5%CF%84%CE%B1%CF%84%CE%B9%CE%B8%CE%B5%CF%83%CE%B8%CE%B1%CE%B9"">μετατιθεσθαι</a>, <a href=""https://logeion.uchicago.edu/%CE%BC%CE%B5%CE%B8%CE%B9%CF%83%CF%84%CE%B1%CE%BD%CE%B1%CE%B9"">μεθισταναι</a>, <a href=""https://logeion.uchicago.edu/%CE%B1%CE%B9%CF%81%CE%B5%CF%83%CE%B8%CE%B1%CE%B9"">αιρεσθαι</a>]</span>
― <b>tr:</b> <i>S,A,F</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BC%CE%B5%CF%84%CE%B1%CE%B3%CE%B5%CE%B9%CE%BD"">μεταγειν</a>, <a href=""https://logeion.uchicago.edu/%CE%B1%CF%80%CE%BF%CE%B9%CE%BA%CE%B9%CE%B6%CE%B5%CE%B9%CE%BD"">αποικιζειν</a>, <a href=""https://logeion.uchicago.edu/%CE%BC%CE%B5%CF%84%CE%BF%CE%B9%CE%BA%CE%B9%CE%B6%CE%B5%CE%B9%CE%BD"">μετοικιζειν</a>]</span>"	"(sA once), move out
― intr: 
― tr: S,A,F"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=265a	265	a	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ							― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ											1
4599	192	4591		99	intr :	intr :		265a	19	2010-04-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/4599.html							HEADER		intr :	intr :	intr :	intr :	intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=265a	265	a																					2
4594	192	4599	(S) ^^^ *^[ebol]^* e-	0	move over to	move over to		265a	20	2010-04-08	2010-06-24	vagrant	vagrant	https://pishoyg.github.io/crum/4594.html	(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ⲉ-	(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ⲉ-	(S) c {ⲉⲃⲟⲗ} ⲉ-	(S) c {ⲉⲃⲟⲗ} ⲉ-	{ⲉⲃⲟⲗ} ⲉ- (c)	(S) {ⲉⲃⲟⲗ} ⲉ- (c)	-		move over to	move over to	move over to	move over to	move over to	move over to	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=265a	265	a	{ⲉⲃⲟⲗ} ⲉ- (c)	{ⲉⲃⲟⲗ} ⲉ-																			3
