key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
7244	483	7240	^^^ nsa-	0	for /*lack of*/	for /*lack of*/		539b	5	2010-08-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/7244.html	<i><b>c</b></i> ⲛⲥⲁ-	<i><b>c</b></i> ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	-		for (lack of)	for (lack of)	for (lack of)	for (lack of)	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=539b	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	1
7245	483	7240	^^^ ntn-	0	from	from		539b	6	2010-08-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/7245.html	<i><b>c</b></i> ⲛⲧⲛ-	<i><b>c</b></i> ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	-		from	from	from	from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=539b	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	1
7246	483	7240	^^^ naHrn-	0	from before	from before		539b	7	2010-08-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/7246.html	<i><b>c</b></i> ⲛⲁϩⲣⲛ-	<i><b>c</b></i> ⲛⲁϩⲣⲛ-	ⲛⲁϩⲣⲛ- (c)	ⲛⲁϩⲣⲛ- (c)	-		from before	from before	from before	from before	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=539b	ⲛⲁϩⲣⲛ- (c)	ⲛⲁϩⲣⲛ- (c)	ⲛⲁϩⲣⲛ- (c)	ⲛⲁϩⲣⲛ- (c)	ⲛⲁϩⲣⲛ- (c)	ⲛⲁϩⲣⲛ- (c)	ⲛⲁϩⲣⲛ- (c)	ⲛⲁϩⲣⲛ- (c)	ⲛⲁϩⲣⲛ- (c)	ⲛⲁϩⲣⲛ- (c)	1
7247	483	7240	^^^ Ha-	0	through	through		539b	8	2010-08-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/7247.html	<i><b>c</b></i> ϩⲁ-	<i><b>c</b></i> ϩⲁ-	ϩⲁ- (c)	ϩⲁ- (c)	-		through	through	through	through	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=539b	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	ϩⲁ- (c)	1
7248	483	7240	^^^ Hn-	0	from	from		539b	9	2010-08-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/7248.html	<i><b>c</b></i> ϩⲛ-	<i><b>c</b></i> ϩⲛ-	ϩⲛ- (c)	ϩⲛ- (c)	-		from	from	from	from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=539b	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	1
2876	483	0	(S,A) ^^	1	ceasing, destruction /$gk: [[ekleicis, analwsis]]$/	ceasing, destruction /$gk: [[ekleicis, analwsis]]$/	ekleicis, analwsis	539b	10	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2876.html	(S, A) ―	(S, A) ―	―	(S, A) ― (ⲡ)	noun male	εκλειξισ, αναλωσισ	ceasing, destruction [εκλειξισ, αναλωσισ]	ceasing, destruction	"ceasing, destruction <span style=""opacity:0.7"">[εκλειξισ, αναλωσισ]</span>"	"ceasing, destruction <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%BA%CE%BB%CE%B5%CE%B9%CE%BE%CE%B9%CF%83"">εκλειξισ</a>, <a href=""https://logeion.uchicago.edu/%CE%B1%CE%BD%CE%B1%CE%BB%CF%89%CF%83%CE%B9%CF%83"">αναλωσισ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=539b	― (ⲡ)			― (ⲡ)							0
2877	483	2876	aJnw.	0	without ceasing /$gk: [[afeidws, adialeiptws]]$/	without ceasing /$gk: [[afeidws, adialeiptws]]$/	afeidws, adialeiptws	539b	11	2010-03-08	2010-03-08	vagrant	vagrant	https://pishoyg.github.io/crum/2877.html	ⲁϫⲛⲱ.	ⲁϫⲛⲱ.	ⲁϫⲛⲱ.	ⲁϫⲛⲱ.	-	αφειδωσ, αδιαλειπτωσ	without ceasing [αφειδωσ, αδιαλειπτωσ]	without ceasing	"without ceasing <span style=""opacity:0.7"">[αφειδωσ, αδιαλειπτωσ]</span>"	"without ceasing <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%86%CE%B5%CE%B9%CE%B4%CF%89%CF%83"">αφειδωσ</a>, <a href=""https://logeion.uchicago.edu/%CE%B1%CE%B4%CE%B9%CE%B1%CE%BB%CE%B5%CE%B9%CF%80%CF%84%CF%89%CF%83"">αδιαλειπτωσ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=539b	ⲁϫⲛⲱ.	ⲁϫⲛⲱ.	ⲁϫⲛⲱ.	ⲁϫⲛⲱ.	ⲁϫⲛⲱ.	ⲁϫⲛⲱ.	ⲁϫⲛⲱ.	ⲁϫⲛⲱ.	ⲁϫⲛⲱ.	ⲁϫⲛⲱ.	1
2878	483	0	(S) atw.	0	unceasing /$gk: [[anekleiptos, adialeiptos]]$/	unceasing /$gk: [[anekleiptos, adialeiptos]]$/	anekleiptos, adialeiptos	540a	12	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2878.html	(S) ⲁⲧⲱ.	(S) ⲁⲧⲱ.	ⲁⲧⲱ.	(S) ⲁⲧⲱ.	-	ανεκλειπτοσ, αδιαλειπτοσ	unceasing [ανεκλειπτοσ, αδιαλειπτοσ]	unceasing	"unceasing <span style=""opacity:0.7"">[ανεκλειπτοσ, αδιαλειπτοσ]</span>"	"unceasing <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BD%CE%B5%CE%BA%CE%BB%CE%B5%CE%B9%CF%80%CF%84%CE%BF%CF%83"">ανεκλειπτοσ</a>, <a href=""https://logeion.uchicago.edu/%CE%B1%CE%B4%CE%B9%CE%B1%CE%BB%CE%B5%CE%B9%CF%80%CF%84%CE%BF%CF%83"">αδιαλειπτοσ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=540a	ⲁⲧⲱ.										0
2879	483	0	(F) r w.	0	be slothful	be slothful		540a	13	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2879.html	(F) ⲣ ⲱ.	(F) ⲣ ⲱ.	ⲣ ⲱ.	(F) ⲣ ⲱ.	-		be slothful	be slothful	be slothful	be slothful	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=540a							ⲣ ⲱ.				0
2880	483	0	(S) reFw.	0	who, what makes to cease	who, what makes to cease		540a	14	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2880.html	(S) ⲣⲉϥⲱ.	(S) ⲣⲉϥⲱ.	ⲣⲉϥⲱ.	(S) ⲣⲉϥⲱ.	-		who, what makes to cease	who, what makes to cease	who, what makes to cease	who, what makes to cease	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=540a	ⲣⲉϥⲱ.										0
2346	484	0	(S) twrtr,twtr (B) twter (F) twltel	1	ladder, step, stair, degree (of sundial) /$gk: [[baqmos, anabaqmis, epibasis, klimakthr]]$/	ladder, step, stair, degree (of sundial) /$gk: [[baqmos, anabaqmis, epibasis, klimakthr]]$/	baqmos, anabaqmis, epibasis, klimakthr	432a	1	2010-02-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/2346.html	"(S) ⲧⲱⲣⲧⲣ, ⲧⲱⲧⲣ
(B) ⲧⲱⲧⲉⲣ
(F) ⲧⲱⲗⲧⲉⲗ"	"(S) ⲧⲱⲣⲧⲣ, ⲧⲱⲧⲣ
(B) ⲧⲱⲧⲉⲣ
(F) ⲧⲱⲗⲧⲉⲗ"	ⲧⲱⲣⲧⲣ, ⲧⲱⲧⲣ, ⲧⲱⲧⲉⲣ, ⲧⲱⲗⲧⲉⲗ	"(S) ⲧⲱⲣⲧⲣ, ⲧⲱⲧⲣ (ⲡ)
(B) ⲧⲱⲧⲉⲣ (ⲡ)
(F) ⲧⲱⲗⲧⲉⲗ (ⲡ)"	noun male	βαθμοσ, αναβαθμισ, επιβασισ, κλιμακτηρ	ladder, step, stair, degree <i>of sundial</i> [βαθμοσ, αναβαθμισ, επιβασισ, κλιμακτηρ]	ladder, step, stair, degree <i>of sundial</i>	"ladder, step, stair, degree <i>of sundial</i> <span style=""opacity:0.7"">[βαθμοσ, αναβαθμισ, επιβασισ, κλιμακτηρ]</span>"	"ladder, step, stair, degree <i>of sundial</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B2%CE%B1%CE%B8%CE%BC%CE%BF%CF%83"">βαθμοσ</a>, <a href=""https://logeion.uchicago.edu/%CE%B1%CE%BD%CE%B1%CE%B2%CE%B1%CE%B8%CE%BC%CE%B9%CF%83"">αναβαθμισ</a>, <a href=""https://logeion.uchicago.edu/%CE%B5%CF%80%CE%B9%CE%B2%CE%B1%CF%83%CE%B9%CF%83"">επιβασισ</a>, <a href=""https://logeion.uchicago.edu/%CE%BA%CE%BB%CE%B9%CE%BC%CE%B1%CE%BA%CF%84%CE%B7%CF%81"">κλιμακτηρ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=432a	ⲧⲱⲣⲧⲣ, ⲧⲱⲧⲣ (ⲡ)					ⲧⲱⲧⲉⲣ (ⲡ)	ⲧⲱⲗⲧⲉⲗ (ⲡ)				0
2347	484	0	(B) antwter	1	threshold	threshold		432a	2	2010-02-23	2010-02-23	vagrant	vagrant	https://pishoyg.github.io/crum/2347.html	(B) ⲁⲛⲧⲱⲧⲉⲣ	(B) ⲁⲛⲧⲱⲧⲉⲣ	ⲁⲛⲧⲱⲧⲉⲣ	(B) ⲁⲛⲧⲱⲧⲉⲣ (ⲡ)	noun male		threshold	threshold	threshold	threshold	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=432a						ⲁⲛⲧⲱⲧⲉⲣ (ⲡ)					0
6986	485	0		99	With following preposition:	With following preposition:		498b	1	2010-08-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/6986.html					HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=498b											0
6987	485	6986	^^^ e-	0	pour, melt for |$ {intr:} |$ {tr:} 	pour, melt for |$ {intr:} |$ {tr:} 		498b	2	2010-08-07	2010-08-07	vagrant	vagrant	https://pishoyg.github.io/crum/6987.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	ⲉ- (c)	ⲉ- (c)	-		"pour, melt for
― <b>intr:</b>
― <b>tr:</b>"	"pour, melt for
― <b>intr:</b>
― <b>tr:</b>"	"pour, melt for
― <b>intr:</b>
― <b>tr:</b>"	"pour, melt for
― <b>intr:</b>
― <b>tr:</b>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=498b	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	1
6988	485	6986	(B) ^^^ eJen-	0	for	for		498b	3	2010-08-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/6988.html	(B) <i><b>c</b></i> ⲉϫⲉⲛ-	(B) <i><b>c</b></i> ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	(B) ⲉϫⲉⲛ- (c)	-		for	for	for	for	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=498b						ⲉϫⲉⲛ- (c)					1
6989	485	6986	(S) ^^^ n-	0	in	in		498b	4	2010-08-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/6989.html	(S) <i><b>c</b></i> ⲛ-	(S) <i><b>c</b></i> ⲛ-	ⲛ- (c)	(S) ⲛ- (c)	-		in	in	in	in	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=498b	ⲛ- (c)										1
6990	485	6986	(S) ^^^ Hn-	0	in	in		498b	5	2010-08-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/6990.html	(S) <i><b>c</b></i> ϩⲛ-	(S) <i><b>c</b></i> ϩⲛ-	ϩⲛ- (c)	(S) ϩⲛ- (c)	-		in	in	in	in	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=498b	ϩⲛ- (c)										1
6991	485	6986	(B) ^^^ ebol Ken-	0	from	from		498b	6	2010-08-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/6991.html	(B) <i><b>c</b></i> ⲉⲃⲟⲗ ϧⲉⲛ-	(B) <i><b>c</b></i> ⲉⲃⲟⲗ ϧⲉⲛ-	ⲉⲃⲟⲗ ϧⲉⲛ- (c)	(B) ⲉⲃⲟⲗ ϧⲉⲛ- (c)	-		from	from	from	from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=498b						ⲉⲃⲟⲗ ϧⲉⲛ- (c)					1
6992	485	6986	(S) ^^^ Hi-	0	with	with		498b	7	2010-08-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/6992.html	(S) <i><b>c</b></i> ϩⲓ-	(S) <i><b>c</b></i> ϩⲓ-	ϩⲓ- (c)	(S) ϩⲓ- (c)	-		with	with	with	with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=498b	ϩⲓ- (c)										1
6993	485	6986	(S,sA,B) ^^^ ebol	0	(as [ou.]) |$ {intr:} |$ {tr:} 	(as [ou.]) |$ {intr:} |$ {tr:} 		498b	8	2010-08-07	2010-08-07	vagrant	vagrant	https://pishoyg.github.io/crum/6993.html	(S, sA, B) <i><b>c</b></i> ⲉⲃⲟⲗ	(S, sA, B) <i><b>c</b></i> ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	(S, sA, B) ⲉⲃⲟⲗ (c)	-		"<i>as ⲟⲩ.</i>
― <b>intr:</b>
― <b>tr:</b>"	"<i>as ⲟⲩ.</i>
― <b>intr:</b>
― <b>tr:</b>"	"<i>as ⲟⲩ.</i>
― <b>intr:</b>
― <b>tr:</b>"	"<i>as ⲟⲩ.</i>
― <b>intr:</b>
― <b>tr:</b>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=498b	ⲉⲃⲟⲗ (c)				ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)					1
6994	485	6986	(S) ^^^ epesht	0	down	down		499a	9	2010-08-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/6994.html	(S) <i><b>c</b></i> ⲉⲡⲉⲥⲏⲧ	(S) <i><b>c</b></i> ⲉⲡⲉⲥⲏⲧ	ⲉⲡⲉⲥⲏⲧ (c)	(S) ⲉⲡⲉⲥⲏⲧ (c)	-		down	down	down	down	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=499a	ⲉⲡⲉⲥⲏⲧ (c)										1
2665	485	0	(S,A,B) ^^	3	thing molten /$gk: [[xwneuma]]$/	thing molten /$gk: [[xwneuma]]$/	xwneuma	499a	10	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/2665.html	(S, A, B) ―	(S, A, B) ―	―	(S, A, B) ― (noun)	noun	χωνευμα	thing molten [χωνευμα]	thing molten	"thing molten <span style=""opacity:0.7"">[χωνευμα]</span>"	"thing molten <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%87%CF%89%CE%BD%CE%B5%CF%85%CE%BC%CE%B1"">χωνευμα</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=499a	― (noun)			― (noun)		― (noun)					0
2666	485	0	(S,A,B) ma n..ou.	0	melting pot /$gk: [[xwneuthrion]]$/	melting pot /$gk: [[xwneuthrion]]$/	xwneuthrion	499a	11	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/2666.html	(S, A, B) ⲙⲁ ⲛⲟⲩ.	(S, A, B) ⲙⲁ ⲛⲟⲩ.	ⲙⲁ ⲛⲟⲩ.	(S, A, B) ⲙⲁ ⲛⲟⲩ.	-	χωνευτηριον	melting pot [χωνευτηριον]	melting pot	"melting pot <span style=""opacity:0.7"">[χωνευτηριον]</span>"	"melting pot <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%87%CF%89%CE%BD%CE%B5%CF%85%CF%84%CE%B7%CF%81%CE%B9%CE%BF%CE%BD"">χωνευτηριον</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=499a	ⲙⲁ ⲛⲟⲩ.			ⲙⲁ ⲛⲟⲩ.		ⲙⲁ ⲛⲟⲩ.					0
2667	485	0	(S,B,F) reF..ou.,leF..ou.	0	he that pours, cup-bearer	he that pours, cup-bearer		499a	12	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/2667.html	(S, B, F) ⲣⲉϥⲟⲩ., ⲗⲉϥⲟⲩ.	(S, B, F) ⲣⲉϥⲟⲩ., ⲗⲉϥⲟⲩ.	ⲣⲉϥⲟⲩ., ⲗⲉϥⲟⲩ.	(S, B, F) ⲣⲉϥⲟⲩ., ⲗⲉϥⲟⲩ.	-		he that pours, cup-bearer	he that pours, cup-bearer	he that pours, cup-bearer	he that pours, cup-bearer	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=499a	ⲣⲉϥⲟⲩ., ⲗⲉϥⲟⲩ.					ⲣⲉϥⲟⲩ., ⲗⲉϥⲟⲩ.	ⲣⲉϥⲟⲩ., ⲗⲉϥⲟⲩ.				0
