key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
5624	260	4383	(S,A) m. eHrai oube-,m. aHrai oube-	0				192a	11	2010-06-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/5624.html	(S, A) ⲙ. ⲉϩⲣⲁⲓ ⲟⲩⲃⲉ-, ⲙ. ⲁϩⲣⲁⲓ ⲟⲩⲃⲉ-	(S, A) ⲙ. ⲉϩⲣⲁⲓ ⲟⲩⲃⲉ-, ⲙ. ⲁϩⲣⲁⲓ ⲟⲩⲃⲉ-	(S, A) ⲙ. ⲉϩⲣⲁⲓ ⲟⲩⲃⲉ-, ⲙ. ⲁϩⲣⲁⲓ ⲟⲩⲃⲉ-	(S, A) ⲙ. ⲉϩⲣⲁⲓ ⲟⲩⲃⲉ-, ⲙ. ⲁϩⲣⲁⲓ ⲟⲩⲃⲉ-	ⲙ. ⲉϩⲣⲁⲓ ⲟⲩⲃⲉ-, ⲙ. ⲁϩⲣⲁⲓ ⲟⲩⲃⲉ-	(S, A) ⲙ. ⲉϩⲣⲁⲓ ⲟⲩⲃⲉ-, ⲙ. ⲁϩⲣⲁⲓ ⲟⲩⲃⲉ-	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192a	192	a	ⲙ. ⲉϩⲣⲁⲓ ⲟⲩⲃⲉ-, ⲙ. ⲁϩⲣⲁⲓ ⲟⲩⲃⲉ-	ⲙ. ⲉϩⲣⲁⲓ ⲟⲩⲃⲉ-					ⲙ. ⲉϩⲣⲁⲓ ⲟⲩⲃⲉ-, ⲙ. ⲁϩⲣⲁⲓ ⲟⲩⲃⲉ-	ⲙ. ⲉϩⲣⲁⲓ ⲟⲩⲃⲉ-													2
4387	260	4383	(B) ^^ KaJen-	0	call ahead, forward	call ahead, forward		192a	12	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4387.html	(B) ― ϧⲁϫⲉⲛ-	(B) ― ϧⲁϫⲉⲛ-	(B) ― ϧⲁϫⲉⲛ-	(B) ― ϧⲁϫⲉⲛ-	― ϧⲁϫⲉⲛ-	(B) ― ϧⲁϫⲉⲛ-	-		call ahead, forward	call ahead, forward	call ahead, forward	call ahead, forward	call ahead, forward	call ahead, forward	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192a	192	a											― ϧⲁϫⲉⲛ-	― ϧⲁϫⲉⲛ-									2
4388	260	4383	(B) ^^ Ha-	0	call to	call to		192a	13	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4388.html	(B) ― ϩⲁ-	(B) ― ϩⲁ-	(B) ― ϩⲁ-	(B) ― ϩⲁ-	― ϩⲁ-	(B) ― ϩⲁ-	-		call to	call to	call to	call to	call to	call to	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192a	192	a											― ϩⲁ-	― ϩⲁ-									2
4389	260	4383	(Sf) ^^ HiJn-	0	(meaning same)	(meaning same)		192a	14	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4389.html	(Sf) ― ϩⲓϫⲛ-	(Sf) ― ϩⲓϫⲛ-	(Sf) ― ϩⲓϫⲛ-	(Sf) ― ϩⲓϫⲛ-	― ϩⲓϫⲛ-	(Sf) ― ϩⲓϫⲛ-	-		<i>meaning same</i>	meaning same	<i>meaning same</i>	<i>meaning same</i>	<i>meaning same</i>	meaning same	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192a	192	a					― ϩⲓϫⲛ-	― ϩⲓϫⲛ-															2
4390	260	4382		99	With following adverb:	With following adverb:		192a	15	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4390.html							HEADER		With following adverb:	With following adverb:	With following adverb:	With following adverb:	With following adverb:	With following adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192a	192	a																					1
4391	260	4390	(S,A,B) ^^ ebol,^^ abal	0	call out (/*from within*/) | call (/*to come*/) out /$gk: [[ekkalein]]$/ | resound, echo /$gk: [[ekkalein, hxein]]$/	call out (/*from within*/) | call (/*to come*/) out /$gk: [[ekkalein]]$/ | resound, echo /$gk: [[ekkalein, hxein]]$/	ekkalein, hxein	192a	16	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4391.html	(S, A, B) ― ⲉⲃⲟⲗ, ― ⲁⲃⲁⲗ	(S, A, B) ― ⲉⲃⲟⲗ, ― ⲁⲃⲁⲗ	(S, A, B) ― ⲉⲃⲟⲗ, ― ⲁⲃⲁⲗ	(S, A, B) ― ⲉⲃⲟⲗ, ― ⲁⲃⲁⲗ	― ⲉⲃⲟⲗ, ― ⲁⲃⲁⲗ	(S, A, B) ― ⲉⲃⲟⲗ, ― ⲁⲃⲁⲗ	-	εκκαλειν, ηχειν	"call out <i>(from within)</i>
call <i>(to come)</i> out [εκκαλειν]
resound, echo [εκκαλειν, ηχειν]"	"call out (from within)
call (to come) out [εκκαλειν]
resound, echo [εκκαλειν, ηχειν]"	"call out <i>(from within)</i>
call <i>(to come)</i> out 
resound, echo"	"call out <i>(from within)</i>
call <i>(to come)</i> out <span style=""opacity:0.7"">[εκκαλειν]</span>
resound, echo <span style=""opacity:0.7"">[εκκαλειν, ηχειν]</span>"	"call out <i>(from within)</i>
call <i>(to come)</i> out <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%BA%CE%BA%CE%B1%CE%BB%CE%B5%CE%B9%CE%BD"">εκκαλειν</a>]</span>
resound, echo <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%BA%CE%BA%CE%B1%CE%BB%CE%B5%CE%B9%CE%BD"">εκκαλειν</a>, <a href=""https://logeion.uchicago.edu/%CE%B7%CF%87%CE%B5%CE%B9%CE%BD"">ηχειν</a>]</span>"	"call out (from within)
call (to come) out 
resound, echo"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192a	192	a	― ⲉⲃⲟⲗ, ― ⲁⲃⲁⲗ	― ⲉⲃⲟⲗ					― ⲉⲃⲟⲗ, ― ⲁⲃⲁⲗ	― ⲉⲃⲟⲗ			― ⲉⲃⲟⲗ, ― ⲁⲃⲁⲗ	― ⲉⲃⲟⲗ									2
4392	260	4390	(S,B) ^^ epesht	0	call down |$ (from above) |$ (from below)	call down |$ (from above) |$ (from below)		192b	17	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4392.html	(S, B) ― ⲉⲡⲉⲥⲏⲧ	(S, B) ― ⲉⲡⲉⲥⲏⲧ	(S, B) ― ⲉⲡⲉⲥⲏⲧ	(S, B) ― ⲉⲡⲉⲥⲏⲧ	― ⲉⲡⲉⲥⲏⲧ	(S, B) ― ⲉⲡⲉⲥⲏⲧ	-		"call down
― <i>from above</i>
― <i>from below</i>"	"call down
― from above
― from below"	"call down
― <i>from above</i>
― <i>from below</i>"	"call down
― <i>from above</i>
― <i>from below</i>"	"call down
― <i>from above</i>
― <i>from below</i>"	"call down
― from above
― from below"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192b	192	b	― ⲉⲡⲉⲥⲏⲧ	― ⲉⲡⲉⲥⲏⲧ									― ⲉⲡⲉⲥⲏⲧ	― ⲉⲡⲉⲥⲏⲧ									2
4393	260	4390	(S,B) ^^ eHoun,^^ eKoun	0	call to, cry (upon) /$gk: [[prosfwnein]]$/ | call in (/*from without*/) | announce (one's presence) | invite in, summon	call to, cry (upon) /$gk: [[prosfwnein]]$/ | call in (/*from without*/) | announce (one's presence) | invite in, summon	prosfwnein	192b	18	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4393.html	(S, B) ― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	(S, B) ― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	(S, B) ― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	(S, B) ― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	(S, B) ― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	-	προσφωνειν	"call to, cry <i>upon</i> [προσφωνειν]
call in <i>(from without)</i>
announce <i>one's presence</i>
invite in, summon"	"call to, cry upon [προσφωνειν]
call in (from without)
announce one's presence
invite in, summon"	"call to, cry <i>upon</i> 
call in <i>(from without)</i>
announce <i>one's presence</i>
invite in, summon"	"call to, cry <i>upon</i> <span style=""opacity:0.7"">[προσφωνειν]</span>
call in <i>(from without)</i>
announce <i>one's presence</i>
invite in, summon"	"call to, cry <i>upon</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CF%81%CE%BF%CF%83%CF%86%CF%89%CE%BD%CE%B5%CE%B9%CE%BD"">προσφωνειν</a>]</span>
call in <i>(from without)</i>
announce <i>one's presence</i>
invite in, summon"	"call to, cry upon 
call in (from without)
announce one's presence
invite in, summon"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192b	192	b	― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	― ⲉϩⲟⲩⲛ									― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	― ⲉϩⲟⲩⲛ									2
4394	260	4393	(S) m. *^[eHoun]^* eHrn-	0	cry into face of (/*hostility, impudence*/)	cry into face of (/*hostility, impudence*/)		192b	19	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4394.html	(S) ⲙ. {ⲉϩⲟⲩⲛ} ⲉϩⲣⲛ-	(S) ⲙ. {ⲉϩⲟⲩⲛ} ⲉϩⲣⲛ-	(S) ⲙ. {ⲉϩⲟⲩⲛ} ⲉϩⲣⲛ-	(S) ⲙ. {ⲉϩⲟⲩⲛ} ⲉϩⲣⲛ-	ⲙ. {ⲉϩⲟⲩⲛ} ⲉϩⲣⲛ-	(S) ⲙ. {ⲉϩⲟⲩⲛ} ⲉϩⲣⲛ-	-		cry into face of <i>(hostility, impudence)</i>	cry into face of (hostility, impudence)	cry into face of <i>(hostility, impudence)</i>	cry into face of <i>(hostility, impudence)</i>	cry into face of <i>(hostility, impudence)</i>	cry into face of (hostility, impudence)	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192b	192	b	ⲙ. {ⲉϩⲟⲩⲛ} ⲉϩⲣⲛ-	ⲙ. {ⲉϩⲟⲩⲛ} ⲉϩⲣⲛ-																			3
4395	260	4390	(B) ^^ eKrhi	0	call down (from above)	call down (from above)		192b	20	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4395.html	(B) ― ⲉϧⲣⲏⲓ	(B) ― ⲉϧⲣⲏⲓ	(B) ― ⲉϧⲣⲏⲓ	(B) ― ⲉϧⲣⲏⲓ	― ⲉϧⲣⲏⲓ	(B) ― ⲉϧⲣⲏⲓ	-		call down <i>from above</i>	call down from above	call down <i>from above</i>	call down <i>from above</i>	call down <i>from above</i>	call down from above	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192b	192	b											― ⲉϧⲣⲏⲓ	― ⲉϧⲣⲏⲓ									2
4396	260	4390	(S) ^^ eHrai (A) ^^ aHrai	0	call, cry /$gk: [[epikalein, fwnein]]$/	call, cry /$gk: [[epikalein, fwnein]]$/	epikalein, fwnein	192b	21	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4396.html	"(S) ― ⲉϩⲣⲁⲓ
(A) ― ⲁϩⲣⲁⲓ"	"(S) ― ⲉϩⲣⲁⲓ
(A) ― ⲁϩⲣⲁⲓ"	"(S) ― ⲉϩⲣⲁⲓ
(A) ― ⲁϩⲣⲁⲓ"	"(S) ― ⲉϩⲣⲁⲓ
(A) ― ⲁϩⲣⲁⲓ"	― ⲉϩⲣⲁⲓ, ― ⲁϩⲣⲁⲓ	"(S) ― ⲉϩⲣⲁⲓ
(A) ― ⲁϩⲣⲁⲓ"	-	επικαλειν, φωνειν	call, cry [επικαλειν, φωνειν]	call, cry [επικαλειν, φωνειν]	call, cry	"call, cry <span style=""opacity:0.7"">[επικαλειν, φωνειν]</span>"	"call, cry <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CF%80%CE%B9%CE%BA%CE%B1%CE%BB%CE%B5%CE%B9%CE%BD"">επικαλειν</a>, <a href=""https://logeion.uchicago.edu/%CF%86%CF%89%CE%BD%CE%B5%CE%B9%CE%BD"">φωνειν</a>]</span>"	call, cry	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192b	192	b	― ⲉϩⲣⲁⲓ	― ⲉϩⲣⲁⲓ					― ⲁϩⲣⲁⲓ	― ⲁϩⲣⲁⲓ													2
961	260	0	(S,B) Ginm.,Jinm.	0	calling, naming /$gk: [[eponomazein]]$/	calling, naming /$gk: [[eponomazein]]$/	eponomazein	192b	22	2010-02-04	1900-01-01	vagrant		https://pishoyg.github.io/crum/961.html	(S, B) ϭⲓⲛⲙ., ϫⲓⲛⲙ.	(S, B) ϭⲓⲛⲙ., ϫⲓⲛⲙ.	(S, B) ϭⲓⲛⲙ., ϫⲓⲛⲙ.	(S, B) ϭⲓⲛⲙ., ϫⲓⲛⲙ.	ϭⲓⲛⲙ., ϫⲓⲛⲙ.	(S, B) ϭⲓⲛⲙ., ϫⲓⲛⲙ.	-	επονομαζειν	calling, naming [επονομαζειν]	calling, naming [επονομαζειν]	calling, naming	"calling, naming <span style=""opacity:0.7"">[επονομαζειν]</span>"	"calling, naming <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CF%80%CE%BF%CE%BD%CE%BF%CE%BC%CE%B1%CE%B6%CE%B5%CE%B9%CE%BD"">επονομαζειν</a>]</span>"	calling, naming	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192b	192	b	ϭⲓⲛⲙ., ϫⲓⲛⲙ.	ϭⲓⲛⲙ.									ϭⲓⲛⲙ., ϫⲓⲛⲙ.	ϭⲓⲛⲙ.									0
962	260	0	(S) kw m.	0	(obscure), ? supply words	(obscure), ? supply words		192b	23	2010-02-04	1900-01-01	vagrant		https://pishoyg.github.io/crum/962.html	(S) ⲕⲱ ⲙ.	(S) ⲕⲱ ⲙ.	(S) ⲕⲱ ⲙ.	(S) ⲕⲱ ⲙ.	ⲕⲱ ⲙ.	(S) ⲕⲱ ⲙ.	-		<i>obscure</i>, ? supply words	obscure, ? supply words	<i>obscure</i>, ? supply words	<i>obscure</i>, ? supply words	<i>obscure</i>, ? supply words	obscure, ? supply words	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192b	192	b	ⲕⲱ ⲙ.	ⲕⲱ ⲙ.																			0
963	260	0	(B) taie m.	0	address word to, greet (deferentially) /$gk: [[aspazein]]$/ | (as nn m), greeting /$gk: [[aspasmos]]$/	address word to, greet (deferentially) /$gk: [[aspazein]]$/ | (as nn m), greeting /$gk: [[aspasmos]]$/	aspazein, aspasmos	192b	24	2010-02-04	2010-06-12	vagrant	vagrant	https://pishoyg.github.io/crum/963.html	(B) ⲧⲁⲓⲉ ⲙ.	(B) ⲧⲁⲓⲉ ⲙ.	(B) ⲧⲁⲓⲉ ⲙ.	(B) ⲧⲁⲓⲉ ⲙ.	ⲧⲁⲓⲉ ⲙ.	(B) ⲧⲁⲓⲉ ⲙ.	-	ασπαζειν, ασπασμοσ	"address word to, greet <i>deferentially</i> [ασπαζειν]
<i>as nn m</i>, greeting [ασπασμοσ]"	"address word to, greet deferentially [ασπαζειν]
as nn m, greeting [ασπασμοσ]"	"address word to, greet <i>deferentially</i> 
<i>as nn m</i>, greeting"	"address word to, greet <i>deferentially</i> <span style=""opacity:0.7"">[ασπαζειν]</span>
<i>as nn m</i>, greeting <span style=""opacity:0.7"">[ασπασμοσ]</span>"	"address word to, greet <i>deferentially</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%83%CF%80%CE%B1%CE%B6%CE%B5%CE%B9%CE%BD"">ασπαζειν</a>]</span>
<i>as nn m</i>, greeting <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%83%CF%80%CE%B1%CF%83%CE%BC%CE%BF%CF%83"">ασπασμοσ</a>]</span>"	"address word to, greet deferentially 
as nn m, greeting"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192b	192	b											ⲧⲁⲓⲉ ⲙ.	ⲧⲁⲓⲉ ⲙ.									0
5625	260	963	^^^ e-	0				192b	25	2010-06-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/5625.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192b	192	b	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	1
6416	261	0		99	intr :	intr :		380a	1	2010-07-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/6416.html							HEADER		intr :	intr :	intr :	intr :	intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=380a	380	a																					0
6417	261	6416		99	With following preposition:	With following preposition:		380a	2	2010-07-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/6417.html							HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=380a	380	a																					1
