key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
777	704	0	(A,sA,B) T m.	0	give pain (& vaguely related meanings)	give pain (& vaguely related meanings)		164a	8	2010-02-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/777.html	(A, sA, B) ϯ ⲙ.	(A, sA, B) ϯ ⲙ.	ϯ ⲙ.	(A, sA, B) ϯ ⲙ.	-		give pain <i>& vaguely related meanings</i>	give pain <i>& vaguely related meanings</i>	give pain <i>& vaguely related meanings</i>	give pain <i>& vaguely related meanings</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=164a				ϯ ⲙ.	ϯ ⲙ.	ϯ ⲙ.					0
778	704	0	(S,B) Sp m.,Sep m.	0	receive pain, suffer /$gk: [[pasxein, ponein]]$/	receive pain, suffer /$gk: [[pasxein, ponein]]$/	pasxein, ponein	164a	9	2010-02-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/778.html	(S, B) ϣⲡ ⲙ., ϣⲉⲡ ⲙ.	(S, B) ϣⲡ ⲙ., ϣⲉⲡ ⲙ.	ϣⲡ ⲙ., ϣⲉⲡ ⲙ.	(S, B) ϣⲡ ⲙ., ϣⲉⲡ ⲙ.	-	πασχειν, πονειν	receive pain, suffer [πασχειν, πονειν]	receive pain, suffer	"receive pain, suffer <span style=""opacity:0.7"">[πασχειν, πονειν]</span>"	"receive pain, suffer <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CE%B1%CF%83%CF%87%CE%B5%CE%B9%CE%BD"">πασχειν</a>, <a href=""https://logeion.uchicago.edu/%CF%80%CE%BF%CE%BD%CE%B5%CE%B9%CE%BD"">πονειν</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=164a	ϣⲡ ⲙ., ϣⲉⲡ ⲙ.					ϣⲡ ⲙ., ϣⲉⲡ ⲙ.					0
779	704	0	(B,F) Gi m.,Ji m.	0	(meaning same) | (as nn), pain, suffering (B)	(meaning same) | (as nn), pain, suffering (B)		164a	10	2010-02-03	2010-06-06	vagrant	vagrant	https://pishoyg.github.io/crum/779.html	(B, F) ϭⲓ ⲙ., ϫⲓ ⲙ.	(B, F) ϭⲓ ⲙ., ϫⲓ ⲙ.	ϭⲓ ⲙ., ϫⲓ ⲙ.	(B, F) ϭⲓ ⲙ., ϫⲓ ⲙ.	-		"<i>meaning same</i>
<i>as nn</i>, pain, suffering <i>B</i>"	"<i>meaning same</i>
<i>as nn</i>, pain, suffering <i>B</i>"	"<i>meaning same</i>
<i>as nn</i>, pain, suffering <i>B</i>"	"<i>meaning same</i>
<i>as nn</i>, pain, suffering <i>B</i>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=164a						ϭⲓ ⲙ., ϫⲓ ⲙ.	ϭⲓ ⲙ., ϫⲓ ⲙ.				0
780	704	779	(B) reF..Gi m.	0	sufferer, apt to suffer	sufferer, apt to suffer		164a	11	2010-02-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/780.html	(B) ⲣⲉϥϭⲓ ⲙ.	(B) ⲣⲉϥϭⲓ ⲙ.	ⲣⲉϥϭⲓ ⲙ.	(B) ⲣⲉϥϭⲓ ⲙ.	-		sufferer, apt to suffer	sufferer, apt to suffer	sufferer, apt to suffer	sufferer, apt to suffer	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=164a						ⲣⲉϥϭⲓ ⲙ.					1
781	704	0	(S,A,sA,B,F) m. nHht	0	(S oftener than [m.]), be pained, troubled at heart /$gk: [[algein, lupeisqai]]$/	(S oftener than [m.]), be pained, troubled at heart /$gk: [[algein, lupeisqai]]$/	algein, lupeisqai	164a	12	2010-02-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/781.html	(S, A, sA, B, F) ⲙ. ⲛϩⲏⲧ	(S, A, sA, B, F) ⲙ. ⲛϩⲏⲧ	ⲙ. ⲛϩⲏⲧ	(S, A, sA, B, F) ⲙ. ⲛϩⲏⲧ	-	αλγειν, λυπεισθαι	<i>S oftener than ⲙ.</i>, be pained, troubled at heart [αλγειν, λυπεισθαι]	<i>S oftener than ⲙ.</i>, be pained, troubled at heart	"<i>S oftener than ⲙ.</i>, be pained, troubled at heart <span style=""opacity:0.7"">[αλγειν, λυπεισθαι]</span>"	"<i>S oftener than ⲙ.</i>, be pained, troubled at heart <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BB%CE%B3%CE%B5%CE%B9%CE%BD"">αλγειν</a>, <a href=""https://logeion.uchicago.edu/%CE%BB%CF%85%CF%80%CE%B5%CE%B9%CF%83%CE%B8%CE%B1%CE%B9"">λυπεισθαι</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=164a	ⲙ. ⲛϩⲏⲧ			ⲙ. ⲛϩⲏⲧ	ⲙ. ⲛϩⲏⲧ	ⲙ. ⲛϩⲏⲧ	ⲙ. ⲛϩⲏⲧ				0
782	704	0	(S,A,sA,B,F) m. nHht	1	pain, grief /$gk: [[luph, odunh]]$/	pain, grief /$gk: [[luph, odunh]]$/	luph, odunh	164b	13	2010-02-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/782.html	(S, A, sA, B, F) ⲙ. ⲛϩⲏⲧ	(S, A, sA, B, F) ⲙ. ⲛϩⲏⲧ	ⲙ. ⲛϩⲏⲧ	(S, A, sA, B, F) ⲙ. ⲛϩⲏⲧ (ⲡ)	noun male	λυπη, οδυνη	pain, grief [λυπη, οδυνη]	pain, grief	"pain, grief <span style=""opacity:0.7"">[λυπη, οδυνη]</span>"	"pain, grief <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BB%CF%85%CF%80%CE%B7"">λυπη</a>, <a href=""https://logeion.uchicago.edu/%CE%BF%CE%B4%CF%85%CE%BD%CE%B7"">οδυνη</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=164b	ⲙ. ⲛϩⲏⲧ (ⲡ)			ⲙ. ⲛϩⲏⲧ (ⲡ)	ⲙ. ⲛϩⲏⲧ (ⲡ)	ⲙ. ⲛϩⲏⲧ (ⲡ)	ⲙ. ⲛϩⲏⲧ (ⲡ)				0
783	704	0	(B) metatm. nHht	4	without grief /$gk: [[alupia]]$/	without grief /$gk: [[alupia]]$/	alupia	164b	14	2010-02-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/783.html	(B) ⲙⲉⲧⲁⲧⲙ. ⲛϩⲏⲧ	(B) ⲙⲉⲧⲁⲧⲙ. ⲛϩⲏⲧ	ⲙⲉⲧⲁⲧⲙ. ⲛϩⲏⲧ	(B) ⲙⲉⲧⲁⲧⲙ. ⲛϩⲏⲧ (ⲧ)	noun female	αλυπια	without grief [αλυπια]	without grief	"without grief <span style=""opacity:0.7"">[αλυπια]</span>"	"without grief <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BB%CF%85%CF%80%CE%B9%CE%B1"">αλυπια</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=164b						ⲙⲉⲧⲁⲧⲙ. ⲛϩⲏⲧ (ⲧ)					0
784	704	0	(B) er m. nHht	0	be grieved	be grieved		164b	15	2010-02-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/784.html	(B) ⲉⲣ ⲙ. ⲛϩⲏⲧ	(B) ⲉⲣ ⲙ. ⲛϩⲏⲧ	ⲉⲣ ⲙ. ⲛϩⲏⲧ	(B) ⲉⲣ ⲙ. ⲛϩⲏⲧ	-		be grieved	be grieved	be grieved	be grieved	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=164b						ⲉⲣ ⲙ. ⲛϩⲏⲧ					0
785	704	0	(S,B) T m. nHht	0	grieve, vex /$gk: [[odunein]]$/	grieve, vex /$gk: [[odunein]]$/	odunein	164b	16	2010-02-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/785.html	(S, B) ϯ ⲙ. ⲛϩⲏⲧ	(S, B) ϯ ⲙ. ⲛϩⲏⲧ	ϯ ⲙ. ⲛϩⲏⲧ	(S, B) ϯ ⲙ. ⲛϩⲏⲧ	-	οδυνειν	grieve, vex [οδυνειν]	grieve, vex	"grieve, vex <span style=""opacity:0.7"">[οδυνειν]</span>"	"grieve, vex <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BF%CE%B4%CF%85%CE%BD%CE%B5%CE%B9%CE%BD"">οδυνειν</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=164b	ϯ ⲙ. ⲛϩⲏⲧ					ϯ ⲙ. ⲛϩⲏⲧ					0
786	704	0	(B) Gi m. nHht	0	be pained, troubled /$gk: [[odunein]]$/	be pained, troubled /$gk: [[odunein]]$/	odunein	164b	17	2010-02-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/786.html	(B) ϭⲓ ⲙ. ⲛϩⲏⲧ	(B) ϭⲓ ⲙ. ⲛϩⲏⲧ	ϭⲓ ⲙ. ⲛϩⲏⲧ	(B) ϭⲓ ⲙ. ⲛϩⲏⲧ	-	οδυνειν	be pained, troubled [οδυνειν]	be pained, troubled	"be pained, troubled <span style=""opacity:0.7"">[οδυνειν]</span>"	"be pained, troubled <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BF%CE%B4%CF%85%CE%BD%CE%B5%CE%B9%CE%BD"">οδυνειν</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=164b						ϭⲓ ⲙ. ⲛϩⲏⲧ					0
787	704	0	(S) mokHs,moxs (Sf,A) makHs	4	pain, grief /$gk: [[alghma, odunh]]$/	pain, grief /$gk: [[alghma, odunh]]$/	alghma, odunh	164b	18	2010-02-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/787.html	"(S) ⲙⲟⲕϩⲥ, ⲙⲟⲭⲥ
(Sf, A) ⲙⲁⲕϩⲥ"	"(S) ⲙⲟⲕϩⲥ, ⲙⲟⲭⲥ
(Sf, A) ⲙⲁⲕϩⲥ"	ⲙⲟⲕϩⲥ, ⲙⲟⲭⲥ, ⲙⲁⲕϩⲥ	"(S) ⲙⲟⲕϩⲥ, ⲙⲟⲭⲥ (ⲧ)
(Sf, A) ⲙⲁⲕϩⲥ (ⲧ)"	noun female	αλγημα, οδυνη	pain, grief [αλγημα, οδυνη]	pain, grief	"pain, grief <span style=""opacity:0.7"">[αλγημα, οδυνη]</span>"	"pain, grief <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BB%CE%B3%CE%B7%CE%BC%CE%B1"">αλγημα</a>, <a href=""https://logeion.uchicago.edu/%CE%BF%CE%B4%CF%85%CE%BD%CE%B7"">οδυνη</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=164b	ⲙⲟⲕϩⲥ, ⲙⲟⲭⲥ (ⲧ)		ⲙⲁⲕϩⲥ (ⲧ)	ⲙⲁⲕϩⲥ (ⲧ)							0
4059	705	0	(S,F) ^^	1	preparation, mixed contents /$gk: [[skeuasia, sunqesis]]$/	preparation, mixed contents /$gk: [[skeuasia, sunqesis]]$/	skeuasia, sunqesis	831a	1	2010-04-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/4059.html	(S, F) ―	(S, F) ―	―	(S, F) ― (ⲡ)	noun male	σκευασια, συνθεσισ	preparation, mixed contents [σκευασια, συνθεσισ]	preparation, mixed contents	"preparation, mixed contents <span style=""opacity:0.7"">[σκευασια, συνθεσισ]</span>"	"preparation, mixed contents <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%83%CE%BA%CE%B5%CF%85%CE%B1%CF%83%CE%B9%CE%B1"">σκευασια</a>, <a href=""https://logeion.uchicago.edu/%CF%83%CF%85%CE%BD%CE%B8%CE%B5%CF%83%CE%B9%CF%83"">συνθεσισ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=831a	― (ⲡ)						― (ⲡ)				0
4060	705	0	(S) reFG.	0	preparer	preparer		831b	2	2010-04-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/4060.html	(S) ⲣⲉϥϭ.	(S) ⲣⲉϥϭ.	ⲣⲉϥϭ.	(S) ⲣⲉϥϭ.	-		preparer	preparer	preparer	preparer	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=831b	ⲣⲉϥϭ.										0
6072	707	0	e^^	0				310b	1	2010-07-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/6072.html	ⲉ―	ⲉ―	ⲉ―	ⲉ―	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=310b	ⲉ―	ⲉ―	ⲉ―	ⲉ―	ⲉ―	ⲉ―	ⲉ―	ⲉ―	ⲉ―	ⲉ―	0
6073	707	0	n^^	0				310b	2	2010-07-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/6073.html	ⲛ―	ⲛ―	ⲛ―	ⲛ―	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=310b	ⲛ―	ⲛ―	ⲛ―	ⲛ―	ⲛ―	ⲛ―	ⲛ―	ⲛ―	ⲛ―	ⲛ―	0
6074	707	0	Sa^^	0				310b	3	2010-07-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/6074.html	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=310b	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	0
6075	707	0	(F) Ha^^	0				310b	4	2010-07-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/6075.html	(F) ϩⲁ―	(F) ϩⲁ―	ϩⲁ―	(F) ϩⲁ―	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=310b							ϩⲁ―				0
6076	707	0	(S) Hi^^	0				310b	5	2010-07-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/6076.html	(S) ϩⲓ―	(S) ϩⲓ―	ϩⲓ―	(S) ϩⲓ―	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=310b	ϩⲓ―										0
1655	707	0	pnau pr.	0	time of evening	time of evening		310b	6	2010-02-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/1655.html	ⲡⲛⲁⲩ ⲡⲣ.	ⲡⲛⲁⲩ ⲡⲣ.	ⲡⲛⲁⲩ ⲡⲣ.	ⲡⲛⲁⲩ ⲡⲣ.	-		time of evening	time of evening	time of evening	time of evening	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=310b	ⲡⲛⲁⲩ ⲡⲣ.	ⲡⲛⲁⲩ ⲡⲣ.	ⲡⲛⲁⲩ ⲡⲣ.	ⲡⲛⲁⲩ ⲡⲣ.	ⲡⲛⲁⲩ ⲡⲣ.	ⲡⲛⲁⲩ ⲡⲣ.	ⲡⲛⲁⲩ ⲡⲣ.	ⲡⲛⲁⲩ ⲡⲣ.	ⲡⲛⲁⲩ ⲡⲣ.	ⲡⲛⲁⲩ ⲡⲣ.	0
6077	707	1655	Sa^^	0				310b	7	2010-07-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/6077.html	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=310b	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	ϣⲁ―	1
1656	707	0	Har.,ar.	0	(as nn f)	(as nn f)		310b	8	2010-02-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/1656.html	ϩⲁⲣ., ⲁⲣ.	ϩⲁⲣ., ⲁⲣ.	ϩⲁⲣ., ⲁⲣ.	ϩⲁⲣ., ⲁⲣ.	-		<i>as nn f</i>	<i>as nn f</i>	<i>as nn f</i>	<i>as nn f</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=310b	ϩⲁⲣ., ⲁⲣ.	ϩⲁⲣ., ⲁⲣ.	ϩⲁⲣ., ⲁⲣ.	ϩⲁⲣ., ⲁⲣ.	ϩⲁⲣ., ⲁⲣ.	ϩⲁⲣ., ⲁⲣ.	ϩⲁⲣ., ⲁⲣ.	ϩⲁⲣ., ⲁⲣ.	ϩⲁⲣ., ⲁⲣ.	ϩⲁⲣ., ⲁⲣ.	0
