key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
4801	40	4788	(S) ^^ Hitn-	0	through, by	through, by		383a	15	2010-04-10	1900-01-01	vagrant		(S) ― ϩⲓⲧⲛ-	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">― ϩⲓⲧⲛ-</span></span>"	― ϩⲓⲧⲛ-	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">― ϩⲓⲧⲛ-</span></span>"	-		through, by	through, by	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383a	― ϩⲓⲧⲛ-										1
4802	40	4788	(S,B) ^^ HiJn-	0	upon, over	upon, over		383a	16	2010-04-10	1900-01-01	vagrant		(S, B) ― ϩⲓϫⲛ-	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">― ϩⲓϫⲛ-</span></span>"	― ϩⲓϫⲛ-	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">― ϩⲓϫⲛ-</span></span>"	-		upon, over	upon, over	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383a	― ϩⲓϫⲛ-					― ϩⲓϫⲛ-					1
4803	40	0		99	With following adverb:	With following adverb:		383a	17	2010-04-10	1900-01-01	vagrant						HEADER		With following adverb:	With following adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383a											0
4804	40	4803	(S,B) ^^ ebol	0	write outward, publish	write outward, publish		383a	18	2010-04-10	1900-01-01	vagrant		(S, B) ― ⲉⲃⲟⲗ	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">― ⲉⲃⲟⲗ</span></span>"	― ⲉⲃⲟⲗ	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">― ⲉⲃⲟⲗ</span></span>"	-		write outward, publish	write outward, publish	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383a	― ⲉⲃⲟⲗ					― ⲉⲃⲟⲗ					1
4805	40	4803	(S,B,F) ^^ eHoun,^^ eKoun	0	write in (/*to palace*/) | inscribe, register	write in (/*to palace*/) | inscribe, register		383a	19	2010-04-10	1900-01-01	vagrant		(S, B, F) ― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	"<span class=""word S B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B F"">― ⲉϩⲟⲩⲛ</span><span class=""spelling-comma"">, </span><span class=""spelling S B F"">― ⲉϧⲟⲩⲛ</span></span>"	― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	"<span class=""word S B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B F"">― ⲉϩⲟⲩⲛ</span><span class=""spelling-comma"">, </span><span class=""spelling S B F"">― ⲉϧⲟⲩⲛ</span></span>"	-		"write in <i>(to palace)</i>
inscribe, register"	"write in <i>(to palace)</i>
inscribe, register"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383a	― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ					― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ				1
2101	40	0	(S,A,sA,B) ^^	1	(f S), writing, letter (/*epistle or alphabetical*/) /$gk: [[gramma, grafh]]$/ | (f S), letter (/*epistle*/)	(f S), writing, letter (/*epistle or alphabetical*/) /$gk: [[gramma, grafh]]$/ | (f S), letter (/*epistle*/)	gramma, grafh	383a	20	2010-02-19	2010-04-10	vagrant	vagrant	(S, A, sA, B) ―	"<span class=""word S A sA B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect sA"">sA</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S A sA B"">―</span></span>"	―	"<span class=""word S A sA B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect sA"">sA</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S A sA B"">―</span> <span class=""type S A sA B"">(ⲡ)</span></span>"	noun male	γραμμα, γραφη	"<i>f S</i>, writing, letter <i>(epistle or alphabetical)</i> [γραμμα, γραφη]
<i>f S</i>, letter <i>(epistle)</i>"	"<i>f S</i>, writing, letter <i>(epistle or alphabetical)</i> 
<i>f S</i>, letter <i>(epistle)</i>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383a	― (ⲡ)			― (ⲡ)	― (ⲡ)	― (ⲡ)					0
2102	40	0	(S,B,F) Ji s.,Gi s.	0	receive letter	receive letter		383a	21	2010-02-19	1900-01-01	vagrant		(S, B, F) ϫⲓ ⲥ., ϭⲓ ⲥ.	"<span class=""word S B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B F"">ϫⲓ ⲥ.</span><span class=""spelling-comma"">, </span><span class=""spelling S B F"">ϭⲓ ⲥ.</span></span>"	ϫⲓ ⲥ., ϭⲓ ⲥ.	"<span class=""word S B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B F"">ϫⲓ ⲥ.</span><span class=""spelling-comma"">, </span><span class=""spelling S B F"">ϭⲓ ⲥ.</span></span>"	-		receive letter	receive letter	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383a	ϫⲓ ⲥ., ϭⲓ ⲥ.					ϫⲓ ⲥ., ϭⲓ ⲥ.	ϫⲓ ⲥ., ϭⲓ ⲥ.				0
2103	40	0	(S,B) mnts.,mets.	0	writing	writing		383a	22	2010-02-19	1900-01-01	vagrant		(S, B) ⲙⲛⲧⲥ., ⲙⲉⲧⲥ.	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ⲙⲛⲧⲥ.</span><span class=""spelling-comma"">, </span><span class=""spelling S B"">ⲙⲉⲧⲥ.</span></span>"	ⲙⲛⲧⲥ., ⲙⲉⲧⲥ.	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ⲙⲛⲧⲥ.</span><span class=""spelling-comma"">, </span><span class=""spelling S B"">ⲙⲉⲧⲥ.</span></span>"	-		writing	writing	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383a	ⲙⲛⲧⲥ., ⲙⲉⲧⲥ.					ⲙⲛⲧⲥ., ⲙⲉⲧⲥ.					0
2104	40	0	(S,B) ats.	0	without letters, illiterate	without letters, illiterate		383b	23	2010-02-19	1900-01-01	vagrant		(S, B) ⲁⲧⲥ.	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ⲁⲧⲥ.</span></span>"	ⲁⲧⲥ.	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ⲁⲧⲥ.</span></span>"	-		without letters, illiterate	without letters, illiterate	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383b	ⲁⲧⲥ.					ⲁⲧⲥ.					0
2105	40	0	(S) eieps.	0	script	script		383b	24	2010-02-19	1900-01-01	vagrant		(S) ⲉⲓⲉⲡⲥ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲉⲓⲉⲡⲥ.</span></span>"	ⲉⲓⲉⲡⲥ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲉⲓⲉⲡⲥ.</span></span>"	-		script	script	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383b	ⲉⲓⲉⲡⲥ.										0
2106	40	0	(S) Hnaau ns.	0	tool for writing, stile /$gk: [[grafis]]$/	tool for writing, stile /$gk: [[grafis]]$/	grafis	383b	25	2010-02-19	1900-01-01	vagrant		(S) ϩⲛⲁⲁⲩ ⲛⲥ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϩⲛⲁⲁⲩ ⲛⲥ.</span></span>"	ϩⲛⲁⲁⲩ ⲛⲥ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϩⲛⲁⲁⲩ ⲛⲥ.</span></span>"	-	γραφισ	tool for writing, stile [γραφισ]	tool for writing, stile	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383b	ϩⲛⲁⲁⲩ ⲛⲥ.										0
2107	40	0	(S) reFs.	0	writer, scribe	writer, scribe		383b	26	2010-02-19	1900-01-01	vagrant		(S) ⲣⲉϥⲥ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲣⲉϥⲥ.</span></span>"	ⲣⲉϥⲥ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲣⲉϥⲥ.</span></span>"	-		writer, scribe	writer, scribe	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383b	ⲣⲉϥⲥ.										0
2108	40	0	(S,B) Gins.,Jins.	0	act, form of writing	act, form of writing		383b	27	2010-02-19	1900-01-01	vagrant		(S, B) ϭⲓⲛⲥ., ϫⲓⲛⲥ.	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ϭⲓⲛⲥ.</span><span class=""spelling-comma"">, </span><span class=""spelling S B"">ϫⲓⲛⲥ.</span></span>"	ϭⲓⲛⲥ., ϫⲓⲛⲥ.	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ϭⲓⲛⲥ.</span><span class=""spelling-comma"">, </span><span class=""spelling S B"">ϫⲓⲛⲥ.</span></span>"	-		act, form of writing	act, form of writing	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383b	ϭⲓⲛⲥ., ϫⲓⲛⲥ.					ϭⲓⲛⲥ., ϫⲓⲛⲥ.					0
2109	40	0	(B) sKi	1	written copy, diploma	written copy, diploma		383b	28	2010-02-19	1900-01-01	vagrant		(B) ⲥϧⲓ	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲥϧⲓ</span></span>"	ⲥϧⲓ	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲥϧⲓ</span> <span class=""type B"">(ⲡ)</span></span>"	noun male		written copy, diploma	written copy, diploma	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383b						ⲥϧⲓ (ⲡ)					0
6449	40	2109	s. nouei	0	writing of separation /$gk: [[biblion apostasiou]]$/	writing of separation /$gk: [[biblion apostasiou]]$/	biblion apostasiou	383b	29	2010-07-22	1900-01-01	vagrant		ⲥ. ⲛⲟⲩⲉⲓ	"<span class=""word""><span class=""spelling"">ⲥ. ⲛⲟⲩⲉⲓ</span></span>"	ⲥ. ⲛⲟⲩⲉⲓ	"<span class=""word""><span class=""spelling"">ⲥ. ⲛⲟⲩⲉⲓ</span></span>"	-	βιβλιον αποστασιου	writing of separation [βιβλιον αποστασιου]	writing of separation	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383b	ⲥ. ⲛⲟⲩⲉⲓ	ⲥ. ⲛⲟⲩⲉⲓ	ⲥ. ⲛⲟⲩⲉⲓ	ⲥ. ⲛⲟⲩⲉⲓ	ⲥ. ⲛⲟⲩⲉⲓ	ⲥ. ⲛⲟⲩⲉⲓ	ⲥ. ⲛⲟⲩⲉⲓ	ⲥ. ⲛⲟⲩⲉⲓ	ⲥ. ⲛⲟⲩⲉⲓ	ⲥ. ⲛⲟⲩⲉⲓ	1
6450	40	2109	s. nJiJ	0	hand-copy, record /$gk: [[xeirografon]]$/	hand-copy, record /$gk: [[xeirografon]]$/	xeirografon	383b	30	2010-07-22	1900-01-01	vagrant		ⲥ. ⲛϫⲓϫ	"<span class=""word""><span class=""spelling"">ⲥ. ⲛϫⲓϫ</span></span>"	ⲥ. ⲛϫⲓϫ	"<span class=""word""><span class=""spelling"">ⲥ. ⲛϫⲓϫ</span></span>"	-	χειρογραφον	hand-copy, record [χειρογραφον]	hand-copy, record	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=383b	ⲥ. ⲛϫⲓϫ	ⲥ. ⲛϫⲓϫ	ⲥ. ⲛϫⲓϫ	ⲥ. ⲛϫⲓϫ	ⲥ. ⲛϫⲓϫ	ⲥ. ⲛϫⲓϫ	ⲥ. ⲛϫⲓϫ	ⲥ. ⲛϫⲓϫ	ⲥ. ⲛϫⲓϫ	ⲥ. ⲛϫⲓϫ	1
