key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	quality-parsed	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	key-next	key-prev	crum-pages	derivations-table	derivations-list
3339	(O) JtaH	2	(vb /*?*/, meaning unknown)	(vb /*?*/, meaning unknown)		792b	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3339.html	(O) ϫⲧⲁϩ	"<span class=""word O""><span class=""dialect-parenthesis"">(</span><span class=""dialect O"">O</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling O"">ϫⲧⲁϩ</span></span>"	ϫⲧⲁϩ	"<span class=""word O""><span class=""dialect-parenthesis"">(</span><span class=""dialect O"">O</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling O"">ϫⲧⲁϩ</span></span>"	complete	verb		<i>vb (?), meaning unknown</i>	<i>vb (?), meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=792b									ϫⲧⲁϩ		3340	3338	792		
3340	(S) Jiou	1	(meaning unknown)	(meaning unknown)		793a	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3340.html	(S) ϫⲓⲟⲩ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲓⲟⲩ</span></span>"	ϫⲓⲟⲩ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲓⲟⲩ</span> <span class=""type S"">(ⲡ)</span></span>"	complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=793a	ϫⲓⲟⲩ (ⲡ)										3341	3339	793		
3341	(S) Jioue	0				794a	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3341.html	(S) ϫⲓⲟⲩⲉ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲓⲟⲩⲉ</span></span>"	ϫⲓⲟⲩⲉ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲓⲟⲩⲉ</span></span>"	complete	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=794a	ϫⲓⲟⲩⲉ										3342	3340	794		
3342	(S) Jaoueit	3				794a	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3342.html	(S) ϫⲁⲟⲩⲉⲓⲧ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲁⲟⲩⲉⲓⲧ</span></span>"	ϫⲁⲟⲩⲉⲓⲧ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲁⲟⲩⲉⲓⲧ</span> <span class=""type S"">(noun)</span></span>"	complete	noun				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=794a	ϫⲁⲟⲩⲉⲓⲧ (noun)										3343	3341	794		
3343	(S) JoouH=	2	{tr:} (c [ebol], meaning unknown, relates to preparation of flax)	{tr:} (c [ebol], meaning unknown, relates to preparation of flax)		795a	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3343.html	(S) ϫⲟⲟⲩϩ=	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲟⲟⲩϩ=</span></span>"	ϫⲟⲟⲩϩ=	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲟⲟⲩϩ=</span></span>"	complete	verb		<b>tr:</b> <i>c ⲉⲃⲟⲗ , meaning unknown, relates to preparation of flax</i>	<b>tr:</b> <i>c ⲉⲃⲟⲗ , meaning unknown, relates to preparation of flax</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=795a	ϫⲟⲟⲩϩ=										3344	3342	795		
3344	(B) Jfi	2	{intr:} (meaning doubtful)	{intr:} (meaning doubtful)		795a	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3344.html	(B) ϫⲫⲓ	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ϫⲫⲓ</span></span>"	ϫⲫⲓ	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ϫⲫⲓ</span></span>"	complete	verb		<b>intr:</b> <i>meaning doubtful</i>	<b>intr:</b> <i>meaning doubtful</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=795a						ϫⲫⲓ					3345	3343	795		
3345	(S) JiS	1	(meaning unknown)	(meaning unknown)		795a	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3345.html	(S) ϫⲓϣ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲓϣ</span></span>"	ϫⲓϣ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲓϣ</span> <span class=""type S"">(ⲡ)</span></span>"	complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=795a	ϫⲓϣ (ⲡ)										3346	3344	795		
3346	(S) JhF	2	{qual:} (meaning unknown)	{qual:} (meaning unknown)		795b	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3346.html	(S) ϫⲏϥ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲏϥ</span></span>"	ϫⲏϥ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲏϥ</span></span>"	complete	verb		<b>qual:</b> <i>meaning unknown</i>	<b>qual:</b> <i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=795b	ϫⲏϥ										3347	3345	795		
3347	(A) JQou	2	{intr:} (meaning uncertain)	{intr:} (meaning uncertain)		796b	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3347.html	(A) ϫⳉⲟⲩ	"<span class=""word A""><span class=""dialect-parenthesis"">(</span><span class=""dialect A"">A</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling A"">ϫⳉⲟⲩ</span></span>"	ϫⳉⲟⲩ	"<span class=""word A""><span class=""dialect-parenthesis"">(</span><span class=""dialect A"">A</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling A"">ϫⳉⲟⲩ</span></span>"	complete	verb		<b>intr:</b> <i>meaning uncertain</i>	<b>intr:</b> <i>meaning uncertain</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=796b				ϫⳉⲟⲩ							3348	3346	796		
3348	(S) JaHle	4	(meaning unknown)	(meaning unknown)		797b	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3348.html	(S) ϫⲁϩⲗⲉ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲁϩⲗⲉ</span></span>"	ϫⲁϩⲗⲉ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲁϩⲗⲉ</span> <span class=""type S"">(ⲧ)</span></span>"	complete	noun female		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=797b	ϫⲁϩⲗⲉ (ⲧ)										3349	3347	797		
3349	(S) JaHaouJei	3	(meaning unknown)	(meaning unknown)		798b	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3349.html	(S) ϫⲁϩⲁⲟⲩϫⲉⲓ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲁϩⲁⲟⲩϫⲉⲓ</span></span>"	ϫⲁϩⲁⲟⲩϫⲉⲓ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲁϩⲁⲟⲩϫⲉⲓ</span> <span class=""type S"">(noun)</span></span>"	complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=798b	ϫⲁϩⲁⲟⲩϫⲉⲓ (noun)										3350	3348	798		
3350	(S) JHaaH	1	(meaning unknown)	(meaning unknown)		798b	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3350.html	(S) ϫϩⲁⲁϩ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫϩⲁⲁϩ</span></span>"	ϫϩⲁⲁϩ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫϩⲁⲁϩ</span> <span class=""type S"">(ⲡ)</span></span>"	complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=798b	ϫϩⲁⲁϩ (ⲡ)										3351	3349	798		
3351	(S) JaJ (A,F) JeJ (B) GaJ	1	sparrow /$gk: [[strouqos, strouqion]]$/	sparrow /$gk: [[strouqos, strouqion]]$/	strouqos, strouqion	798b	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3351.html	"(S) ϫⲁϫ
(A, F) ϫⲉϫ
(B) ϭⲁϫ"	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲁϫ</span></span>
<span class=""word A F""><span class=""dialect-parenthesis"">(</span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling A F"">ϫⲉϫ</span></span>
<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ϭⲁϫ</span></span>"	ϫⲁϫ, ϫⲉϫ, ϭⲁϫ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϫⲁϫ</span> <span class=""type S"">(ⲡ)</span></span>
<span class=""word A F""><span class=""dialect-parenthesis"">(</span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling A F"">ϫⲉϫ</span> <span class=""type A F"">(ⲡ)</span></span>
<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ϭⲁϫ</span> <span class=""type B"">(ⲡ)</span></span>"	complete	noun male	στρουθοσ, στρουθιον	sparrow [στρουθοσ, στρουθιον]	sparrow	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=798b	ϫⲁϫ (ⲡ)			ϫⲉϫ (ⲡ)		ϭⲁϫ (ⲡ)	ϫⲉϫ (ⲡ)				3352	3350	798	"<table> <colgroup> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> </colgroup> <tr id=""drv3942"" class=""drv"">  <td colspan=""5"" class=""bordered""><span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ϫ. ⲛⲗⲓⲗ</span><span class=""spelling-comma"">, </span><span class=""spelling S B"">ϭ. ⲛⲗⲓⲗ</span></span></td> <td colspan=""4"" class=""bordered""><i>a bird</i><span hidden="""" class=""drv-key dev right"">3942</span></td> <td rowspan=""1"" class=""bordered""><b>Crum: </b><span class=""crum-page"">798b</span></td> </tr> </table>"	"<ul> <li> <span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ϫ. ⲛⲗⲓⲗ</span><span class=""spelling-comma"">, </span><span class=""spelling S B"">ϭ. ⲛⲗⲓⲗ</span></span><br/><i>a bird</i> </li> </ul>"
3352	(Sf) JaJ	1	(meaning unknown)	(meaning unknown)		799a	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3352.html	(Sf) ϫⲁϫ	"<span class=""word Sf""><span class=""dialect-parenthesis"">(</span><span class=""dialect Sf"">Sf</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling Sf"">ϫⲁϫ</span></span>"	ϫⲁϫ	"<span class=""word Sf""><span class=""dialect-parenthesis"">(</span><span class=""dialect Sf"">Sf</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling Sf"">ϫⲁϫ</span> <span class=""type Sf"">(ⲡ)</span></span>"	complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=799a			ϫⲁϫ (ⲡ)								3353	3351	799		
3353	(Sf) JeJ	2	{intr /*?*/:} (meaning unknown)	{intr /*?*/:} (meaning unknown)		799a	6	0	2010-03-30	1900-01-01	vagrant		https://metremnqymi.com/crum/3353.html	(Sf) ϫⲉϫ	"<span class=""word Sf""><span class=""dialect-parenthesis"">(</span><span class=""dialect Sf"">Sf</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling Sf"">ϫⲉϫ</span></span>"	ϫⲉϫ	"<span class=""word Sf""><span class=""dialect-parenthesis"">(</span><span class=""dialect Sf"">Sf</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling Sf"">ϫⲉϫ</span></span>"	complete	verb		<b>intr (?):</b> <i>meaning unknown</i>	<b>intr (?):</b> <i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=799a			ϫⲉϫ								3354	3352	799		
3354	(S) Gw	3	(meaning unknown, epithet of rope)	(meaning unknown, epithet of rope)		804b	6	0	2010-03-31	1900-01-01	vagrant		https://metremnqymi.com/crum/3354.html	(S) ϭⲱ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϭⲱ</span></span>"	ϭⲱ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϭⲱ</span> <span class=""type S"">(noun)</span></span>"	complete	noun		<i>meaning unknown, epithet of rope</i>	<i>meaning unknown, epithet of rope</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=804b	ϭⲱ (noun)										3355	3353	804		
