key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-title	word-parsed-prettify	word-dawoud-sort-key	dawoud-pages	crum-last-page	quality-parsed	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	key-next	key-prev	crum-pages	derivations-table	derivations-list	derivations-txt
557	(S) aGoour	1	(meaning unknown)	(meaning unknown)		27b	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/557.html	(S) ⲁϭⲟⲟⲩⲣ	(S) ⲁϭⲟⲟⲩⲣ	(S) ⲁϭⲟⲟⲩⲣ	(S) ⲁϭⲟⲟⲩⲣ	ⲁϭⲟⲟⲩⲣ	(S) ⲁϭⲟⲟⲩⲣ (ⲡ)	ⲁϭⲟⲟⲩⲣ (S)			complete	noun male		<i>meaning unknown</i>	meaning unknown	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	meaning unknown	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=27b	27	b	ⲁϭⲟⲟⲩⲣ (ⲡ)	ⲁϭⲟⲟⲩⲣ																			558	556	27			
558	(S) ba,bae,baei,boi (A,sA) bae (B) bai (F) bei,beei,baei	1	(f once), branch of date-palm /$gk: [[baion, brabeion]]$/	(f once), branch of date-palm /$gk: [[baion, brabeion]]$/	baion, brabeion	27b	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/558.html	"(S) ⲃⲁ, ⲃⲁⲉ, ⲃⲁⲉⲓ, ⲃⲟⲓ
(A, sA) ⲃⲁⲉ
(B) ⲃⲁⲓ
(F) ⲃⲉⲓ, ⲃⲉⲉⲓ, ⲃⲁⲉⲓ"	"(S) ⲃⲁ, ⲃⲁⲉ, ⲃⲁⲉⲓ, ⲃⲟⲓ
(A, sA) ⲃⲁⲉ
(B) ⲃⲁⲓ
(F) ⲃⲉⲓ, ⲃⲉⲉⲓ, ⲃⲁⲉⲓ"	"(S) ⲃⲁ, ⲃⲁⲉ, ⲃⲁⲉⲓ, ⲃⲟⲓ
(A, sA) ⲃⲁⲉ
(B) ⲃⲁⲓ
(F) ⲃⲉⲓ, ⲃⲉⲉⲓ, ⲃⲁⲉⲓ"	"(S) ⲃⲁ, ⲃⲁⲉ, ⲃⲁⲉⲓ, ⲃⲟⲓ
(A, sA) ⲃⲁⲉ
(B) ⲃⲁⲓ
(F) ⲃⲉⲓ, ⲃⲉⲉⲓ, ⲃⲁⲉⲓ"	ⲃⲁ, ⲃⲁⲉ, ⲃⲁⲉⲓ, ⲃⲟⲓ, ⲃⲁⲉ, ⲃⲁⲓ, ⲃⲉⲓ, ⲃⲉⲉⲓ, ⲃⲁⲉⲓ	"(S) ⲃⲁ, ⲃⲁⲉ, ⲃⲁⲉⲓ, ⲃⲟⲓ (ⲡ)
(A, sA) ⲃⲁⲉ (ⲡ)
(B) ⲃⲁⲓ (ⲡ)
(F) ⲃⲉⲓ, ⲃⲉⲉⲓ, ⲃⲁⲉⲓ (ⲡ)"	ⲃⲁⲓ (B)			complete	noun male	βαιον, βραβειον	<i>f once</i>, branch of date-palm [βαιον, βραβειον]	f once, branch of date-palm [βαιον, βραβειον]	<i>f once</i>, branch of date-palm	"<i>f once</i>, branch of date-palm <span style=""opacity:0.7"">[βαιον, βραβειον]</span>"	"<i>f once</i>, branch of date-palm <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B2%CE%B1%CE%B9%CE%BF%CE%BD"">βαιον</a>, <a href=""https://logeion.uchicago.edu/%CE%B2%CF%81%CE%B1%CE%B2%CE%B5%CE%B9%CE%BF%CE%BD"">βραβειον</a>]</span>"	f once, branch of date-palm	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=27b	27	b	ⲃⲁ, ⲃⲁⲉ, ⲃⲁⲉⲓ, ⲃⲟⲓ (ⲡ)	ⲃⲁ					ⲃⲁⲉ (ⲡ)	ⲃⲁⲉ	ⲃⲁⲉ (ⲡ)	ⲃⲁⲉ	ⲃⲁⲓ (ⲡ)	ⲃⲁⲓ	ⲃⲉⲓ, ⲃⲉⲉⲓ, ⲃⲁⲉⲓ (ⲡ)	ⲃⲉⲓ							559	557	27			
559	(S) ba	4	? threshing-floor	? threshing-floor		28a	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/559.html	(S) ⲃⲁ	(S) ⲃⲁ	(S) ⲃⲁ	(S) ⲃⲁ	ⲃⲁ	(S) ⲃⲁ (ⲧ)	ⲃⲁ (S)			complete	noun female		? threshing-floor	? threshing-floor	? threshing-floor	? threshing-floor	? threshing-floor	? threshing-floor	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=28a	28	a	ⲃⲁ (ⲧ)	ⲃⲁ																			560	558	28			
560	(S,B) bai,Fai (B) bau	1	night raven /$gk: [[nuktikoraj]]$/ | screech-owl	night raven /$gk: [[nuktikoraj]]$/ | screech-owl	nuktikoraj	28a	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/560.html	"(S, B) ⲃⲁⲓ, ϥⲁⲓ
(B) ⲃⲁⲩ"	"(S, B) ⲃⲁⲓ, ϥⲁⲓ
(B) ⲃⲁⲩ"	"(S, B) ⲃⲁⲓ, ϥⲁⲓ
(B) ⲃⲁⲩ"	"(S, B) ⲃⲁⲓ, ϥⲁⲓ
(B) ⲃⲁⲩ"	ⲃⲁⲓ, ϥⲁⲓ, ⲃⲁⲩ	"(S, B) ⲃⲁⲓ, ϥⲁⲓ (ⲡ)
(B) ⲃⲁⲩ (ⲡ)"	ⲃⲁⲓ (B)			complete	noun male	νυκτικοραξ	"night raven [νυκτικοραξ]
screech-owl"	"night raven [νυκτικοραξ]
screech-owl"	"night raven 
screech-owl"	"night raven <span style=""opacity:0.7"">[νυκτικοραξ]</span>
screech-owl"	"night raven <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BD%CF%85%CE%BA%CF%84%CE%B9%CE%BA%CE%BF%CF%81%CE%B1%CE%BE"">νυκτικοραξ</a>]</span>
screech-owl"	"night raven 
screech-owl"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=28a	28	a	ⲃⲁⲓ, ϥⲁⲓ (ⲡ)	ⲃⲁⲓ									"ⲃⲁⲓ, ϥⲁⲓ (ⲡ)
ⲃⲁⲩ (ⲡ)"	ⲃⲁⲓ									561	559	28			
561	(O) bai	3	([neb bai], lord of) spirit(s)	([neb bai], lord of) spirit(s)		28a	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/561.html	(O) ⲃⲁⲓ	(O) ⲃⲁⲓ	(O) ⲃⲁⲓ	(O) ⲃⲁⲓ	ⲃⲁⲓ	(O) ⲃⲁⲓ (noun)				complete	noun		<i>ⲛⲉⲃ ⲃⲁⲓ , lord of</i> spirit<i>s</i>	ⲛⲉⲃ ⲃⲁⲓ , lord of spirits	<i>ⲛⲉⲃ ⲃⲁⲓ , lord of</i> spirit<i>s</i>	<i>ⲛⲉⲃ ⲃⲁⲓ , lord of</i> spirit<i>s</i>	<i>ⲛⲉⲃ ⲃⲁⲓ , lord of</i> spirit<i>s</i>	ⲛⲉⲃ ⲃⲁⲓ , lord of spirits	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=28a	28	a																	ⲃⲁⲓ (noun)	ⲃⲁⲓ			562	560	28			
562	(S,B) bh	4	grave /$gk: [[mnhmeion]]$/	grave /$gk: [[mnhmeion]]$/	mnhmeion	28a	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/562.html	(S, B) ⲃⲏ	(S, B) ⲃⲏ	(S, B) ⲃⲏ	(S, B) ⲃⲏ	ⲃⲏ	(S, B) ⲃⲏ (ⲧ)	ⲃⲏ (B)			complete	noun female	μνημειον	grave [μνημειον]	grave [μνημειον]	grave	"grave <span style=""opacity:0.7"">[μνημειον]</span>"	"grave <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BC%CE%BD%CE%B7%CE%BC%CE%B5%CE%B9%CE%BF%CE%BD"">μνημειον</a>]</span>"	grave	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=28a	28	a	ⲃⲏ (ⲧ)	ⲃⲏ									ⲃⲏ (ⲧ)	ⲃⲏ									563	561	28			
563	(S,sA,B,F) bw (A) bou	4	tree (where its fruit specified, opp [Shn], tree in general)	tree (where its fruit specified, opp [Shn], tree in general)		28a	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/563.html	"(S, sA, B, F) ⲃⲱ
(A) ⲃⲟⲩ"	"(S, sA, B, F) ⲃⲱ
(A) ⲃⲟⲩ"	"(S, sA, B, F) ⲃⲱ
(A) ⲃⲟⲩ"	"(S, sA, B, F) ⲃⲱ
(A) ⲃⲟⲩ"	ⲃⲱ, ⲃⲟⲩ	"(S, sA, B, F) ⲃⲱ (ⲧ)
(A) ⲃⲟⲩ (ⲧ)"	ⲃⲱ (B)			complete	noun female		tree <i>where its fruit specified, opp ϣⲏⲛ , tree in general</i>	tree where its fruit specified, opp ϣⲏⲛ , tree in general	tree <i>where its fruit specified, opp ϣⲏⲛ , tree in general</i>	tree <i>where its fruit specified, opp ϣⲏⲛ , tree in general</i>	tree <i>where its fruit specified, opp ϣⲏⲛ , tree in general</i>	tree where its fruit specified, opp ϣⲏⲛ , tree in general	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=28a	28	a	ⲃⲱ (ⲧ)	ⲃⲱ					ⲃⲟⲩ (ⲧ)	ⲃⲟⲩ	ⲃⲱ (ⲧ)	ⲃⲱ	ⲃⲱ (ⲧ)	ⲃⲱ	ⲃⲱ (ⲧ)	ⲃⲱ							564	562	28			
564	(S,A,B,F) bhb	1	cave, hole, den, nest |$ (of animals) /$gk: [[mandra, sphlaion, nossia, fwleos]]$/ |$ (birds) |$ (insects) |$ (demons) |$ (thieves) /$gk: [[sphlaion]]$/ |$ (fugitives) /$gk: [[sphlaion]]$/ |$ (hermits) | cleft (in rock) /$gk: [[trumalia]]$/	cave, hole, den, nest |$ (of animals) /$gk: [[mandra, sphlaion, nossia, fwleos]]$/ |$ (birds) |$ (insects) |$ (demons) |$ (thieves) /$gk: [[sphlaion]]$/ |$ (fugitives) /$gk: [[sphlaion]]$/ |$ (hermits) | cleft (in rock) /$gk: [[trumalia]]$/	mandra, sphlaion, nossia, fwleos, trumalia	28b	6	0	2009-09-14	2012-09-30	vagrant	vagrant	https://pishoyg.github.io/crum/564.html	(S, A, B, F) ⲃⲏⲃ	(S, A, B, F) ⲃⲏⲃ	(S, A, B, F) ⲃⲏⲃ	(S, A, B, F) ⲃⲏⲃ	ⲃⲏⲃ	(S, A, B, F) ⲃⲏⲃ (ⲡ)	ⲃⲏⲃ (B)			complete	noun male	μανδρα, σπηλαιον, νοσσια, φωλεοσ, τρυμαλια	"cave, hole, den, nest
― <i>of animals</i> [μανδρα, σπηλαιον, νοσσια, φωλεοσ]
― <i>birds</i>
― <i>insects</i>
― <i>demons</i>
― <i>thieves</i> [σπηλαιον]
― <i>fugitives</i> [σπηλαιον]
― <i>hermits</i>
cleft <i>in rock</i> [τρυμαλια]"	"cave, hole, den, nest
― of animals [μανδρα, σπηλαιον, νοσσια, φωλεοσ]
― birds
― insects
― demons
― thieves [σπηλαιον]
― fugitives [σπηλαιον]
― hermits
cleft in rock [τρυμαλια]"	"cave, hole, den, nest
― <i>of animals</i> 
― <i>birds</i>
― <i>insects</i>
― <i>demons</i>
― <i>thieves</i> 
― <i>fugitives</i> 
― <i>hermits</i>
cleft <i>in rock</i>"	"cave, hole, den, nest
― <i>of animals</i> <span style=""opacity:0.7"">[μανδρα, σπηλαιον, νοσσια, φωλεοσ]</span>
― <i>birds</i>
― <i>insects</i>
― <i>demons</i>
― <i>thieves</i> <span style=""opacity:0.7"">[σπηλαιον]</span>
― <i>fugitives</i> <span style=""opacity:0.7"">[σπηλαιον]</span>
― <i>hermits</i>
cleft <i>in rock</i> <span style=""opacity:0.7"">[τρυμαλια]</span>"	"cave, hole, den, nest
― <i>of animals</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BC%CE%B1%CE%BD%CE%B4%CF%81%CE%B1"">μανδρα</a>, <a href=""https://logeion.uchicago.edu/%CF%83%CF%80%CE%B7%CE%BB%CE%B1%CE%B9%CE%BF%CE%BD"">σπηλαιον</a>, <a href=""https://logeion.uchicago.edu/%CE%BD%CE%BF%CF%83%CF%83%CE%B9%CE%B1"">νοσσια</a>, <a href=""https://logeion.uchicago.edu/%CF%86%CF%89%CE%BB%CE%B5%CE%BF%CF%83"">φωλεοσ</a>]</span>
― <i>birds</i>
― <i>insects</i>
― <i>demons</i>
― <i>thieves</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%83%CF%80%CE%B7%CE%BB%CE%B1%CE%B9%CE%BF%CE%BD"">σπηλαιον</a>]</span>
― <i>fugitives</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%83%CF%80%CE%B7%CE%BB%CE%B1%CE%B9%CE%BF%CE%BD"">σπηλαιον</a>]</span>
― <i>hermits</i>
cleft <i>in rock</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%84%CF%81%CF%85%CE%BC%CE%B1%CE%BB%CE%B9%CE%B1"">τρυμαλια</a>]</span>"	"cave, hole, den, nest
― of animals 
― birds
― insects
― demons
― thieves 
― fugitives 
― hermits
cleft in rock"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=28b	28	b	ⲃⲏⲃ (ⲡ)	ⲃⲏⲃ					ⲃⲏⲃ (ⲡ)	ⲃⲏⲃ			ⲃⲏⲃ (ⲡ)	ⲃⲏⲃ	ⲃⲏⲃ (ⲡ)	ⲃⲏⲃ							565	563	28			
565	(S) bhb	4	(meaning unknown)	(meaning unknown)		28b	6	0	2009-09-14	2010-01-24	vagrant	vagrant	https://pishoyg.github.io/crum/565.html	(S) ⲃⲏⲃ	(S) ⲃⲏⲃ	(S) ⲃⲏⲃ	(S) ⲃⲏⲃ	ⲃⲏⲃ	(S) ⲃⲏⲃ (ⲧ)	ⲃⲏⲃ (S)			complete	noun female		<i>meaning unknown</i>	meaning unknown	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	meaning unknown	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=28b	28	b	ⲃⲏⲃ (ⲧ)	ⲃⲏⲃ																			566	564	28			
566	"(S,A) baabe (S) babe *^<a href=ext Life of Bishop Pisentius;1053;2;25;rSan peHmou de babe eunamolHF Hn ou"">Ext</a>^* (S,A) babw-,babww=,babot+,babw+ (S,A) ^babe-"""	2	{intr:} |$ be insipid |$$ (of salt) /$gk: [[mwrainein]]$/ |$$ (of wine) |$ be foolish |$$ (of words) |$$ (of conduct) | {tr:} regard as foolish, despise /$gk: [[uperhfanein]]$/	{intr:} |$ be insipid |$$ (of salt) /$gk: [[mwrainein]]$/ |$$ (of wine) |$ be foolish |$$ (of words) |$$ (of conduct) | {tr:} regard as foolish, despise /$gk: [[uperhfanein]]$/	mwrainein, uperhfanein	28b	6	0	2009-09-14	2012-10-19	vagrant	vagrant	https://pishoyg.github.io/crum/566.html	"(S, A) ⲃⲁⲁⲃⲉ
(S) ⲃⲁⲃⲉ {ext Life of Bishop Pisentius; 1053; 2; 25; ⲣϣⲁⲛ ⲡⲉϩⲙⲟⲩ ⲇⲉ ⲃⲁⲃⲉ ⲉⲩⲛⲁⲙⲟⲗϩϥ ϩⲛ ⲟⲩ; Ext}
(S, A) ⲃⲁⲃⲱ-, ⲃⲁⲃⲱⲱ=, ⲃⲁⲃⲟⲧ+, ⲃⲁⲃⲱ+
(S, A) <i>p c </i>ⲃⲁⲃⲉ-"	"(S, A) ⲃⲁⲁⲃⲉ
(S) ⲃⲁⲃⲉ
(S, A) ⲃⲁⲃⲱ-, ⲃⲁⲃⲱⲱ=, ⲃⲁⲃⲟⲧ+, ⲃⲁⲃⲱ+
(S, A) <i>p c </i>ⲃⲁⲃⲉ-"	"(S, A) ⲃⲁⲁⲃⲉ
(S) ⲃⲁⲃⲉ {ext Life of Bishop Pisentius; 1053; 2; 25; ⲣϣⲁⲛ ⲡⲉϩⲙⲟⲩ ⲇⲉ ⲃⲁⲃⲉ ⲉⲩⲛⲁⲙⲟⲗϩϥ ϩⲛ ⲟⲩ; Ext}
(S, A) ⲃⲁⲃⲱ-, ⲃⲁⲃⲱⲱ=, ⲃⲁⲃⲟⲧ+, ⲃⲁⲃⲱ+
(S, A) p c ⲃⲁⲃⲉ-"	"(S, A) ⲃⲁⲁⲃⲉ
(S) ⲃⲁⲃⲉ
(S, A) ⲃⲁⲃⲱ-, ⲃⲁⲃⲱⲱ=, ⲃⲁⲃⲟⲧ+, ⲃⲁⲃⲱ+
(S, A) p c ⲃⲁⲃⲉ-"	ⲃⲁⲁⲃⲉ, ⲃⲁⲃⲉ, ⲃⲁⲃⲱ-, ⲃⲁⲃⲱⲱ=, ⲃⲁⲃⲟⲧ+, ⲃⲁⲃⲱ+, ⲃⲁⲃⲉ- (p.c.)	"(S, A) ⲃⲁⲁⲃⲉ
(S) ⲃⲁⲃⲉ
(S, A) ⲃⲁⲃⲱ-, ⲃⲁⲃⲱⲱ=, ⲃⲁⲃⲟⲧ+, ⲃⲁⲃⲱ+
(S, A) ⲃⲁⲃⲉ- (p.c.)"	ⲃⲁⲁⲃⲉ (S)			complete	verb	μωραινειν, υπερηφανειν	"<b>intr:</b>
― be insipid
―― <i>of salt</i> [μωραινειν]
―― <i>of wine</i>
― be foolish
―― <i>of words</i>
―― <i>of conduct</i>
<b>tr:</b> regard as foolish, despise [υπερηφανειν]"	"intr:
― be insipid
―― of salt [μωραινειν]
―― of wine
― be foolish
―― of words
―― of conduct
tr: regard as foolish, despise [υπερηφανειν]"	"<b>intr:</b>
― be insipid
―― <i>of salt</i> 
―― <i>of wine</i>
― be foolish
―― <i>of words</i>
―― <i>of conduct</i>
<b>tr:</b> regard as foolish, despise"	"<b>intr:</b>
― be insipid
―― <i>of salt</i> <span style=""opacity:0.7"">[μωραινειν]</span>
―― <i>of wine</i>
― be foolish
―― <i>of words</i>
―― <i>of conduct</i>
<b>tr:</b> regard as foolish, despise <span style=""opacity:0.7"">[υπερηφανειν]</span>"	"<b>intr:</b>
― be insipid
―― <i>of salt</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BC%CF%89%CF%81%CE%B1%CE%B9%CE%BD%CE%B5%CE%B9%CE%BD"">μωραινειν</a>]</span>
―― <i>of wine</i>
― be foolish
―― <i>of words</i>
―― <i>of conduct</i>
<b>tr:</b> regard as foolish, despise <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%85%CF%80%CE%B5%CF%81%CE%B7%CF%86%CE%B1%CE%BD%CE%B5%CE%B9%CE%BD"">υπερηφανειν</a>]</span>"	"intr:
― be insipid
―― of salt 
―― of wine
― be foolish
―― of words
―― of conduct
tr: regard as foolish, despise"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=28b	28	b	"ⲃⲁⲁⲃⲉ
ⲃⲁⲃⲉ
ⲃⲁⲃⲱ-, ⲃⲁⲃⲱⲱ=, ⲃⲁⲃⲟⲧ+, ⲃⲁⲃⲱ+
ⲃⲁⲃⲉ- (p.c.)"	ⲃⲁⲁⲃⲉ					"ⲃⲁⲁⲃⲉ
ⲃⲁⲃⲱ-, ⲃⲁⲃⲱⲱ=, ⲃⲁⲃⲟⲧ+, ⲃⲁⲃⲱ+
ⲃⲁⲃⲉ- (p.c.)"	ⲃⲁⲁⲃⲉ													567	565	28	"<table> <colgroup> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> </colgroup> <tr> <!--Key: 121-->  <td colspan=""5"" class=""bordered"">― ⲣⲱⲙⲉ (noun)</td> <td colspan=""4"" class=""bordered""> <b>(noun)</b><br/> boaster <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BB%CE%B1%CE%B6%CF%89%CE%BD"">αλαζων</a>]</span> </td> <td rowspan=""2"" class=""bordered""><b>Crum: </b><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=28b"">28b</a></td> </tr> <tr> <!--Key: 122-->  <td colspan=""5"" class=""bordered"">(S, A) ⲙⲛⲧⲃ. ⲣⲱⲙⲉ (ⲧ)</td> <td colspan=""4"" class=""bordered""> <b>(noun female)</b><br/> boastfulness <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BB%CE%B1%CE%B6%CE%BF%CE%BD%CE%B5%CE%B9%CE%B1"">αλαζονεια</a>]</span> </td>  </tr> </table>"	"<ul> <li> ― ⲣⲱⲙⲉ (noun)<br/>(noun) boaster <span style=""opacity:0.7"">[αλαζων]</span> </li> <li> (S, A) ⲙⲛⲧⲃ. ⲣⲱⲙⲉ (ⲧ)<br/>(noun female) boastfulness <span style=""opacity:0.7"">[αλαζονεια]</span> </li> </ul>"	"― ⲣⲱⲙⲉ (noun) (noun) boaster [αλαζων]
(S, A) ⲙⲛⲧⲃ. ⲣⲱⲙⲉ (ⲧ) (noun female) boastfulness [αλαζονεια]"
