id	super_id	orthstring	pos_string	de	en	fr	etym_string	ascii_orth	search_string	oref_string	greek_id	ents	entry_xml_id	lemma_form_id
8449	3763	"Vb.
ⲁⲣⲛⲁ~S^^CF19684
|||Vb.
ⲁⲣⲛⲁ~A^^CF19682
|||Vb.
ⲁⲣⲛⲁ~L^^CF19683
|||Vb.
ⲁⲣⲛⲉⲓ~M^^CF19685
|||Vb.
ⲁⲣⲛⲏ~L^^CF19686
|||Vb.
ⲁⲣⲛⲓ~M^^CF19687
|||Vb.
ⲁⲣⲛⲓ~V^^CF19688
"	V	1@CS9779|ref: 5433 DDGLC |||2@CS9780|ref: 30 DDGLC |||3@CS9781|ref: 5436 DDGLC |||4@CS9782|ref: 5435 DDGLC |||5@CS9783|ref: 10652 DDGLC |||6@CS9784|ref: 15545 DDGLC |||7@CS9785|ref: 11054 DDGLC	1@CS9779|ref: 5433 ~~~to deny (object: none);;;DDGLC |||2@CS9780|ref: 30 ~~~to reject, deny, disown s.o.;;;DDGLC |||3@CS9781|ref: 5436 ~~~to reject, deny, disown s.th.;;;DDGLC |||4@CS9782|ref: 5435 ~~~to renounce, deny s.th. (object: faithfulness, constancy (to the monastic federation));;;DDGLC |||5@CS9783|ref: 10652 ~~~to reject, deny, disown s.o. before s.o.;;;DDGLC |||6@CS9784|ref: 15545 ~~~to reject, deny that (object: clause; dependent statement);;;DDGLC |||7@CS9785|ref: 11054 ~~~to (treacherously) deny s.th. to s.o./to cheat s.o. out of s.th.;;;DDGLC	1@CS9779|ref: 5433 DDGLC |||2@CS9780|ref: 30 DDGLC |||3@CS9781|ref: 5436 DDGLC |||4@CS9782|ref: 5435 DDGLC |||5@CS9783|ref: 10652 DDGLC |||6@CS9784|ref: 15545 DDGLC |||7@CS9785|ref: 11054 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 274)</span> ἀρνέομαι <i>to deny</i>. <span style=""color:grey"">verb</span> <span style=""color:grey"">(LSJ 244b; Preisigke 1:214)</span>"	AQMA	"
ⲁⲣⲛⲁ~S^^CF19684
ⲁⲣⲛⲁ~A^^CF19682
ⲁⲣⲛⲁ~L^^CF19683
ⲁⲣⲛⲉⲓ~M^^CF19685
ⲁⲣⲛⲏ~L^^CF19686
ⲁⲣⲛⲓ~M^^CF19687
ⲁⲣⲛⲓ~V^^CF19688
"	ⲁⲣⲛⲁ|||ⲁⲣⲛⲁ|||ⲁⲣⲛⲁ|||ⲁⲣⲛⲉⲓ|||ⲁⲣⲛⲏ|||ⲁⲣⲛⲓ|||ⲁⲣⲛⲓ	274		C8438	CF19681
8450	3764	"Subst.
ⲁⲣⲛⲏⲥⲓⲥ~S^^CF19690
"	N	1@CS9786|ref: 10730 DDGLC |||2@CS9787|ref: 3170 DDGLC	1@CS9786|ref: 10730 ~~~denial, gainsaying;;;DDGLC |||2@CS9787|ref: 3170 ~~~treachery, treason;;;DDGLC	1@CS9786|ref: 10730 DDGLC |||2@CS9787|ref: 3170 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 275)</span> ἄρνησις <i>denial</i>. <span style=""color:grey"">noun</span> <span style=""color:grey"">(LSJ 244b)</span>"	AQMGRIR	"
ⲁⲣⲛⲏⲥⲓⲥ~S^^CF19690
"	ⲁⲣⲛⲏⲥⲓⲥ	275		C8439	CF19689
8451	3765	"Vb.
ⲁⲣⲛⲓⲥⲑⲉ~S^^CF19693
|||Vb.
ⲁⲣⲛⲓⲥⲑⲉ~V^^CF19694
|||Vb.
ⲁⲣⲛⲉⲥⲑⲁⲓ~S^^CF19692
"	V	1@CS9788|ref: 5437 DDGLC |||2@CS9789|ref: 951 DDGLC	1@CS9788|ref: 5437 ~~~to reject, deny, disown s.o.;;;DDGLC |||2@CS9789|ref: 951 ~~~to reject, deny that (object: clause; dependent statement);;;DDGLC	1@CS9788|ref: 5437 DDGLC |||2@CS9789|ref: 951 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 274)</span> ἀρνέομαι <i>to deny</i>. <span style=""color:grey"">verb</span> <span style=""color:grey"">(LSJ 244b; Preisigke 1:214)</span>"	AQMIRHE	"
ⲁⲣⲛⲓⲥⲑⲉ~S^^CF19693
ⲁⲣⲛⲓⲥⲑⲉ~V^^CF19694
ⲁⲣⲛⲉⲥⲑⲁⲓ~S^^CF19692
"	ⲁⲣⲛⲓⲥⲑⲉ|||ⲁⲣⲛⲓⲥⲑⲉ|||ⲁⲣⲛⲉⲥⲑⲁⲓ	274		C8440	CF19691
8452	3766	"Subst.
ⲁⲣⲝ~S^^CF19697
|||Subst.
ⲁⲣⲁⲝ~S^^CF19696
"	N	1@CS9790|ref: 1814 DDGLC	1@CS9790|ref: 1814 ~~~bear;;;DDGLC	1@CS9790|ref: 1814 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 2861)</span> ἄρξ <i>bear</i>. <span style=""color:grey"">noun</span> <span style=""color:grey"">(LSJ 245a; Preisigke 1:214)</span>"	AQN	"
ⲁⲣⲝ~S^^CF19697
ⲁⲣⲁⲝ~S^^CF19696
"	ⲁⲣⲝ|||ⲁⲣⲁⲝ	2861		C8441	CF19695
8453	3767	"Subst.
ⲁⲣⲣⲏⲧⲟⲛ~S^^CF19700
|||Subst.
ⲁϩⲣⲏⲧⲟⲛ~S^^CF19699
"	N	1@CS9791|ref: 5203 DDGLC |||2@CS9792|ref: 5204 DDGLC |||3@CS9793|ref: 2972 DDGLC |||4@CS9794|ref: 4377 DDGLC	1@CS9791|ref: 5203 ~~~unsayable, ineffable thing (substantive; divine);;;DDGLC |||2@CS9792|ref: 5204 ~~~unsayable, ineffable (substantive; re: divine transcendent character);;;DDGLC |||3@CS9793|ref: 2972 ~~~unsayable, ineffable (attributive; divine quality);;;DDGLC |||4@CS9794|ref: 4377 ~~~unsayable, ineffable (attributive; re: divine transcendent character);;;DDGLC	1@CS9791|ref: 5203 DDGLC |||2@CS9792|ref: 5204 DDGLC |||3@CS9793|ref: 2972 DDGLC |||4@CS9794|ref: 4377 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 3281)</span> ἄρρητος <i>unspoken, unintelligible, unaudible</i>. <span style=""color:grey"">adjective</span> <span style=""color:grey"">(LSJ 247a)</span>"	AQQGSOM	"
ⲁⲣⲣⲏⲧⲟⲛ~S^^CF19700
ⲁϩⲣⲏⲧⲟⲛ~S^^CF19699
"	ⲁⲣⲣⲏⲧⲟⲛ|||ⲁϩⲣⲏⲧⲟⲛ	3281		C8442	CF19698
8454	3768	"Subst.
ⲁⲣⲣⲏⲧⲟⲥ~?^^CF19702
|||Subst.
ⲁϩⲣⲏⲧⲟⲥ~S^^CF19703
"	N	1@CS9795|ref: 4291 DDGLC |||2@CS9796|ref: 5201 DDGLC |||3@CS9797|ref: 5200 DDGLC |||4@CS9798|ref: 4270 DDGLC	1@CS9795|ref: 4291 ~~~unsayable, ineffable thing, one (substantive);;;DDGLC |||2@CS9796|ref: 5201 ~~~unsayable, ineffable (substantive; re: divine transcendent character);;;DDGLC |||3@CS9797|ref: 5200 ~~~unsayable, ineffable (attributive);;;DDGLC |||4@CS9798|ref: 4270 ~~~unsayable, ineffable (attributive; referent: divine transcendent character);;;DDGLC	1@CS9795|ref: 4291 DDGLC |||2@CS9796|ref: 5201 DDGLC |||3@CS9797|ref: 5200 DDGLC |||4@CS9798|ref: 4270 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 3281)</span> ἄρρητος <i>unspoken, unintelligible, unaudible</i>. <span style=""color:grey"">adjective</span> <span style=""color:grey"">(LSJ 247a)</span>"	AQQGSOR	"
ⲁⲣⲣⲏⲧⲟⲥ~?^^CF19702
ⲁϩⲣⲏⲧⲟⲥ~S^^CF19703
"	ⲁⲣⲣⲏⲧⲟⲥ|||ⲁϩⲣⲏⲧⲟⲥ	3281		C8443	CF19701
8455	3769	"Subst.
ⲁⲣⲥⲉⲛⲓⲕⲏ~S^^CF19705
"	N	1@CS9799|ref: 6402 DDGLC	1@CS9799|ref: 6402 ~~~male (referent: divine character);;;DDGLC	1@CS9799|ref: 6402 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 3607)</span> ἀρσενικός <i>male, virile, of masculine gender</i>. <span style=""color:grey"">adjective</span> <span style=""color:grey"">(LSJ 247b; Preisigke 1:216)</span>"	AQREMIJG	"
ⲁⲣⲥⲉⲛⲓⲕⲏ~S^^CF19705
"	ⲁⲣⲥⲉⲛⲓⲕⲏ	3607		C8444	CF19704
8456	3770	"Subst.
ⲁⲣⲥⲉⲛⲟⲅⲉⲛⲓⲁ~S^^CF19707
"	N	1@CS9800|ref: 4440 DDGLC	1@CS9800|ref: 4440 ~~~male birth, birth of a male;;;DDGLC	1@CS9800|ref: 4440 DDGLC		AQREMOCEMIA	"
ⲁⲣⲥⲉⲛⲟⲅⲉⲛⲓⲁ~S^^CF19707
"	ⲁⲣⲥⲉⲛⲟⲅⲉⲛⲓⲁ	6430		C8445	CF19706
8457	3771	"Subst.
ⲁⲣⲥⲓⲛⲓⲕⲟⲛ~S^^CF19713
|||Subst.
ⲁⲣⲥⲉⲛⲓⲕⲟⲛ~S^^CF19709
|||Subst.
ⲁⲣⲥⲉⲛⲓⲕⲱⲛ~S^^CF19710
|||Subst.
ⲁⲣⲥⲏⲛⲓⲕⲟⲛ~S^^CF19711
|||Subst.
ⲁⲣⲥⲏⲛⲓⲕⲟⲛ~S^^CF19712
|||Subst.
ⲁⲣⲥⲩⲛⲓⲅⲟⲛ~S^^CF19714
|||Subst.
ⲁⲣⲥⲩⲛⲓⲕⲟⲛ~S^^CF19715
"	N	1@CS9801|ref: 2392 DDGLC |||2@CS9802|ref: 8264 DDGLC	1@CS9801|ref: 2392 ~~~arsenic, orpiment;;;DDGLC |||2@CS9802|ref: 8264 ~~~arsenical (attributive);;;DDGLC	1@CS9801|ref: 2392 DDGLC |||2@CS9802|ref: 8264 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 281)</span> ἀρσενικόν <i>arsenic, yellow orpiment</i>. <span style=""color:grey"">noun</span> <span style=""color:grey"">(LSJ 247b)</span>"	AQRIMIJOM	"
ⲁⲣⲥⲓⲛⲓⲕⲟⲛ~S^^CF19713
ⲁⲣⲥⲉⲛⲓⲕⲟⲛ~S^^CF19709
ⲁⲣⲥⲉⲛⲓⲕⲱⲛ~S^^CF19710
ⲁⲣⲥⲏⲛⲓⲕⲟⲛ~S^^CF19711
ⲁⲣⲥⲏⲛⲓⲕⲟⲛ~S^^CF19712
ⲁⲣⲥⲩⲛⲓⲅⲟⲛ~S^^CF19714
ⲁⲣⲥⲩⲛⲓⲕⲟⲛ~S^^CF19715
"	ⲁⲣⲥⲓⲛⲓⲕⲟⲛ|||ⲁⲣⲥⲉⲛⲓⲕⲟⲛ|||ⲁⲣⲥⲉⲛⲓⲕⲱⲛ|||ⲁⲣⲥⲏⲛⲓⲕⲟⲛ|||ⲁⲣⲥⲏⲛⲓⲕⲟⲛ|||ⲁⲣⲥⲩⲛⲓⲅⲟⲛ|||ⲁⲣⲥⲩⲛⲓⲕⲟⲛ	281		C8446	CF19708
8458	3772	"Subst.
ⲁⲣⲧⲉⲙⲉⲥⲓⲁⲥ~S^^CF19717
|||Subst.
ⲁⲣⲧⲉⲙⲓⲥⲓⲁⲥ~S^^CF19718
|||Subst.
ⲁⲣⲧⲓⲙⲉⲥⲓⲥ~S^^CF19719
"	N	1@CS9803|ref: 9126 DDGLC	1@CS9803|ref: 9126 ~~~wormwood;;;DDGLC	1@CS9803|ref: 9126 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 3758)</span> ἀρτεμισία <i>wormwood</i>. <span style=""color:grey"">noun</span> <span style=""color:grey"">(LSJ 248b)</span>"	AQSELERIAR	"
ⲁⲣⲧⲉⲙⲉⲥⲓⲁⲥ~S^^CF19717
ⲁⲣⲧⲉⲙⲓⲥⲓⲁⲥ~S^^CF19718
ⲁⲣⲧⲓⲙⲉⲥⲓⲥ~S^^CF19719
"	ⲁⲣⲧⲉⲙⲉⲥⲓⲁⲥ|||ⲁⲣⲧⲉⲙⲓⲥⲓⲁⲥ|||ⲁⲣⲧⲓⲙⲉⲥⲓⲥ	3758		C8447	CF19716
8459	3773	"Subst.
ⲁⲣⲧⲏⲙⲉⲥⲓⲁ~S^^CF19721
|||Subst.
ⲁⲣⲧⲉⲙⲉⲥⲓⲁⲥ~S^^CF19722
|||Subst.
ⲁⲣⲧⲏⲙⲥⲓⲁ~S^^CF19723
"	N	1@CS9804|ref: 8692 DDGLC |||2@CS9805|ref: 9982 DDGLC	1@CS9804|ref: 8692 ~~~wormwood;;;DDGLC |||2@CS9805|ref: 9982 ~~~of wormwood (attributive);;;DDGLC	1@CS9804|ref: 8692 DDGLC |||2@CS9805|ref: 9982 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 3758)</span> ἀρτεμισία <i>wormwood</i>. <span style=""color:grey"">noun</span> <span style=""color:grey"">(LSJ 248b)</span>"	AQSGLERIA	"
ⲁⲣⲧⲏⲙⲉⲥⲓⲁ~S^^CF19721
ⲁⲣⲧⲉⲙⲉⲥⲓⲁⲥ~S^^CF19722
ⲁⲣⲧⲏⲙⲥⲓⲁ~S^^CF19723
"	ⲁⲣⲧⲏⲙⲉⲥⲓⲁ|||ⲁⲣⲧⲉⲙⲉⲥⲓⲁⲥ|||ⲁⲣⲧⲏⲙⲥⲓⲁ	3758		C8448	CF19720
8460	3774	"Subst.
ⲁⲣⲧⲏⲣⲓⲁ~S^^CF19725
"	N	1@CS9806|ref: 1500 DDGLC	1@CS9806|ref: 1500 ~~~artery;;;DDGLC	1@CS9806|ref: 1500 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 6252)</span> ἀρτηρία <i>artery; bronchial pipe</i>. <span style=""color:grey"">noun</span> <span style=""color:grey"">(LSJ 248b)</span>"	AQSGQIA	"
ⲁⲣⲧⲏⲣⲓⲁ~S^^CF19725
"	ⲁⲣⲧⲏⲣⲓⲁ	6252		C8449	CF19724
8461	3775	"Subst.
ⲁⲣⲧⲓⲙⲉⲥⲓⲥ~S^^CF19727
|||Subst.
ⲁⲣⲧⲉⲙⲉⲥⲓⲥ~S^^CF19728
"	N	1@CS9807|ref: 9170 DDGLC	1@CS9807|ref: 9170 ~~~of wormwood (attributive);;;DDGLC	1@CS9807|ref: 9170 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 3758)</span> ἀρτεμισία <i>wormwood</i>. <span style=""color:grey"">noun</span> <span style=""color:grey"">(LSJ 248b)</span>"	AQSILERIR	"
ⲁⲣⲧⲓⲙⲉⲥⲓⲥ~S^^CF19727
ⲁⲣⲧⲉⲙⲉⲥⲓⲥ~S^^CF19728
"	ⲁⲣⲧⲓⲙⲉⲥⲓⲥ|||ⲁⲣⲧⲉⲙⲉⲥⲓⲥ	3758		C8450	CF19726
8462	3776	"Subst.
ⲁⲣⲧⲟⲥ~S^^CF19730
"	N	1@CS9808|ref: 7866 DDGLC	1@CS9808|ref: 7866 ~~~bread;;;DDGLC	1@CS9808|ref: 7866 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 6554)</span> ἄρτος <i>cake, loaf of wheat-bread, bread (collectively)</i>. <span style=""color:grey"">noun</span> <span style=""color:grey"">(LSJ 250)</span>"	AQSOR	"
ⲁⲣⲧⲟⲥ~S^^CF19730
"	ⲁⲣⲧⲟⲥ	6554		C8451	CF19729
8463	3777	"Subst.
ⲁⲣⲧⲩⲙⲓⲥ~S^^CF19732
"	N	1@CS9809|ref: 3279 DDGLC	1@CS9809|ref: 3279 ~~~Artemis (the Greek goddess);;;DDGLC	1@CS9809|ref: 3279 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 6341)</span> Ἄρτεμις <i>Artemis (the Greek goddess)</i>. <span style=""color:grey"">noun</span> <span style=""color:grey"">(LSJ 248b)</span>"	AQSTLIR	"
ⲁⲣⲧⲩⲙⲓⲥ~S^^CF19732
"	ⲁⲣⲧⲩⲙⲓⲥ	6341		C8452	CF19731
8464	3778	"Subst.
ⲁⲣⲭⲁⲅⲅⲉⲗⲓⲕⲏ~S^^CF19734
|||Subst.
ⲁⲣⲭⲁⲛⲅⲉⲗⲱⲛ~F^^CF19735
"	N	1@CS9810|ref: 3345 DDGLC	1@CS9810|ref: 3345 ~~~archangelic; i.e., of or pertaining to an archangel (substantive);;;DDGLC	1@CS9810|ref: 3345 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 5940)</span> ἀρχαγγελικός <i>of or pertaining to an archangel</i>. <span style=""color:grey"">adjective</span> <span style=""color:grey"">(Lampe 232a; LSJ 251a)</span>"	AQVACCEKIJG	"
ⲁⲣⲭⲁⲅⲅⲉⲗⲓⲕⲏ~S^^CF19734
ⲁⲣⲭⲁⲛⲅⲉⲗⲱⲛ~F^^CF19735
"	ⲁⲣⲭⲁⲅⲅⲉⲗⲓⲕⲏ|||ⲁⲣⲭⲁⲛⲅⲉⲗⲱⲛ	5940		C8453	CF19733
8465	3779	"Subst.
ⲁⲣⲭⲁⲅⲅⲉⲗⲟⲥ~S^^CF19738
|||Subst.
ⲁⲣⲭⲁⲅⲅⲉⲗⲟⲥ~A^^CF19739
|||Subst.
ⲁⲣⲭⲁⲅⲅⲉⲗⲟⲥ~F^^CF19740
|||Subst.
ⲁⲣⲭⲁⲅⲅⲉⲗⲟ~S^^CF19737
|||Subst.
ⲁⲣⲭⲁⲅⲅⲉⲗⲱⲥ~S^^CF19741
|||Subst.
ⲁⲣⲭⲁⲛⲅⲅⲉⲗⲟⲥ~S^^CF19742
|||Subst.
ⲁⲣⲭⲁⲛⲅⲉⲗⲟⲥ~S^^CF19743
|||Subst.
ⲁⲣⲭⲉⲁⲅⲅⲉⲗⲟⲥ~S^^CF19744
|||Subst.
ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲟ~S^^CF19746
|||Subst.
ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲟⲥ~S^^CF19745
|||Subst.
ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲟⲥ~B^^CF19748
|||Subst.
ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲟⲥ~F^^CF19747
|||Subst.
ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲱⲥ~S^^CF19749
|||Subst.
ⲁⲣⲭⲏⲁⲛⲅⲉⲗⲟⲥ~S^^CF19750
|||Subst.
ⲁⲣⲭⲏⲁⲛⲅⲉⲗⲱ~F^^CF19751
|||Subst.
ⲁⲣⲭⲓⲁⲅⲅⲉⲗⲟⲥ~S^^CF19752
|||Subst.
ⲁⲣⲭⲓⲁⲅⲅⲉⲗⲟⲥ~F^^CF19753
"	N	1@CS9811|ref: 1161 DDGLC |||2@CS9812|ref: 8017 DDGLC |||3@CS9813|ref: 2051 DDGLC |||4@CS9814|ref: 4629 DDGLC	1@CS9811|ref: 1161 ~~~archangel, chief messenger (benevolent superhuman being);;;DDGLC |||2@CS9812|ref: 8017 ~~~archangel, chief messenger (inverted atributive, nominal referent; benevolent superhuman being);;;DDGLC |||3@CS9813|ref: 2051 ~~~chief angel, messenger (malevolent superhuman being);;;DDGLC |||4@CS9814|ref: 4629 ~~~archangel, chief messenger (superhuman being, disposition unclear);;;DDGLC	1@CS9811|ref: 1161 DDGLC |||2@CS9812|ref: 8017 DDGLC |||3@CS9813|ref: 2051 DDGLC |||4@CS9814|ref: 4629 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 287)</span> ἀρχάγγελος <i>archangel</i>. <span style=""color:grey"">noun</span> <span style=""color:grey"">(LSJ 251a; Preisigke 1:218)</span>"	AQVACCEKOR	"
ⲁⲣⲭⲁⲅⲅⲉⲗⲟⲥ~S^^CF19738
ⲁⲣⲭⲁⲅⲅⲉⲗⲟⲥ~A^^CF19739
ⲁⲣⲭⲁⲅⲅⲉⲗⲟⲥ~F^^CF19740
ⲁⲣⲭⲁⲅⲅⲉⲗⲟ~S^^CF19737
ⲁⲣⲭⲁⲅⲅⲉⲗⲱⲥ~S^^CF19741
ⲁⲣⲭⲁⲛⲅⲅⲉⲗⲟⲥ~S^^CF19742
ⲁⲣⲭⲁⲛⲅⲉⲗⲟⲥ~S^^CF19743
ⲁⲣⲭⲉⲁⲅⲅⲉⲗⲟⲥ~S^^CF19744
ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲟ~S^^CF19746
ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲟⲥ~S^^CF19745
ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲟⲥ~B^^CF19748
ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲟⲥ~F^^CF19747
ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲱⲥ~S^^CF19749
ⲁⲣⲭⲏⲁⲛⲅⲉⲗⲟⲥ~S^^CF19750
ⲁⲣⲭⲏⲁⲛⲅⲉⲗⲱ~F^^CF19751
ⲁⲣⲭⲓⲁⲅⲅⲉⲗⲟⲥ~S^^CF19752
ⲁⲣⲭⲓⲁⲅⲅⲉⲗⲟⲥ~F^^CF19753
"	ⲁⲣⲭⲁⲅⲅⲉⲗⲟⲥ|||ⲁⲣⲭⲁⲅⲅⲉⲗⲟⲥ|||ⲁⲣⲭⲁⲅⲅⲉⲗⲟⲥ|||ⲁⲣⲭⲁⲅⲅⲉⲗⲟ|||ⲁⲣⲭⲁⲅⲅⲉⲗⲱⲥ|||ⲁⲣⲭⲁⲛⲅⲅⲉⲗⲟⲥ|||ⲁⲣⲭⲁⲛⲅⲉⲗⲟⲥ|||ⲁⲣⲭⲉⲁⲅⲅⲉⲗⲟⲥ|||ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲟ|||ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲟⲥ|||ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲟⲥ|||ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲟⲥ|||ⲁⲣⲭⲏⲁⲅⲅⲉⲗⲱⲥ|||ⲁⲣⲭⲏⲁⲛⲅⲉⲗⲟⲥ|||ⲁⲣⲭⲏⲁⲛⲅⲉⲗⲱ|||ⲁⲣⲭⲓⲁⲅⲅⲉⲗⲟⲥ|||ⲁⲣⲭⲓⲁⲅⲅⲉⲗⲟⲥ	287		C8454	CF19736
8466	3780	"Subst.
ⲁⲣⲭⲁⲓⲟⲛ~S^^CF19755
|||Subst.
ⲁⲣⲭⲁⲓⲟⲛ~S^^CF19757
|||Subst.
ⲁⲣⲭⲁⲓⲟⲛ~L^^CF19756
|||Subst.
ⲁⲣⲭⲁⲣⲓⲟⲛ~S^^CF19758
|||Subst.
ⲁⲣⲭⲉⲟⲛ~S^^CF19759
"	N	1@CS9815|ref: 3082 DDGLC |||2@CS9816|ref: 5206 DDGLC |||3@CS9817|ref: 3806 DDGLC |||4@CS9818|ref: 3640 DDGLC |||5@CS9819|ref: 4585 DDGLC |||6@CS9820|ref: 10683 DDGLC	1@CS9815|ref: 3082 ~~~(pl.) ancient limits (of land property, as alotted formerly/long ago);;;DDGLC |||2@CS9816|ref: 5206 ~~~old, ancient thing (substantive);;;DDGLC |||3@CS9817|ref: 3806 ~~~old, ancient (attributive);;;DDGLC |||4@CS9818|ref: 3640 ~~~ancient, heathen, Pagan;;;DDGLC |||5@CS9819|ref: 4585 ~~~yore, ancient times;;;DDGLC |||6@CS9820|ref: 10683 ~~~primordial, cosmic;;;DDGLC	1@CS9815|ref: 3082 DDGLC |||2@CS9816|ref: 5206 DDGLC |||3@CS9817|ref: 3806 DDGLC |||4@CS9818|ref: 3640 DDGLC |||5@CS9819|ref: 4585 DDGLC |||6@CS9820|ref: 10683 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 5362)</span> ἀρχαῖον <i>principal; chief, ancient thing</i>. <span style=""color:grey"">noun</span> <span style=""color:grey"">(LSJ 251a; Preisigke 1:218)</span>"	AQVAIOM	"
ⲁⲣⲭⲁⲓⲟⲛ~S^^CF19755
ⲁⲣⲭⲁⲓⲟⲛ~S^^CF19757
ⲁⲣⲭⲁⲓⲟⲛ~L^^CF19756
ⲁⲣⲭⲁⲣⲓⲟⲛ~S^^CF19758
ⲁⲣⲭⲉⲟⲛ~S^^CF19759
"	ⲁⲣⲭⲁⲓⲟⲛ|||ⲁⲣⲭⲁⲓⲟⲛ|||ⲁⲣⲭⲁⲓⲟⲛ|||ⲁⲣⲭⲁⲣⲓⲟⲛ|||ⲁⲣⲭⲉⲟⲛ	5362		C8455	CF19754
8467	3781	"Subst.
ⲁⲣⲭⲁⲓⲟⲥ~S^^CF19763
|||Subst.
ⲁⲣⲭⲁⲓⲟⲥ~A^^CF19764
|||Subst.
ⲁⲣⲭⲁⲓⲟⲥ~M^^CF19762
|||Subst.
ⲁⲣⲭⲁⲓⲟⲛ~S^^CF19761
|||Subst.
ⲁⲣⲭⲉⲟⲥ~B^^CF19765
"	N	1@CS9821|ref: 5205 DDGLC |||2@CS9822|ref: 325 DDGLC	1@CS9821|ref: 5205 ~~~old, ancient one (substantive);;;DDGLC |||2@CS9822|ref: 325 ~~~old, ancient, original (attributive);;;DDGLC	1@CS9821|ref: 5205 DDGLC |||2@CS9822|ref: 325 DDGLC	"<span style=""color:darkred"">cf. Gr. (DDGLC lemma ID 288)</span> ἀρχαῖος <i>ancient, old, origin</i>. <span style=""color:grey"">adjective</span> <span style=""color:grey"">(LSJ 251a; Preisigke 1:218)</span>"	AQVAIOR	"
ⲁⲣⲭⲁⲓⲟⲥ~S^^CF19763
ⲁⲣⲭⲁⲓⲟⲥ~A^^CF19764
ⲁⲣⲭⲁⲓⲟⲥ~M^^CF19762
ⲁⲣⲭⲁⲓⲟⲛ~S^^CF19761
ⲁⲣⲭⲉⲟⲥ~B^^CF19765
"	ⲁⲣⲭⲁⲓⲟⲥ|||ⲁⲣⲭⲁⲓⲟⲥ|||ⲁⲣⲭⲁⲓⲟⲥ|||ⲁⲣⲭⲁⲓⲟⲛ|||ⲁⲣⲭⲉⲟⲥ	288		C8456	CF19760
